H3_Hex_ID,Jobs_Accessible_60min,Jobs_Pct_Accessible_60min,Population_2018,Jobs_In_Hex,Boarding_Total_Hex,Underserved_Score,population_percentile,underserved_percentile,boarding_gap,masari_priority_score,centroid_x,centroid_y,centroid_lat,centroid_lon
883e621447fffff,119112,2.1,13482,4896,0.0,0.4472131147540983,14.000000000000002,27.333333333333332,13482.0,21.333333333333336,339585.70517444744,3303070.0067469534,29.847730483876205,31.339421670471133
883e621409fffff,13589,0.2,13433,4843,0.0,0.4465573770491803,13.333333333333334,26.666666666666668,13433.0,20.666666666666668,340483.1462881474,3302628.035545457,29.84385992034582,31.348774197738386
883e621401fffff,46056,0.8,13432,4843,0.0,0.4459016393442623,12.666666666666668,26.0,13432.0,20.000000000000004,340552.61507694377,3301628.755622659,29.834854331694487,31.349641290253505
883e628895fffff,71727,1.3,13189,1519,0.0,0.4439344262295082,12.0,25.333333333333336,13189.0,19.33333333333334,323009.777608627,3317026.496708971,29.9713505637537,31.165594480250572
883e628667fffff,16727,0.3,13096,2189,0.0,0.441967213114754,11.333333333333332,24.666666666666668,13096.0,18.66666666666667,341366.2295137533,3339826.7930384143,30.179538743596595,31.352374132720126
883e628eb9fffff,276504,4.9,13082,1662,0.0,0.440655737704918,10.666666666666668,24.0,13082.0,18.0,340061.400595074,3321171.4988312703,30.011084411621322,31.341638430239197
883e62d597fffff,34174,0.6,13021,2698,0.0,0.4393442622950819,10.0,23.333333333333332,13021.0,17.333333333333332,299722.7943078812,3314976.117302968,29.94927729677239,30.924746763906388
883e62862bfffff,366914,6.6,13004,2157,0.0,0.4386885245901639,9.333333333333334,22.666666666666664,13004.0,16.666666666666664,343160.5778157022,3338941.5360548906,30.171785831550018,31.371135898939208
883e629593fffff,22732,0.4,12817,1916,0.0,0.4360655737704918,8.666666666666668,22.0,12817.0,16.0,341158.3131689773,3342823.9780390314,30.206547981110976,31.349764506461955
883e628de1fffff,294201,5.3,12585,619,0.0,0.4340983606557377,8.0,21.333333333333336,12585.0,15.333333333333336,331160.10288627417,3312045.9226126666,29.927572716181118,31.250821096337088
883e62852bfffff,2753772,49.3,12369,7077,0.0,0.4334426229508197,7.333333333333333,20.666666666666668,12369.0,14.666666666666668,337850.40202559106,3328051.5561066945,30.07285619452908,31.31767280140148
883e628629fffff,6824,0.1,12356,1996,0.0,0.4327868852459016,6.666666666666667,20.0,12356.0,14.0,342263.41962143115,3339384.155890101,30.17566256187882,31.36175553743891
883e628e13fffff,201208,3.6,12345,1811,0.0,0.4321311475409836,6.0,19.333333333333332,12345.0,13.333333333333332,336332.98435806844,3324939.465604013,30.044581018212522,31.30241425520792
883e628f13fffff,435369,7.8,12303,1070,0.0,0.4308196721311476,5.333333333333334,18.666666666666668,12303.0,12.666666666666668,330535.46052264277,3321040.9577180846,30.008625513771978,31.24292494034738
