id,Feature_ID,Vehicles_Per_Hour,geometry
vehicles_per_segment_combined_simp.444,444,68.0,"LINESTRING (337628.3592376382 3328786.7965805233, 337605.94654562615 3328787.016148086, 337747.4155941343 3328913.5259480937, 337769.0657640225 3328923.7384879887, 337793.05039521115 3328941.89842482, 337799.3027016328 3328940.9194851858, 337802.4362448575 3328937.6584712635, 337803.0489526962 3328933.4368644436, 337800.9121328696 3328925.8191678645, 337798.7526454963 3328886.0897246148)"
vehicles_per_segment_combined_simp.445,445,16.0,"LINESTRING (337628.3592376382 3328786.7965805233, 337605.94654562615 3328787.016148086, 337651.2685560414 3328826.811022905, 337695.35675596236 3328867.9545387547, 337747.4155941343 3328913.5259480937, 337855.04104892374 3329013.818962027, 337917.0788169317 3329062.7916286224, 337983.2837579615 3329106.7147278353, 338034.99938305654 3329135.663819746, 338502.7175900552 3329420.903638358, 338799.9433469502 3329612.21116031, 338963.01141899324 3329714.3631392745, 339117.8231685695 3329819.0768583, 339729.3676738589 3330200.927119612, 339835.7877160151 3330266.889910859, 339956.97281115653 3330327.4287374215, 340028.3595849135 3330370.844520982, 340447.9414162992 3330634.468094634, 340535.7542518035 3330694.166426846, 340655.0733659188 3330779.5712729404, 341494.01453283656 3331303.887957483)"
vehicles_per_segment_combined_simp.446,446,20.0,"LINESTRING (337796.544906295 3327291.0337833823, 337776.9015047527 3327268.855490909, 337812.551059706 3327293.1627923856, 337881.85843143275 3327324.402442036, 337950.3715887237 3327347.5616142745, 338020.4698305392 3327360.4990454963, 338025.5217161815 3327367.9907869366)"
vehicles_per_segment_combined_simp.447,447,0.0,"LINESTRING (337892.3848736711 3329002.9594946434, 337836.43067025795 3328954.6733725634, 337825.56990564615 3328937.3178117443, 337816.22034544754 3328917.833715223, 337815.04743756325 3328910.201822525, 337817.42965485004 3328895.200987717, 337826.1916210956 3328881.3256468363, 338034.3024944661 3328649.010429727, 338060.60594343103 3328615.0339397606, 338172.68752141163 3328493.660971088, 338285.5277149404 3328377.821025175, 338314.81435761554 3328343.358017548, 338391.4007779616 3328233.81605846, 338411.05337948195 3328199.827255789, 338440.97005918727 3328142.5188671844, 338461.1141369832 3328095.996134895, 338469.72809326026 3328071.9247381724, 338483.5708255739 3328023.055602092, 338493.275062119 3327974.6905868, 338505.50746824243 3327901.456588703, 338519.219748689 3327797.604438603, 338531.851988694 3327679.2459177515, 338553.7569482201 3327509.3140327064, 338567.87045807135 3327426.1863949248, 338536.28580577334 3327428.552543)"
vehicles_per_segment_combined_simp.448,448,32.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338741.2897879969 3325755.256439237, 338959.0860543954 3324569.0162619026, 338953.93116389087 3324563.6185524985)"
vehicles_per_segment_combined_simp.449,449,1.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338725.7179000464 3325752.15849149, 338883.0428339625 3324902.9168267613, 338906.34900385054 3324781.7431993657, 338959.54485965543 3324461.700884162, 338962.0979696921 3324438.3838410433, 338962.0170750085 3324432.8422189197, 338966.7252870179 3324425.013567197, 338972.4786885313 3324422.712464251, 338982.17014941305 3324425.8966871174, 338987.13720059465 3324435.8012342514, 338978.89536253386 3324465.8526642923, 338922.8385655583 3324788.1537576295, 339379.77311633114 3324839.1356315822, 339502.475397203 3324853.977902924, 339767.1476294311 3324882.278002712, 339932.29165979975 3324897.6170729636, 339941.9019718425 3324895.2604993735, 339950.6445332587 3324899.567859285, 340199.90205794666 3324929.210444674, 340496.4217341938 3324959.2835555966, 341325.2378473073 3325051.5323807676, 341375.38559847896 3324984.2981807464, 341418.170624316 3324941.5581429848, 341451.4091535022 3324905.6067961194, 341483.77922623703 3324876.319324498, 341490.4174408928 3324868.4640992796, 341502.84113608475 3324860.5257418356, 341461.35737616284 3324524.1237893444, 341466.11503826967 3324519.621230078, 341471.85290698806 3324516.213133019, 341478.6187610742 3324517.2244514143, 341484.43626455264 3324519.3579472927, 341512.9947741553 3324761.7192128664, 341524.64543589577 3324767.0945510953, 341534.3038905348 3324768.0643367115, 341949.4203391656 3324728.8521434707, 341970.6339480593 3324728.5482048136, 342028.52098420507 3324729.93612071, 342040.0602962568 3324727.5537819644, 342060.1985601145 3324719.5056131287, 342068.7816478291 3324712.7314620204, 342098.10242908215 3324672.404155549, 342151.06059818645 3324733.7245842596, 342839.94678581395 3324820.330842939, 342955.8453643593 3324831.982556098, 342989.625392554 3324833.7187297153, 343016.6241650286 3324833.3344414295, 343204.4937288677 3324819.5768545223, 343655.3504360975 3324784.355155571, 343716.3525313384 3325277.896901516, 343724.42735796724 3325303.278768566, 343728.3940858578 3325310.9823000818, 343938.0012881954 3325334.6189020663, 344480.8316801759 3325394.570810834, 345180.16303041705 3325474.5213219905, 345179.55069183407 3325481.25534983)"
vehicles_per_segment_combined_simp.450,450,1.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338778.8562527512 3325772.0007018675, 339038.43241611705 3325809.2252126173, 339036.76875764376 3325820.778547582)"
vehicles_per_segment_combined_simp.451,451,6.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338747.85666694475 3325736.093102744, 338812.4425718108 3325397.7021240816)"
vehicles_per_segment_combined_simp.452,452,25.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338726.4892422359 3325752.1472098236, 338901.4502425398 3324809.5287828958, 338909.82793089823 3324805.7880841284)"
vehicles_per_segment_combined_simp.453,453,98.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338724.8501400816 3325752.1711834283, 338752.27374103747 3325589.698086995)"
vehicles_per_segment_combined_simp.454,454,72.0,"LINESTRING (338725.68921466393 3325766.9449391486, 338778.8562527512 3325772.0007018675, 338895.00926364353 3325788.0400113454, 338975.71848106675 3325800.6072502043, 338972.98493477254 3325814.836773364)"
vehicles_per_segment_combined_simp.455,455,42.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338553.8179523619 3325755.560902097, 338677.2977181614 3325771.3798195175, 338725.68921466393 3325766.9449391486)"
vehicles_per_segment_combined_simp.456,456,0.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338553.8179523619 3325755.560902097, 338908.6906718792 3325800.366885143)"
vehicles_per_segment_combined_simp.457,457,5.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338525.1039547239 3325750.660246639, 338645.9019802471 3325767.7375120195, 338908.67609877174 3325799.3693912583, 339534.58870183735 3325867.8419212014, 339774.1040740945 3325892.0727297617, 339819.5323709046 3325899.172576171, 340501.51185944024 3325977.9704250228, 341359.25596500444 3326075.341828366, 341585.2626538035 3326099.805835508, 341688.5366433771 3326106.0822448437, 341753.2450750659 3326112.9130961187, 342083.5504978324 3326148.084642814, 342432.2350116803 3326187.4374337727, 343330.38282549306 3326281.0571064684, 343474.3190460114 3326298.966194132, 343808.4983464455 3326336.3508086037, 343815.24709848926 3326336.2551924405, 343821.9487458251 3326332.834640818, 343825.7423721058 3326328.346754538, 343827.576382811 3326321.669559279, 343788.26728879206 3325997.425583587, 343754.8453063376 3325748.478730533, 343707.7314975669 3325350.0738278646, 343700.77793453453 3325335.7614267315, 343690.04611307586 3325327.045254761, 343529.75364140805 3325312.690343599, 343526.75097004604 3325304.973197043, 343525.6766935828 3325297.228689803, 343529.4863161241 3325293.8490304193, 343535.2400652561 3325291.5503252903, 343615.4100908295 3325300.3900063764, 343701.349433766 3325308.039959326, 344702.03631666006 3325420.275250556, 345180.16303041705 3325474.5213219905, 345179.55069183407 3325481.25534983)"
vehicles_per_segment_combined_simp.458,458,9.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338525.4964270515 3325764.2898521437, 338738.4557196547 3325785.672541944, 338819.94949913264 3325799.114030029, 339001.31964629644 3325823.5132237286, 339022.8886067747 3325827.8542691683, 339035.1051035265 3325832.3318831283, 339036.76875764376 3325820.778547582)"
vehicles_per_segment_combined_simp.459,459,2.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338491.7554353621 3325778.308515082, 338497.8843006381 3325788.528403834, 338504.68516831595 3325811.708669195, 338503.9210036076 3325838.5471469825, 338432.4002904789 3326466.156680562, 338458.78744766966 3326233.4144059145, 338480.1322148298 3326235.651368278)"
vehicles_per_segment_combined_simp.460,460,10.0,"LINESTRING (338515.2716885492 3325765.0570616145, 338483.90402802976 3325769.000713419, 338525.72203353525 3325779.6956060147, 338722.45535791887 3325799.4310431187, 338787.1044086201 3325808.4627112374, 339378.4537553174 3325874.2169857533, 339783.15999673307 3325917.992252001, 339850.156350313 3325922.7834275695, 341334.03945837356 3326085.459932911, 341361.61345840653 3326088.3887884836)"
vehicles_per_segment_combined_simp.461,461,11.0,"LINESTRING (338953.93116389087 3324563.6185524985, 338984.9225646739 3324436.055270026, 339036.0687266488 3324365.247881573)"
vehicles_per_segment_combined_simp.462,462,14.0,"LINESTRING (338953.93116389087 3324563.6185524985, 338971.57038005284 3324419.95432124, 339093.7258934234 3324271.2877712916, 339230.4747821333 3324097.9109930764, 339249.88855140517 3324079.8911877517, 339267.6606934168 3324074.9763228204, 339308.77794840815 3324076.927084346)"
vehicles_per_segment_combined_simp.463,463,6.0,"LINESTRING (338953.93116389087 3324563.6185524985, 338956.6863695201 3324583.0191610623, 338973.389507218 3324485.111129049, 339113.65185378527 3324486.833730423, 339409.038906852 3324517.449285969, 339373.9871719399 3324832.568534648, 339496.5511794172 3324844.5305071725)"
vehicles_per_segment_combined_simp.464,464,7.0,"LINESTRING (338953.93116389087 3324563.6185524985, 338953.75978284655 3324712.8743782574, 339769.4210783552 3324799.7683698875, 339761.15299673256 3324874.6051921966, 339761.13565051777 3324886.688711694)"
vehicles_per_segment_combined_simp.465,465,6.0,"LINESTRING (339022.3968994323 3321242.640538591, 339042.2973084363 3321233.371206992, 339733.38211944234 3321008.4842207707, 339816.15131621493 3321010.9284874657)"
vehicles_per_segment_combined_simp.466,466,7.0,"LINESTRING (339022.3968994323 3321242.640538591, 338923.04276933026 3321279.1194612337, 339022.529840422 3321253.9458632306, 339088.7400219976 3321235.909283612, 339173.36367288034 3321210.288512958, 339198.3617994196 3321202.718931123)"
vehicles_per_segment_combined_simp.467,467,9.0,"LINESTRING (339022.3968994323 3321242.640538591, 338923.04276933026 3321279.1194612337, 339088.7400219976 3321235.909283612, 339334.5370132467 3321161.050971714, 339338.1747239224 3321152.462196833)"
vehicles_per_segment_combined_simp.468,468,5.0,"LINESTRING (339816.15131621493 3321010.9284874657, 339785.49239950627 3321015.931511352, 339795.3665442 3321031.5297047524, 339837.81109527894 3321130.90538103, 339849.5226930708 3321126.855633185, 339847.8939745389 3321123.184451879)"
vehicles_per_segment_combined_simp.469,469,9.0,"LINESTRING (339816.15131621493 3321010.9284874657, 339818.3414187075 3321019.1132997638, 339924.12754308153 3321028.8868939085, 339966.4050922857 3321043.572245634, 339981.8768621753 3321052.659902533, 339996.0222729078 3321063.429617301, 340034.0806626014 3321099.903896063, 340044.8481785867 3321117.2630290645, 340117.41950927814 3321291.917248873, 340115.6727322497 3321324.5338724894, 340100.0729131846 3321373.203310278, 340064.15402048116 3321464.4027534886, 340058.4350301462 3321502.508825141, 340064.7519818623 3321538.9994725324, 340092.6584952841 3321574.0689320476, 340132.3373399295 3321595.9979960993, 340207.95119673177 3321621.1762236673, 340358.8621691599 3321683.0676516593, 340469.4523114414 3321725.367922571, 340484.58813714667 3321738.008417751, 340491.98015111947 3321755.527541859, 340494.4026781742 3321782.9845243176, 340459.36748819717 3321882.0405504527)"
vehicles_per_segment_combined_simp.470,470,42.0,"LINESTRING (339816.15131621493 3321010.9284874657, 339906.1560192191 3321000.4359269924, 339948.0928351118 3321018.2300926363, 339968.99524101836 3321029.2344321916, 339988.8654612246 3321042.249150478, 340008.58766827604 3321058.3699833853, 340030.8207933819 3321081.3274859376, 340043.4130061987 3321098.1059165453, 340054.97624546464 3321117.116358166, 340029.20373530925 3321080.7223589006)"
vehicles_per_segment_combined_simp.471,471,24.0,"LINESTRING (339816.15131621493 3321010.9284874657, 339924.12754308153 3321028.8868939085, 339966.384216661 3321042.1314340113, 339982.71126867156 3321050.319860792, 339997.837319385 3321062.183920223, 340028.09880943556 3321093.22838363, 340054.141354788 3321139.410281775, 340067.5948381939 3321169.035430294, 340113.484244863 3321286.6531837555, 340112.0655388447 3321315.2742828503, 340104.2709575395 3321349.9738557027, 340059.1253862047 3321470.240037232)"
vehicles_per_segment_combined_simp.472,472,15.0,"LINESTRING (339971.4017636222 3338084.427157789, 340079.3874516651 3338083.3101918115, 340102.7566900946 3338080.641757191, 340153.8490019683 3338083.22338409, 340183.4159250115 3338082.7928845286, 340319.2323953026 3338075.60609582, 340396.0314880705 3338083.91209308)"
vehicles_per_segment_combined_simp.1163,1163,25.0,"LINESTRING (332329.89207281906 3327451.9313138304, 332455.92648023117 3327502.894821069, 332431.53401625785 3327493.620853353)"
vehicles_per_segment_combined_simp.473,473,4.0,"LINESTRING (339971.4017636222 3338084.427157789, 340041.02272752114 3338174.1072805617, 340058.1466917663 3338159.3354094755, 340069.6423571031 3338154.9553267504, 340080.6920110716 3338153.0206218176, 340104.16281088395 3338157.3347305544, 340136.2400247444 3338177.1544644265, 340185.5702192772 3338210.9128498235, 340356.07026649814 3338330.0424585263, 340345.87749991263 3338351.142776442, 340343.9510202459 3338371.01428945, 340344.9117075608 3338384.081500073, 340410.8072345143 3338484.003495182, 340381.2857507162 3338500.72883561, 340398.57195692044 3338516.995221106, 340477.5969450935 3338638.898132396)"
vehicles_per_segment_combined_simp.474,474,12.0,"LINESTRING (339971.4017636222 3338084.427157789, 340023.62642740685 3338071.0414761375, 340018.2431966499 3338058.593016186, 340015.03307728795 3338043.230588841, 340014.4356282919 3338022.065488267, 340020.1005465463 3338007.5714384066, 340026.1513201716 3337999.723226865, 340033.8635995196 3337993.5136719304, 340046.05136983265 3337990.342923423, 340058.75460801687 3337989.492688227, 340071.30559448746 3337991.41612572, 340297.45391405915 3338055.1925689746, 340262.5867170518 3338072.4271698487)"
vehicles_per_segment_combined_simp.475,475,13.0,"LINESTRING (339971.4017636222 3338084.427157789, 340048.8511068082 3338030.4325836003, 340141.6253079069 3338037.6172130564)"
vehicles_per_segment_combined_simp.476,476,20.0,"LINESTRING (339971.4017636222 3338084.427157789, 339993.6200509289 3338127.240210142, 340004.20718636835 3338139.834523791, 340040.3146510691 3338171.7895884323, 340200.1424928196 3338285.5295495833, 340226.9480755386 3338307.1999893296, 340266.8478706739 3338348.301711007, 340322.41804849124 3338413.785950037, 340386.86300505605 3338493.4419900877, 340391.79271504085 3338501.2411826886, 340398.57195692044 3338516.995221106)"
vehicles_per_segment_combined_simp.477,477,0.0,"LINESTRING (340363.8260330093 3327627.80200021, 340405.2109843747 3327652.174988407, 340465.83875692234 3327657.3940993003, 340468.13829261326 3327636.409079099, 340207.3518753996 3327612.0304451305, 340130.8554914526 3327611.856313524)"
