id,Feature_ID,Vehicles_Per_Hour,geometry
vehicles_per_segment_combined_simp.378,378,101.0,"LINESTRING (332919.19250504556 3323740.286228646, 332895.6115820551 3323759.243318801, 332904.6871813021 3323798.0175922005, 332911.62497586035 3323816.6478017876, 332919.9061514669 3323834.81423526, 332958.35048674303 3323902.078227303, 333019.6697221076 3323957.5775991306, 333085.24576789694 3324007.5807663663, 333151.6949300645 3324064.333514277, 333187.8711836416 3324077.422224594, 333222.4649216385 3324094.3041896634, 333236.5986810341 3324104.067902517, 333255.0642982816 3324119.6417124555, 333613.02650142607 3324510.670208046, 333604.37020000396 3324527.1890963814)"
vehicles_per_segment_combined_simp.379,379,52.0,"LINESTRING (332919.19250504556 3323740.286228646, 332938.29486263706 3323647.7374917283, 332955.2422081603 3323505.5807761997, 332956.55770561635 3323433.169621817)"
vehicles_per_segment_combined_simp.380,380,31.0,"LINESTRING (333090.08582167746 3326964.724017742, 333197.2895108836 3326950.762384342, 333265.179362788 3327021.0180545864, 333266.5978304905 3327025.5418506544, 333264.0694109465 3327036.8878074526)"
vehicles_per_segment_combined_simp.381,381,18.0,"LINESTRING (333090.08582167746 3326964.724017742, 333197.2895108836 3326950.762384342, 333150.37669718894 3326954.022231063, 333163.06213664415 3326912.92289642, 333263.3772522097 3326646.893359844, 333286.9122021911 3326570.709296985, 333386.6774589956 3326293.3820089665, 333392.57553123694 3326294.401469676, 333395.76792122715 3326274.0659055496)"
vehicles_per_segment_combined_simp.382,382,77.0,"LINESTRING (333090.08582167746 3326964.724017742, 333149.69679765194 3326953.6999436603, 333258.9412497838 3326946.5037367716)"
vehicles_per_segment_combined_simp.383,383,77.0,"LINESTRING (333090.08582167746 3326964.724017742, 333111.9609565467 3326989.857302933, 333180.72435053147 3327015.8661397374, 333261.58039626945 3327044.463933461, 333378.82872128265 3327088.3650098937)"
vehicles_per_segment_combined_simp.384,384,0.0,"LINESTRING (332920.8679683481 3309146.618656452, 333004.1655128579 3308655.1542866975, 333013.32957816473 3308654.3512205845, 333050.9583655904 3308657.9975356637, 333189.91831643437 3308681.404616429, 333229.83297159907 3308689.340582664, 333237.4335885865 3308687.3417743105)"
vehicles_per_segment_combined_simp.385,385,0.0,"LINESTRING (333264.0694109465 3327036.8878074526, 333517.99241771357 3327134.042544729, 333581.92210031237 3326967.785242376, 333584.1787613464 3326961.4099963866)"
vehicles_per_segment_combined_simp.386,386,15.0,"LINESTRING (333264.0694109465 3327036.8878074526, 333513.0505099436 3327132.454300805, 333522.6752362149 3327137.630179559, 333519.97533240844 3327140.830465146)"
vehicles_per_segment_combined_simp.387,387,8.0,"LINESTRING (333584.1787613464 3326961.4099963866, 333575.9742005415 3326963.4406644627, 333603.528037642 3326987.302914047, 333640.7188531982 3327023.546901607, 333801.26417460473 3327182.6471794723, 333843.2929257853 3327226.468133033, 333857.0734202472 3327238.6766461064, 333924.4169691657 3327285.8854986564, 333947.52531126613 3327296.401518568, 334064.43358769605 3327337.3214889006, 334273.989710066 3327415.538879404, 334367.09485738655 3327451.166090454, 334421.4328209453 3327473.740801561, 334532.3351960548 3327513.0928791245, 334546.5200116063 3327520.19659777, 334545.14470397145 3327479.9753676755, 334656.9961890782 3327376.971336877, 334788.1144619358 3327253.2816756703, 334634.55053127604 3327192.062598162, 334594.4135633298 3327177.6989392648, 334454.4343251935 3327122.264771919, 334328.75718588696 3327075.3751841006, 334358.4515070738 3326991.562737463, 334402.4954714442 3326874.3879169417, 334452.8097975806 3326725.19175008, 334421.16506340454 3326711.366231528, 334356.48080619547 3326687.1730466867, 334227.41421669204 3326646.0999341207, 334080.5967478589 3326604.6302880244, 333940.23355469404 3326575.592410788, 333922.697305795 3326563.7729227464, 333915.06357468886 3326556.34949505, 333907.9465211673 3326544.8164893133, 333935.0989461446 3326503.6111609796, 333885.9076558645 3326558.0193519103)"
vehicles_per_segment_combined_simp.388,388,66.0,"LINESTRING (333584.1787613464 3326961.4099963866, 333589.5089501136 3326972.105077702, 333645.5449222314 3327030.236496093, 333742.11965793255 3327122.89905248, 333849.0761704859 3327232.6999365254, 333898.2832338216 3327272.976213353, 333915.72537575185 3327285.018745933, 333942.84817277116 3327299.576059082, 333911.21305515175 3327294.8423874523)"
vehicles_per_segment_combined_simp.389,389,8.0,"LINESTRING (333584.1787613464 3326961.4099963866, 333592.76689436653 3326938.797990835, 333620.94750034023 3326895.5807405836, 333651.2460129543 3326852.1098952526, 333767.30308947014 3326701.918060086, 333770.3793271549 3326704.4768671175)"
vehicles_per_segment_combined_simp.390,390,23.0,"LINESTRING (333584.1787613464 3326961.4099963866, 333589.5089501136 3326972.105077702, 333604.8180684858 3326938.616050531, 333623.53843166464 3326907.5144708795, 333660.45515405724 3326855.296702084)"
vehicles_per_segment_combined_simp.391,391,225.0,"LINESTRING (334504.24894061673 3328467.791305115, 334553.9096490958 3328410.3962261793, 334584.78891018545 3328373.5706548546, 334605.90449175827 3328343.57990769)"
vehicles_per_segment_combined_simp.392,392,225.0,"LINESTRING (334605.90449175827 3328343.57990769, 334597.95158977783 3328351.2011597794, 334616.11032119114 3328327.6480867406, 334686.21655050246 3328244.781731762, 334717.1714721406 3328200.0844567018, 334695.9929081815 3328113.589492063)"
vehicles_per_segment_combined_simp.393,393,27.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334587.180489867 3332080.679349063, 334599.66286038066 3332115.966837401, 334640.09663553257 3332337.189616748, 334654.2246735427 3332370.8637920036)"
vehicles_per_segment_combined_simp.394,394,1.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334600.5142811803 3332095.666678036, 334583.4702388399 3332039.051818927, 334584.6446510424 3332033.823746369, 334589.3595524862 3332026.8795433654, 334602.5092676869 3332010.385442276, 334630.81275140116 3331982.466724843, 334642.06219294434 3331974.2048701, 334674.1578918986 3331961.306215523, 334822.7766104772 3331915.7277560537, 334958.44022451225 3331867.4633569415, 335173.4393720494 3331793.9553824672, 335244.92851355183 3331772.5973679917, 335401.90268605587 3331718.2548861946, 335524.6806245027 3331678.1724059265, 335674.33136763703 3331630.262420519, 336055.56228600966 3331501.743860163, 336137.7797132755 3331482.1166272373, 336135.2493713196 3331480.4914253396, 336131.3837083153 3331473.3431664575, 336134.4433873457 3331465.2049049586, 336142.74559243186 3331453.1085171825, 336174.4022347559 3331461.018092979)"
vehicles_per_segment_combined_simp.395,395,103.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334725.65427075047 3331937.3627989786, 334955.2235109502 3331858.642840237, 335142.65194210317 3331804.1722843344)"
vehicles_per_segment_combined_simp.396,396,6.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334600.5142811803 3332095.666678036, 334607.8862555901 3332098.7707826076, 334614.93275409355 3332105.8707402907, 334619.6915076277 3332114.667991306, 334652.3801977201 3332192.554554028, 334664.3607053876 3332232.949198408, 334671.72907290695 3332274.3000469897, 334673.8747784989 3332295.2203141963, 334678.7680037989 3332389.931967148, 334670.3039787739 3332410.346536128, 334664.9213473204 3332417.7441909625, 334657.7842347516 3332423.8379018614, 334649.36111714237 3332427.7337508705, 334640.230155906 3332429.423049308, 334631.05587463186 3332428.230648914, 334587.7292054058 3332412.031378528, 334553.4763880359 3332430.0845524063)"
vehicles_per_segment_combined_simp.397,397,113.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334641.8986367886 3332162.114776818, 334644.84810428764 3332172.3804108356, 334665.3488132812 3332221.7375015058, 334671.3226332058 3332247.2563483454, 334679.5423129516 3332306.775424423, 334681.5248360142 3332361.73212608, 334674.95801132184 3332463.48933514, 334653.39043812535 3332477.781861018)"
vehicles_per_segment_combined_simp.398,398,103.0,"LINESTRING (334593.45632683975 3332014.5945387436, 334673.0203200488 3331930.504281964, 334865.9755946945 3331865.52499761)"
vehicles_per_segment_combined_simp.399,399,14.0,"LINESTRING (334695.9929081815 3328113.589492063, 334746.80733886326 3328234.5605148445, 334781.3310275737 3328267.0787324016, 334835.39476387296 3328329.568617124, 334901.0003105396 3328415.942177208, 334999.2707762012 3328526.7700368217)"
vehicles_per_segment_combined_simp.400,400,2.0,"LINESTRING (334695.9929081815 3328113.589492063, 334639.5393545084 3328064.2274317876, 334668.9580633858 3328097.043681763, 334680.5259233657 3328096.8700940325, 334690.1159156084 3328093.400420019, 334709.8113962329 3328120.8197073312, 334716.64243778493 3328126.2601819565, 334731.20197961666 3328132.6933133425, 334747.58972394664 3328132.4474912025, 334755.2517315948 3328129.006792209, 334791.4842836424 3328101.8572133714, 334834.3486304389 3328066.848206763, 334936.4162548398 3327993.260178846, 335161.41551009024 3327822.4947072305, 335203.31808430795 3327787.501671574, 335272.0145415455 3327738.8051589583, 335332.9994253216 3327690.2243535533, 335363.2850682995 3327652.07984189, 335353.4413608407 3327624.797151953)"
vehicles_per_segment_combined_simp.401,401,1.0,"LINESTRING (334695.9929081815 3328113.589492063, 334791.4178032385 3328097.4238454113, 334734.8254865444 3328181.416989853, 334733.0471637148 3328191.420992058, 334735.1413870088 3328202.4754933766, 334739.1303105847 3328211.2843893585, 334758.64260940556 3328226.5119886934, 334790.96909027564 3328260.393502031, 334837.1232963947 3328316.239606225, 334906.5284377065 3328379.497542227, 335151.6159142992 3328649.6489169872, 335186.9644515699 3328692.3549564276, 335224.1576793544 3328729.4905512063, 335336.94833751407 3328857.5087437565, 335637.9163316133 3329191.1325900345, 335743.75209091837 3329305.95521865, 335744.73250069184 3329307.0491827587, 335753.4404657121 3329309.136477324, 335773.71496025077 3329311.0512820627, 335783.33721004275 3329309.7992034415, 335807.120177586 3329288.38142288, 335903.38200838154 3329213.779901486, 335922.445054609 3329199.084246172, 335945.38021442224 3329185.4395310804, 335945.1593688666 3329183.5582246366)"
vehicles_per_segment_combined_simp.402,402,175.0,"LINESTRING (334695.9929081815 3328113.589492063, 334632.24576198554 3328027.9750836883, 334616.85150764254 3328010.9121174477, 334822.79673470114 3327823.685715838, 334907.8762348256 3327916.0864749122, 334924.2263518865 3327954.6898232587)"
vehicles_per_segment_combined_simp.403,403,157.0,"LINESTRING (334695.9929081815 3328113.589492063, 334791.64553387964 3328260.494216994, 334837.4158103026 3328316.4569389718, 334906.7212302451 3328379.494652934, 334891.7606805757 3328381.658904125)"
vehicles_per_segment_combined_simp.404,404,7.0,"LINESTRING (334695.9929081815 3328113.589492063, 334613.31789932295 3328006.752510243, 334820.0277167627 3327819.0711463587)"
vehicles_per_segment_combined_simp.405,405,236.0,"LINESTRING (334695.9929081815 3328113.589492063, 334810.1773708416 3328081.733137053, 334894.31930825906 3328015.175881043, 335158.75630491925 3327818.7652891926, 335199.94594948064 3327781.233154024, 335166.5473990339 3327792.7997745187)"
vehicles_per_segment_combined_simp.406,406,103.0,"LINESTRING (334695.9929081815 3328113.589492063, 334791.64553387964 3328260.494216994, 334844.01898270997 3328319.572857712, 334889.2071520989 3328362.463121402, 334959.4541874742 3328436.905507373, 335328.6092032855 3328847.877832595, 335313.3651800606 3328847.1634523543)"
vehicles_per_segment_combined_simp.439,439,0.0,"LINESTRING (337380.8860748933 3328585.5825686674, 337379.79227597953 3328586.596435538, 337395.801775891 3328586.9143833946, 337409.1350312872 3328582.28326321, 337431.2495810809 3328558.5659036553, 337538.17349680664 3328388.5957827945, 337641.04233379243 3328231.102729092, 337747.7802121189 3328054.59725478, 337865.97869203694 3327870.3861129177, 337958.7239066252 3327712.269666169, 338005.6957563717 3327549.2841512626, 338019.8300410896 3327494.091247493, 338036.6248238967 3327396.8444372932, 338096.4976685642 3327402.948625314, 338158.1695399544 3327406.809572959, 338118.145991901 3327394.8151710853)"
vehicles_per_segment_combined_simp.407,407,0.0,"LINESTRING (334654.2246735427 3332370.8637920036, 334678.7680037989 3332389.931967148, 334678.43046385783 3332425.1904832926, 334677.38701580546 3332464.78314671, 334676.2041723114 3332507.925424907, 334681.5763802583 3332531.9012808036, 334692.15033100994 3332555.688102036, 334713.17770683824 3332582.4219204285, 334731.317073939 3332596.561140406, 334753.15757381916 3332600.445675061, 334786.72559156653 3332602.2694763974, 334871.1114007038 3332599.3393955254, 334919.1199676712 3332600.059938906, 335058.80278155557 3332608.2743691453, 335691.06347543653 3332621.426658533, 335779.2549460926 3332621.661610218, 335786.7312173981 3332618.889367694, 335792.72074360366 3332613.367844812, 335796.4741660233 3332606.549396435, 335801.1494244725 3332603.375543309, 335806.71838821797 3332601.962099185, 335812.41680112586 3332602.763910376, 335839.4560180184 3332619.210925959, 336122.94614574395 3332621.635086632, 336206.7593697724 3332625.5970406495, 336441.5506468577 3332632.745611653, 336465.25238903903 3332638.7121428302, 336523.31945917616 3332667.7808336983, 336733.2866005285 3332781.7289068536, 336743.85203012906 3332785.7847048366, 336749.35424767045 3332786.3681861744, 336792.0784904329 3332775.3133961265, 336807.6471089037 3332777.9547313163)"
vehicles_per_segment_combined_simp.408,408,27.0,"LINESTRING (334654.2246735427 3332370.8637920036, 334643.81025971426 3332385.46870859, 334641.4881215693 3332436.166593234, 334634.75259449176 3332468.971524132, 334609.7171147537 3332541.0743050044, 334605.66423548624 3332559.9814371294, 334603.74628348515 3332579.8542088363, 334604.10293977096 3332603.5728770276, 334607.57309122477 3332629.2402078197, 334613.7759777176 3332650.764630254, 334621.3825624687 3332669.4964505658, 334666.4850903008 3332746.198629445, 334683.5801204187 3332780.6408293406, 334698.28110469005 3332816.1167718144, 334714.84660392173 3332866.641660687, 334737.5076837101 3332970.0660208277, 334748.2379477101 3333010.701240456, 334829.4508161728 3333277.9839347624)"
vehicles_per_segment_combined_simp.409,409,12.0,"LINESTRING (336807.6471089037 3332777.9547313163, 336876.2708880141 3332765.971700584, 337039.8163695966 3332700.357951487, 337236.8548952399 3332624.938969135, 337371.05330694345 3332575.395725006, 337624.11851659184 3332508.2461070493, 337701.920268484 3332464.084929035, 337730.76852404466 3332433.487077101)"
vehicles_per_segment_combined_simp.410,410,13.0,"LINESTRING (336807.6471089037 3332777.9547313163, 336829.04736743297 3332746.6067753374, 336855.06775880186 3332752.983155821, 336875.0919752453 3332751.466705183, 337099.75276236737 3332660.558759882, 337341.53610039153 3332567.1852389965, 337376.6460521165 3332556.0236912076, 337483.57699580904 3332526.5069858544, 337606.7751568366 3332495.5317399935, 337635.881839527 3332482.464233345, 337687.5918882481 3332453.2105398043, 337781.2935017539 3332395.7341129994, 338147.3531511681 3332186.4743732484, 338143.3470283529 3332176.2235410404, 338143.1806965332 3332164.918494277, 338146.68427303387 3332154.113741867, 338153.6878719537 3332145.3637960767, 338163.34054303996 3332139.7897597984, 338176.3168158342 3332137.3817173936, 338189.27987263526 3332140.627630361, 338200.9398673648 3332133.9155260036, 338340.79660317 3331950.6072017634, 338479.898215921 3331774.628655767, 338516.24043205264 3331755.2494238685, 338527.1401970958 3331751.8635008526)"
vehicles_per_segment_combined_simp.411,411,2.0,"LINESTRING (336807.6471089037 3332777.9547313163, 336876.2708880141 3332765.971700584, 337079.30063016515 3332685.250553953, 337164.6926213567 3332652.723936274, 337205.5053175052 3332642.6968327058, 337252.3164826359 3332627.7033580565, 337306.89963076304 3332603.8373192255, 337385.6034497415 3332575.180605054, 337422.59961541434 3332632.9451684, 337457.3194227121 3332706.2636366347, 337499.68201282027 3332820.708546531, 337504.6622046299 3332838.1505714683)"
vehicles_per_segment_combined_simp.412,412,132.0,"LINESTRING (336807.6471089037 3332777.9547313163, 336772.4316088109 3332854.2037728, 336805.273868304 3332800.7259506453, 336819.00716480496 3332784.447677509, 336834.7820881215 3332769.3585814186, 336863.73661946075 3332752.6328546954, 336897.54361870873 3332738.1632808377, 337136.9394164742 3332646.483337963, 337150.81287166267 3332639.626414977, 337160.5769480935 3332628.6177277556, 337242.72128777124 3332598.024430996, 337272.89999536687 3332603.1951062283)"
vehicles_per_segment_combined_simp.413,413,12.0,"LINESTRING (336807.6471089037 3332777.9547313163, 336874.2438382092 3332830.7432079404, 336888.0516203481 3332858.4747967785, 336896.31342387735 3332889.1709711165)"
vehicles_per_segment_combined_simp.414,414,0.0,"LINESTRING (334999.2707762012 3328526.7700368217, 335319.8314513846 3328873.395764764, 335354.7582932337 3328913.780542297, 335596.94859596365 3329178.662752126, 335680.09546033957 3329271.873503876, 335690.3756891609 3329284.5431498224)"
vehicles_per_segment_combined_simp.415,415,1.0,"LINESTRING (334999.2707762012 3328526.7700368217, 334654.6157302209 3328856.644882982, 334650.47097933234 3328863.1369458293, 334649.47389411565 3328867.364569078, 334650.632376962 3328873.8878778894, 334666.36112699844 3328887.6200366574, 334743.0213317405 3328926.9331870116, 334826.46659579 3328975.1246807254, 334892.20848304755 3329019.3694988266, 334926.4668798896 3329047.2359264293, 335272.59320675523 3329357.1148084076, 335354.81181867793 3329433.2648145272, 335476.76519557193 3329542.744464761, 335481.77360701916 3329548.8777354057, 335488.2506368909 3329562.97091023, 335489.73381704604 3329578.3581440644, 335485.6216730188 3329593.4963972983, 335467.76089399215 3329617.5979382787, 335433.40872912516 3329634.8509995616, 335315.80464970117 3329665.8860525596)"
vehicles_per_segment_combined_simp.416,416,2.0,"LINESTRING (334999.2707762012 3328526.7700368217, 335096.80480647716 3328633.618771981, 335107.03749960655 3328634.4633177537, 335114.6826530545 3328629.9145139554, 335118.430575388 3328622.652576215, 335118.8246170741 3328616.771150476, 335117.5150862705 3328613.021546047, 334906.7212302451 3328379.494652934, 334891.7606805757 3328381.658904125)"
vehicles_per_segment_combined_simp.417,417,11.0,"LINESTRING (334999.2707762012 3328526.7700368217, 335099.83947801887 3328636.6773940106, 335204.6624156044 3328747.519646514, 335629.59203226375 3329214.7588948314, 335680.09546033957 3329271.873503876, 335709.6203912479 3329312.2290217667, 335754.1755738449 3329364.8874619305, 335814.9112174701 3329422.958597493, 335896.53443927434 3329491.804602513, 335930.076048068 3329517.134861602, 336000.3682230224 3329563.202663497, 336021.5684159677 3329575.5248179063, 336043.7010567791 3329585.72681278, 336067.0635607939 3329594.3585193767, 336112.0393813449 3329604.220584824, 336987.6989452656 3329649.977074597, 337007.150947232 3329655.0103005655, 337017.05760936445 3329659.963128905, 337034.13317924936 3329673.789361684, 337002.88012925873 3329644.5863496596)"
vehicles_per_segment_combined_simp.418,418,0.0,"LINESTRING (335690.3756891609 3329284.5431498224, 335709.6203912479 3329312.2290217667, 335720.1395800936 3329338.789055862, 335723.86911294237 3329356.13824567, 335724.8303509423 3329368.8726644, 335715.0443760869 3329404.3826019713, 335715.87782087846 3329415.0126108676, 335718.16251197853 3329419.5237364084, 335746.2029679399 3329437.951439807, 336253.1017936554 3329741.6928013987, 336338.37585670175 3329797.073637206, 336496.491335875 3329908.2434896827, 336537.9902407569 3329943.7671176423, 336701.1663526468 3330097.4341364545, 337221.1420532273 3330591.920547275, 337309.5595595369 3330665.109945623)"
vehicles_per_segment_combined_simp.419,419,32.0,"LINESTRING (335690.3756891609 3329284.5431498224, 335681.4101655111 3329269.525852678, 335715.3552207465 3329315.358371109, 335716.2217344584 3329328.2050610185, 335721.32666550716 3329353.737280461, 335730.3685722104 3329378.2130435724, 335736.516519523 3329389.6506464947, 335751.2969463578 3329411.047638792, 335777.8111843903 3329437.036579574, 335961.18453171 3329560.349704374, 335971.6966799889 3329533.163551863)"
vehicles_per_segment_combined_simp.420,420,107.0,"LINESTRING (335690.3756891609 3329284.5431498224, 335681.4101655111 3329269.525852678, 335751.9206441962 3329362.371343092, 335776.6261688891 3329346.778654263)"
vehicles_per_segment_combined_simp.421,421,0.0,"LINESTRING (335971.6966799889 3329533.163551863, 335976.8869666345 3329527.1907753088, 335994.9411932317 3329541.887776621, 336034.8587061688 3329568.1210992727, 336056.1337805757 3329579.0010405057, 336075.91683361324 3329586.799191442, 336090.678884552 3329600.5476211137, 336097.56772330997 3329609.9789163047, 336114.3768942654 3329625.24892322, 336267.88794486667 3329718.1926307334, 336456.56271316716 3329835.669970242, 336447.66495749203 3329840.236475267, 336443.90348888346 3329846.6112805814, 336444.0384965292 3329855.6996651874, 336448.68537942285 3329863.5015842556, 336519.5389310934 3329915.217898535, 337188.0321831701 3330549.729873499, 337197.611488179 3330558.6785513796, 337223.59800584946 3330575.4772333573, 337261.54489608016 3330592.764283479, 337291.21644883696 3330611.060645853, 337320.87015244947 3330634.6785316598, 337351.26059129974 3330662.498208211, 337392.35037818586 3330696.811369527, 337497.7660847421 3330798.463265003, 338135.4424052094 3331376.8339281077, 338313.9737669667 3331542.0476231775, 338310.36521882477 3331544.0960850297)"
vehicles_per_segment_combined_simp.422,422,154.0,"LINESTRING (335971.6966799889 3329533.163551863, 336131.61967830657 3329611.3566973684, 336311.839826946 3329620.3162693335, 336316.44405939395 3329612.266016361, 336323.3846037815 3329605.733055534, 336405.96917845146 3329609.826982633, 336408.1787338549 3329596.3248599158)"
vehicles_per_segment_combined_simp.423,423,73.0,"LINESTRING (335971.6966799889 3329533.163551863, 336105.3296407658 3329567.9588404093, 336139.48470549996 3329569.778552818, 336514.86883862456 3329587.700794796)"
vehicles_per_segment_combined_simp.424,424,115.0,"LINESTRING (335971.6966799889 3329533.163551863, 336131.61967830657 3329611.3566973684, 336129.08089619403 3329622.147760795, 336130.88273556053 3329633.0959435017, 336133.368229849 3329638.1584481844, 336141.0033464377 3329645.9157828866, 336256.5170649495 3329712.0427894215, 336254.58781372383 3329724.931066829)"
vehicles_per_segment_combined_simp.425,425,1.0,"LINESTRING (338310.36521882477 3331544.0960850297, 338293.6595549382 3331550.2170323096, 337892.1744249151 3331188.409285974, 337896.48339059926 3331179.920622445, 337900.001757865 3331176.6539215106, 337909.0181511027 3331173.6388132214, 337959.6432353689 3331214.2432070933, 338106.09151220985 3331347.3341327547, 338133.6789608938 3331355.24262389, 338162.1615937139 3331358.4819953246, 338313.5366425408 3331302.3799934797, 338348.5095681652 3331288.119860341, 338366.8594798999 3331277.4297148134, 338392.02108261274 3331257.992681546, 338397.98529505206 3331244.0479093143, 338415.9127700798 3331224.2737439713, 338435.75831694074 3331197.2657174286, 338455.1094752599 3331162.8375422447, 338472.8264938261 3331115.5739339683, 338485.30631507916 3331105.5244587385, 338488.71018906194 3331081.307588019, 338489.6035449411 3331056.7949911086, 338480.9390483342 3331044.395264931, 338441.62926183455 3330993.109832241)"
vehicles_per_segment_combined_simp.426,426,4.0,"LINESTRING (338310.36521882477 3331544.0960850297, 338293.6595549382 3331550.2170323096, 338467.60451739246 3331711.952921987, 338489.0161011889 3331732.5906653837, 338492.97484498384 3331739.6274350244, 338496.49693175097 3331756.315218722, 338527.1401970958 3331751.8635008526)"
vehicles_per_segment_combined_simp.427,427,29.0,"LINESTRING (338310.36521882477 3331544.0960850297, 338323.28173695924 3331552.3314662874, 338460.13535058894 3331682.463622122, 338590.6915710619 3331804.0428157696)"
vehicles_per_segment_combined_simp.428,428,49.0,"LINESTRING (338310.36521882477 3331544.0960850297, 338293.6595549382 3331550.2170323096, 338311.3810683581 3331555.8320617103, 338321.41599566245 3331563.1120659006, 338735.09487732395 3331949.919916165, 338739.90279162186 3331955.7248844095, 338746.7533089432 3331969.3707908234, 338754.33567115385 3331960.612780981)"
vehicles_per_segment_combined_simp.429,429,0.0,"LINESTRING (336050.7113875621 3318763.6902017235, 336235.2574067527 3318700.98126271, 336276.9062774651 3318678.7473009923, 336304.42714977113 3318666.9215121167, 336365.8876503324 3318646.611696633)"
vehicles_per_segment_combined_simp.430,430,0.0,"LINESTRING (336679.5051472881 3328279.127183799, 337047.4054211414 3328420.565766519, 337140.72899919195 3328459.2053292515, 337215.09799718036 3328494.02399774, 337247.93638524174 3328510.943433752, 337232.40838460845 3328500.8076697933)"
vehicles_per_segment_combined_simp.431,431,56.0,"LINESTRING (337232.40838460845 3328500.8076697933, 337216.8803548229 3328490.671926593, 337250.3935090774 3328507.5813988647, 337381.9798740099 3328584.5687019136, 337380.8860748933 3328585.5825686674)"
vehicles_per_segment_combined_simp.432,432,0.0,"LINESTRING (336643.3186084088 3318632.753346536, 336892.54807351134 3318545.3768622363, 336920.280689694 3318567.4715739195, 336920.276657693 3318550.843185851)"
vehicles_per_segment_combined_simp.433,433,65.0,"LINESTRING (336920.276657693 3318550.843185851, 336920.2726275349 3318534.214798154, 337118.6827778957 3318455.685907632, 337110.563860017 3318441.72678811)"
vehicles_per_segment_combined_simp.434,434,8.0,"LINESTRING (336920.276657693 3318550.843185851, 336920.2726275349 3318534.214798154, 336923.4254062986 3318545.143066808, 336943.05346291664 3318580.438428565, 336950.51341362356 3318608.59676048, 336958.96743662166 3318658.3574157604, 336971.7512532064 3318658.8340229443)"
vehicles_per_segment_combined_simp.435,435,3.0,"LINESTRING (337110.563860017 3318441.72678811, 337118.7333963119 3318459.121703571, 337176.7218496846 3318419.1353115635, 337194.29653282044 3318413.3336928715, 337393.04302112455 3318324.6062712353, 337351.98119511496 3318322.6827325304)"
vehicles_per_segment_combined_simp.436,436,87.0,"LINESTRING (337110.563860017 3318441.72678811, 337094.2753405029 3318410.3727690554, 337456.9594801108 3318254.492310349, 337513.3648450879 3318220.8942308244)"
vehicles_per_segment_combined_simp.437,437,71.0,"LINESTRING (337110.563860017 3318441.72678811, 337118.7333963119 3318459.121703571, 337198.34188394056 3318425.911722264, 337187.53187039663 3318422.523511769)"
vehicles_per_segment_combined_simp.438,438,92.0,"LINESTRING (337351.98119511496 3318322.6827325304, 337383.7564901525 3318316.5395091707, 337444.53544906114 3318295.5808127937, 337462.51104607765 3318290.771450001, 337513.3648450879 3318220.8942308244)"
vehicles_per_segment_combined_simp.440,440,56.0,"LINESTRING (337380.8860748933 3328585.5825686674, 337381.9798740099 3328584.5687019136, 337451.3921023563 3328629.882670794, 337439.0564100197 3328640.0419019083)"
vehicles_per_segment_combined_simp.441,441,62.0,"LINESTRING (337439.0564100197 3328640.0419019083, 337426.72074029583 3328650.2011479726, 337449.92885675275 3328667.9284298383, 337589.4814898081 3328775.3971581534, 337628.3592376382 3328786.7965805233)"
vehicles_per_segment_combined_simp.442,442,6.0,"LINESTRING (337439.0564100197 3328640.0419019083, 337451.3921023563 3328629.882670794, 337443.79798341915 3328611.8140890063, 337442.1150259479 3328602.3051697924, 337446.02267097216 3328579.632548406, 337495.0990747234 3328494.767523492, 337610.7657362926 3328597.267847787, 337665.22289818653 3328641.916729584, 337852.71674671286 3328810.09722322, 337806.9432313169 3328857.4421583842, 337798.7526454963 3328886.0897246148)"
vehicles_per_segment_combined_simp.443,443,0.0,"LINESTRING (337628.3592376382 3328786.7965805233, 337660.7443605996 3328795.963819429, 337753.22055830277 3328882.1786216153, 337766.3165708266 3328887.6394443437, 337780.4794750089 3328886.9874072685, 337787.08799297386 3328884.007781723, 337817.1574085464 3328857.070035074, 337862.67931824265 3328812.278569182, 337946.2776046875 3328721.1429549986, 338207.6804214824 3328427.630378038, 338273.53563629393 3328349.063372798, 338313.1403197899 3328308.1300407685, 338346.0219814925 3328268.958376722, 338386.2297703731 3328209.9468027633, 338425.65643848805 3328137.089740155, 338443.02556184353 3328098.5893695396, 338458.39698199334 3328055.351478461, 338464.1645333646 3328034.425809866, 338477.2111797598 3327970.7135153194, 338489.95851858635 3327893.1485267244, 338499.8140817401 3327815.625957883, 338530.1198948676 3327514.981490811, 338532.15863997664 3327483.024857352, 338531.07281129376 3327474.7265077154, 338524.3880777218 3327459.41536446, 338512.83549680293 3327447.5012627617, 338505.54354805866 3327443.3955652122, 338348.6186498367 3327427.2941720774, 338344.32487838075 3327423.80973801, 338341.84325675265 3327418.968438741, 338341.4727521501 3327413.4310288047, 338343.4240591995 3327408.4138433016, 338347.2200408052 3327404.2564534997, 338359.31160345336 3327400.3099528635, 338504.22705249384 3327419.3589308327, 338536.28580577334 3327428.552543)"
