id,Feature_ID,Passengers_Per_Hour,geometry
passenger_flow_mpp.3950,3950,130.0,"LINESTRING (364080.4194072946 3339434.9907685257, 364118.31281301356 3339439.175761823, 364128.28958598734 3339443.818531115, 364150.13571827835 3339458.1795243425, 364170.59073642787 3339484.639870149, 364177.783068432 3339497.741363893, 364181.678259896 3339508.999316617, 364186.2167791001 3339533.3289990188, 364186.8422777634 3339544.9599653357, 364185.65614327556 3339558.05434212, 364178.63178560743 3339586.2870308235)"
passenger_flow_mpp.3951,3951,130.0,"LINESTRING (364285.94304449204 3339563.374191428, 364287.8010486445 3339555.460165336, 364300.551685692 3339472.9447620576, 364317.0357059409 3339391.1635688725, 364417.87961713463 3338890.8897401863, 364484.7485289882 3338675.025249436, 364527.14026648446 3338457.8008021745, 364660.6999595057 3337737.1054466926, 364678.4819793975 3337734.11513268, 364695.8453227808 3337736.228846633, 364997.2166192909 3337790.3792424332, 365028.6159477443 3337798.1956128925, 365043.89994251664 3337803.549915074, 365073.25272673136 3337817.266309025, 365097.3169594114 3337831.712831881, 365121.51283427863 3337849.0397344446, 365142.38434082863 3337870.1762260725, 365345.76295913407 3338165.074181943, 365353.84578606987 3338180.16066361, 365366.3737549939 3338212.1517669037, 365370.8148278981 3338228.7239026027, 365375.8545010353 3338262.691215882, 365375.54564458656 3338276.7722006347, 365379.56478755386 3338290.3567248327, 365384.9821828527 3338300.1554026715, 365392.5045412421 3338308.8198265173, 365401.3519593575 3338315.583656272, 365411.52307996014 3338320.3360677715, 365422.4387581587 3338322.9733219193, 365442.07544944016 3338322.067501256, 365453.67862921825 3338317.9348712573, 365464.09635088046 3338311.3782161023, 365472.6572474708 3338302.6274495344, 365479.0778579428 3338292.1294175424, 365483.97114837053 3338274.8886233172, 365498.24321394315 3338244.896682249, 365516.7132577867 3338219.5087763728, 365527.2748291123 3338208.960042516, 365630.9427007868 3338133.0924956063, 365644.22797830927 3338116.8575032935, 365652.0377530691 3338101.7979846206, 365657.52142365836 3338085.547658848, 365712.26074138517 3337804.7754321964, 365743.2510266397 3337676.815162545, 365817.3902426605 3337272.7701120246, 365846.8379556602 3337112.9062417718, 365859.7446799614 3337112.859406084, 365942.38114111096 3337127.922532651, 365959.2010658472 3337132.8160002213, 365975.10388289014 3337141.4893691023, 366108.82228309056 3337253.916034873, 366126.5492362993 3337262.1239922745, 366361.73927805026 3337307.364978093, 366385.06656798354 3337316.724454782, 366397.90773452783 3337319.228436042, 366423.7233361224 3337319.357711618, 367338.43053691107 3337506.454909156, 367373.45612205076 3337511.5738875526, 367481.6531578462 3337506.166193363, 367509.3768837382 3337512.8146978985, 367521.4149711635 3337512.6694311956, 367533.98675930046 3337508.85992268, 369027.4252144637 3337785.228417808, 369062.92000383267 3337797.5518496633, 369065.98599057295 3337804.276655026, 369074.5649567562 3337812.9308685255, 369086.17136917054 3337817.0044535175, 369098.2921474143 3337815.751491448, 369109.7597973278 3337808.188325577, 369131.6663579016 3337803.7151450417, 369162.62937728816 3337807.5580702964, 369683.7057746082 3337905.8839069465, 369709.81742336205 3337914.8846747214, 369714.73899248947 3337923.8044563197, 369718.53679896635 3337927.306323115, 369727.9292295312 3337931.517688435, 369733.03972317046 3337932.0112499613, 369743.1262708991 3337929.785560063, 369749.6247235606 3337925.496457755, 369788.3427334259 3337925.4804817825, 370293.536237788 3338017.4834961663, 370304.3001111278 3338023.674285127, 370307.6332134364 3338028.6227778713, 370309.5224217539 3338041.7906136434, 370273.3923977208 3338081.455506159, 370267.441470284 3338099.482191921, 370271.8679095134 3338107.299635542, 370278.2380261071 3338108.4436087552, 370333.0166568421 3338057.585091046, 370352.1023684464 3338042.6177099855, 370411.62572919624 3338002.0118503305, 370461.88725639315 3337951.8724132157, 370681.52906441584 3337637.042314485, 370701.9855569141 3337599.3369719572, 370720.53935113596 3337555.446963728, 370728.0815388924 3337533.4115593284, 370739.24625837605 3337491.825430193, 370784.8337392375 3337265.17248759, 370815.43430973095 3337090.791595819, 370974.3918573898 3336240.544641334, 370990.73795022146 3336156.0026033414, 371016.3398688765 3336039.318870848, 371019.2242204855 3336014.234935733, 371121.74258454307 3335457.829544492, 371277.24936253694 3334637.3369127507, 371282.43896893796 3334611.561097831, 371291.5326745424 3334581.8601432047, 371297.5585882013 3334578.1318342956, 371304.21468771796 3334570.6275677606, 371308.8663474005 3334556.4963380056, 371307.7875581166 3334546.644153347, 371303.6340059374 3334537.493016703, 371293.4077828124 3334528.0804722765, 371284.6978742835 3334524.746413806, 371275.34740008926 3334524.301721208, 371266.3183665326 3334526.6242877506, 371259.5243922364 3334530.583290766, 371246.4521170418 3334533.1749173077, 371230.94693524705 3334533.689091327, 371184.16339504573 3334528.8061259277, 370461.6555843739 3334395.4215356493, 370442.14052498055 3334390.8853871096, 370397.0515668991 3334374.569124345, 370396.61670764134 3334373.967951509)"
passenger_flow_mpp.3952,3952,131.0,"LINESTRING (327307.89842258533 3335746.8589929375, 327379.4441047195 3335817.3534151255, 327481.5996064561 3335910.4274406848)"
passenger_flow_mpp.3953,3953,131.0,"LINESTRING (329769.96768238756 3325682.355207515, 329779.24056882306 3325708.2645815164)"
passenger_flow_mpp.3954,3954,131.0,"LINESTRING (331769.9605835483 3330906.0288709537, 331906.33828434953 3330891.7504194872)"
passenger_flow_mpp.3955,3955,131.0,"LINESTRING (331925.99549295526 3330891.22849638, 331933.93043752905 3330893.21369041, 331948.91948733816 3330902.629747946, 331945.8285113439 3331003.167174999)"
passenger_flow_mpp.3956,3956,131.0,"LINESTRING (332585.7397334609 3330941.81432028, 332597.0141702249 3330973.23818709)"
passenger_flow_mpp.3957,3957,131.0,"LINESTRING (336524.22482318606 3333227.9372357675, 336526.21113529324 3333218.9281359175, 336525.5959112658 3333209.957709933, 336500.37368188857 3333108.12076301, 336502.2521147799 3333098.337252073, 336505.0817770686 3333094.193403978, 336512.3355049599 3333089.429492331, 336620.7120386242 3333066.8665604624, 336634.75267416774 3333058.3435670384, 336697.1569786401 3332964.2953631757)"
passenger_flow_mpp.3958,3958,131.0,"LINESTRING (350372.662902456 3328729.0004747654, 350447.2816531998 3328735.0482052537)"
passenger_flow_mpp.3959,3959,132.0,"LINESTRING (312164.2824043161 3325546.7756143687, 312257.29247113864 3325603.2605349226)"
passenger_flow_mpp.3960,3960,132.0,"LINESTRING (312179.43531436153 3325699.9305966217, 312178.8748778775 3325712.61517046, 312184.18557918194 3325729.9318175795, 312191.2264753642 3325741.2318444867, 312198.49435066996 3325748.8691928787, 312207.5735987439 3325755.256092608, 312222.3515666149 3325762.1003234773, 312346.4060339028 3325808.107508809, 312359.66196836473 3325810.5428893385, 312384.5784119551 3325806.6818654793, 312399.4779026683 3325798.002019653, 312407.1792292532 3325791.4403631254, 312414.2360007612 3325781.009119148, 312422.8474977879 3325759.90761851, 312423.2243290765 3325748.0377891106, 312420.5477635891 3325732.450214182, 312414.04985666135 3325719.0342316045, 312400.86250006873 3325703.6254617097, 312363.89200487046 3325667.998955738)"
passenger_flow_mpp.3961,3961,132.0,"LINESTRING (320504.57883770554 3318999.646179978, 320491.62153232086 3319003.929825375, 320117.34193401365 3319127.672671351, 320112.7991245862 3319133.179076811, 320107.80368945794 3319146.4535318697, 320109.09589326056 3319160.623461727, 320112.0986095825 3319167.2266066475, 320122.0165361108 3319177.7084228126, 320277.8859851578 3319237.590973434, 320402.7825237799 3319280.1293046037, 320479.9769733296 3319309.141860162, 320552.46071382175 3319333.3532777135, 320592.9337956973 3319341.5655782563, 321036.9027094837 3319415.5221821996)"
passenger_flow_mpp.3962,3962,132.0,"LINESTRING (321152.7817307387 3319455.775627923, 321322.9409279181 3319546.5944564566, 321578.5419939527 3319669.739250341, 321712.5022380821 3319724.451533735, 321852.81960845354 3319778.5085460446, 322074.18026517896 3319867.5151811857, 322180.19543470733 3319907.0507593555, 322247.5327685501 3319929.8035014733, 322314.0567763741 3319956.006547098, 323201.6170191088 3320321.1505229794, 323373.0975729717 3320394.0177786513, 323714.03192129673 3320534.138089081, 324306.56965797563 3320784.985474848)"
passenger_flow_mpp.3963,3963,132.0,"LINESTRING (323670.50087855716 3317344.927440802, 323696.1839952391 3317329.52363861)"
passenger_flow_mpp.3964,3964,132.0,"LINESTRING (323696.1839952391 3317329.52363861, 323670.49119022506 3317289.8280508253, 323647.4209053798 3317241.3047065614, 323642.16619991406 3317226.5326728206, 323640.9173987636 3317214.8009702004, 323643.3878600658 3317200.2383617004, 323652.5556123132 3317188.007993268, 323662.4554182477 3317179.313619908, 323670.40473926393 3317175.417511836, 323679.84218252136 3317174.0475664674, 323693.07664518955 3317174.7235285207, 323705.60447553993 3317179.512744957, 323714.01288119424 3317186.252317876, 323721.6916801176 3317195.664265274, 323743.2129258105 3317231.79563778, 323747.3830528649 3317245.1437581778, 323748.3963568765 3317254.218477263, 323743.03790426115 3317269.270532151, 323735.34762478434 3317283.361972141, 323725.6097186535 3317296.1556805284, 323708.60691587947 3317313.3888930664, 323698.03592480277 3317328.413193212, 323696.1839952391 3317329.52363861)"
passenger_flow_mpp.3965,3965,132.0,"LINESTRING (326875.61326201377 3327235.1635002973, 326851.4456523999 3327255.9421195653, 326852.52752215054 3327269.561378091, 326854.9405992128 3327275.8427070174, 326867.0531438617 3327291.838539802, 326872.50254283636 3327294.967984186, 326885.044416843 3327295.3252863702, 326948.2976886241 3327245.7735261978, 327050.1572374406 3327370.3375306283, 327016.4410387288 3327397.1414286266, 327047.9091257633 3327436.0041623055, 326873.83504004666 3327576.2087210934, 326984.4161645038 3327711.9176297784, 327069.7947833816 3327816.6995521733)"
passenger_flow_mpp.3966,3966,132.0,"LINESTRING (327797.17376389226 3318649.0530192046, 327715.53502386087 3318651.9601788768, 327785.89512191294 3318797.376789406, 327821.9734506697 3318871.942588375)"
passenger_flow_mpp.3967,3967,132.0,"LINESTRING (328045.21917657985 3329307.583335815, 328007.5983144754 3329190.473736188, 328192.3605410204 3329130.1825849484)"
passenger_flow_mpp.3968,3968,132.0,"LINESTRING (328725.29650363605 3321879.7703307723, 328921.4243350002 3321877.5348372906)"
passenger_flow_mpp.3969,3969,132.0,"LINESTRING (329017.5735227171 3321877.3803912853, 329160.1520444603 3321875.920791625, 329276.6970595332 3321872.6737698745)"
passenger_flow_mpp.3970,3970,132.0,"LINESTRING (329512.51725062856 3325037.2361830147, 329514.2350823829 3325023.573623372, 329522.50465067977 3324990.7415623968, 329522.24155839236 3324986.200293617, 329517.8616724212 3324977.399043426)"
passenger_flow_mpp.3971,3971,132.0,"LINESTRING (331046.66452296474 3332022.180150879, 331015.37093282415 3331942.7292391607, 331013.46949942946 3331931.893964666, 331019.71734880586 3331924.481108239, 331113.9139570666 3331894.6540874653, 331144.52182961686 3331898.0644609183, 331161.1785873368 3331903.1302078688, 331176.90737516934 3331910.538318929, 331243.5204733284 3331948.7614812525, 331251.2354246346 3331955.2948599127, 331270.0477949624 3331962.6558003584, 331607.8294963724 3332072.000750676, 331761.4100237366 3332105.7919519925, 331919.42765214905 3332152.4882433275, 332000.6224465909 3332161.2255436503, 332021.04660124704 3332160.581078288, 332192.89624465513 3332185.3411560664, 332193.3459677939 3332221.142514415, 332198.0712248107 3332303.4404298086, 332186.886449439 3332347.4012932153, 332183.36673720577 3332369.4055426936, 332179.54971934407 3332454.0510221226, 332180.66218663036 3332476.4280540696, 332194.1598850647 3332590.409386692, 332195.94188632583 3332644.0391291985, 332229.20843397884 3332910.3751201974)"
passenger_flow_mpp.3972,3972,132.0,"LINESTRING (331221.0882532591 3332453.0840192884, 331250.19405498035 3332503.1905328874)"
passenger_flow_mpp.3973,3973,132.0,"LINESTRING (332869.17877841415 3330611.263383075, 332919.23533251695 3330596.4041957594, 332928.4505329004 3330638.2805091096, 332892.0624531113 3330635.28534223)"
passenger_flow_mpp.3974,3974,132.0,"LINESTRING (334486.5288358746 3329470.0052024177, 334492.1118783712 3329495.086399456, 334512.6402413357 3329533.135265667, 334531.32026736013 3329563.6734916824, 334714.6340965994 3329842.291554868)"
passenger_flow_mpp.3975,3975,132.0,"LINESTRING (335433.1823278598 3329672.532027326, 335450.3265059944 3329657.324257362, 335469.5044419177 3329643.9563187235)"
passenger_flow_mpp.3976,3976,132.0,"LINESTRING (335336.7195921842 3302802.501048334, 335354.8216287417 3302745.807938008)"
passenger_flow_mpp.3977,3977,132.0,"LINESTRING (335290.8914584356 3296627.3781105014, 335243.71213996364 3296320.456310034, 335233.3826817743 3296262.743355118, 335219.25329618395 3296157.308625498, 335212.86611267563 3296078.4751983993, 335208.5878343232 3295952.608627034, 335211.647215253 3295910.993260285, 335219.18825263693 3295884.720310701, 335236.0105931973 3295851.769813926, 335266.1418164875 3295855.647785901, 335366.4508568141 3295857.713180955, 335462.66360511765 3295844.3204420498, 335738.9854161589 3295801.6682852954, 335775.2394463328 3296037.362648118, 335788.61638500966 3296111.769894462, 335793.2725251226 3296125.8905318966, 335797.12293098716 3296131.265623363, 335806.8967453361 3296138.3271103716, 335816.3923012954 3296139.628328542, 336025.45239038835 3296106.7312627016, 336039.03771761595 3296109.967863461, 336044.70856485865 3296114.207722334, 336057.9583343345 3296134.077265717, 336201.3342169158 3296362.5439208024, 336275.4988563452 3296322.988138869, 336352.3081143978 3296272.5304504437, 336466.76442593057 3296191.2580322623, 336462.0791719067 3296181.682565104, 336445.5204348804 3296160.309199802, 336379.17798858474 3296093.884252843, 336333.8238652743 3296041.008095033, 336478.7830881252 3295936.1198654063, 336529.87942334445 3295886.040864858, 336588.55456441676 3295838.400642103, 336604.65453863074 3295821.8692678846, 336610.98422701075 3295811.688880453, 336613.6303609476 3295800.897369333)"
passenger_flow_mpp.3978,3978,132.0,"LINESTRING (335518.53343657654 3302458.4887329238, 335556.6425822894 3302375.6710614422)"
passenger_flow_mpp.3979,3979,132.0,"LINESTRING (336996.98970272066 3334004.801170476, 337007.30375607737 3334041.6451402013)"
passenger_flow_mpp.3980,3980,132.0,"LINESTRING (337395.2800688965 3334610.9530752776, 337421.1038169015 3334630.414756909, 337542.65480596526 3334600.4593976075, 337550.78797969985 3334629.1624043)"
passenger_flow_mpp.3981,3981,132.0,"LINESTRING (337460.34764352854 3330053.0529360515, 337650.1695440196 3329981.6311517293)"
passenger_flow_mpp.3982,3982,132.0,"LINESTRING (337696.22972689534 3335048.9410962947, 337726.35278613714 3335300.9210846913)"
passenger_flow_mpp.3983,3983,132.0,"LINESTRING (338426.64776025 3330983.7771816007, 338399.67475571355 3330958.675993836, 338291.1193360548 3330872.2496308307, 337816.28975856944 3330519.5030435217, 337781.2561467261 3330497.071732582, 337778.5984432311 3330493.3417367004, 337778.43346457515 3330488.68814341, 337780.6877042026 3330484.6640442396, 337784.70286013524 3330482.387719155, 337789.33057680493 3330482.4303809535, 337806.21281235636 3330489.8307960453, 337818.45918048173 3330490.0937870573, 337851.8101997161 3330516.0974445627, 337942.21480631316 3330397.1461503184, 337946.29714467423 3330386.3328628936, 337945.4347529432 3330380.137532227)"
passenger_flow_mpp.3984,3984,132.0,"LINESTRING (339302.8810689468 3327523.528497598, 339347.2475667406 3327530.974098017)"
passenger_flow_mpp.3985,3985,132.0,"LINESTRING (339752.37988741277 3337994.1735959738, 339804.20703992207 3337993.204319)"
passenger_flow_mpp.3986,3986,132.0,"LINESTRING (339875.36428395205 3337977.8655162435, 339884.8020026996 3337971.0763967657)"
passenger_flow_mpp.3987,3987,132.0,"LINESTRING (339875.90703078825 3337995.262259367, 339883.3513199199 3337990.4976532627)"
passenger_flow_mpp.3988,3988,132.0,"LINESTRING (340360.7563059355 3322194.2119112983, 340409.7135644127 3322224.412691505, 340617.19153749425 3322329.609809585)"
passenger_flow_mpp.3989,3989,132.0,"LINESTRING (340662.1703275213 3333651.6449300586, 340674.220235587 3333651.9137360947, 340678.9926602292 3333648.7405974283, 340681.81082741753 3333643.7112171375)"
passenger_flow_mpp.3990,3990,132.0,"LINESTRING (341044.1581296631 3322437.079988295, 341069.1218256608 3322449.025426848, 341153.00106316135 3322472.6495922133, 341200.14380373235 3322484.054496406, 341206.74832306016 3322487.1742734187, 341210.89946142375 3322494.098393691, 341225.3948921035 3322576.365608313, 341238.12465119903 3322676.727509393, 341243.10621498013 3322701.1546990313, 341259.57699768484 3322847.024007027, 341270.0172770311 3322922.36576302, 341326.8304092293 3323425.3825321514, 341366.6124117102 3323746.4616768598, 341369.0587805838 3323766.2073942157, 341368.0385979336 3323775.755552328, 341364.5031676174 3323784.7855983274, 341358.82707658666 3323792.51616748, 341351.29484794324 3323798.6106086443, 341342.3790884279 3323802.397002631, 341332.7548302259 3323803.865645834, 341323.1903504004 3323802.7837824174, 341314.16940562427 3323799.2553094365, 341306.37021604035 3323793.492180367, 341277.06451068085 3323757.676427214)"
passenger_flow_mpp.3991,3991,132.0,"LINESTRING (342145.6598098766 3334262.7892528176, 342159.2173304652 3334220.4693744006)"
passenger_flow_mpp.3992,3992,132.0,"LINESTRING (342412.3695840891 3332909.9615067653, 342443.2851761433 3332827.8181323484)"
passenger_flow_mpp.3993,3993,132.0,"LINESTRING (343395.99367953127 3326408.0135953766, 343413.8371283606 3326392.609735032)"
passenger_flow_mpp.3994,3994,132.0,"LINESTRING (343863.7335719749 3325346.865227103, 344230.8344445884 3325387.5327062835, 344360.67727735994 3325401.919451653)"
passenger_flow_mpp.3995,3995,132.0,"LINESTRING (348713.1672771651 3319462.4095865325, 348759.07316500996 3319481.955908008)"
passenger_flow_mpp.3996,3996,133.0,"LINESTRING (320228.9188849806 3321228.1168121896, 320267.74900881015 3321200.9876449713)"
passenger_flow_mpp.3997,3997,133.0,"LINESTRING (329314.9698656701 3319619.606037845, 329326.6095881349 3319629.736353018, 329337.9212922655 3319612.378196831, 329369.19718132657 3319574.495174725)"
passenger_flow_mpp.3998,3998,133.0,"LINESTRING (329585.4865146127 3319114.783544294, 329592.67789190495 3319180.634877251)"
passenger_flow_mpp.3999,3999,133.0,"LINESTRING (337575.66975414846 3318163.176242918, 337601.5887197956 3318153.8162056417, 337650.56220688386 3318150.325626285, 337709.1592661466 3318151.571664626, 337717.7073530054 3318148.785663403, 337737.59398429166 3318136.077962047, 337688.52039498277 3317928.9436400924, 337688.043041558 3317927.1270695603)"
passenger_flow_mpp.4000,4000,133.0,"LINESTRING (340566.4358750029 3332133.730192337, 340582.1606802848 3332187.2820537398)"
passenger_flow_mpp.4001,4001,133.0,"LINESTRING (340582.9990314701 3332198.577253746, 340589.0263914691 3332202.148169662, 340595.8856602633 3332203.268194105, 340602.802745366 3332201.7268325333, 340608.52817541035 3332197.7639018265, 340612.39385173575 3332191.8325056317)"
passenger_flow_mpp.4002,4002,133.0,"LINESTRING (375376.927289318 3331727.752120312, 375378.18981038086 3331737.972629074, 375379.3165163696 3331854.4509458058, 375378.5828195263 3331934.8059703, 375378.1550220257 3331981.5956844743, 375379.4754055316 3332021.5933734686, 375387.4976092429 3332057.74663967, 375400.9828332172 3332091.2887482382, 375415.6690621102 3332120.2728961506, 375433.40701980516 3332146.45154361, 375620.0097800802 3332389.1817813492, 375635.33315459243 3332414.9446748393, 375645.1183380582 3332436.669184406, 375658.20708032255 3332477.863895788, 375728.83592403313 3332827.3146869554, 375736.2685371592 3332871.1226782254, 375758.03650959115 3332964.2026033117, 375767.9398967685 3332987.920960806, 375781.19767481904 3333010.0496972427, 375797.32311388326 3333030.1509681065, 375915.5096652212 3333146.1944607277, 376283.2205176582 3333517.01667469, 376322.76595798275 3333555.032604469, 376332.0965574231 3333562.2429668, 376348.38706087857 3333571.4809825746, 376362.4908344067 3333574.7583515397, 376372.7112303313 3333575.419289067, 376382.57369231636 3333578.522699906, 376391.3062766947 3333583.9664236326, 376398.517404749 3333591.200668969, 376405.6130940768 3333605.3081814656, 376407.0423762969 3333621.031130754, 376405.4918733408 3333628.8072316563, 376400.7921876716 3333639.2788524255, 376393.37641702755 3333648.1184402015, 376387.70467155037 3333657.8251296175, 376385.5147292449 3333668.7118928675, 376542.65703981987 3334955.2184801702, 376547.8330777371 3334987.1925975597, 376554.78321839095 3335014.1590635544, 376561.53040416684 3335023.0611702614, 376565.3089730196 3335033.548363207, 376600.05371660006 3335064.968716024, 376999.9613589496 3335376.4845346445, 377073.16190437914 3335280.677036842, 377078.5935654581 3335266.7615060434, 377327.6310301734 3334948.86591911, 377345.99260111357 3334919.510580601, 377349.34292927035 3334917.5889413166, 377356.8488172168 3334916.840141048, 377360.42642809456 3334918.0194305656, 377365.97505113203 3334923.166890247, 377377.462390482 3334925.2554584076, 377792.4671001469 3334872.196276591, 377820.83238066244 3334867.336523045, 377844.135820099 3334857.767089113, 377848.3728819144 3334857.6091529755, 377894.678469571 3334802.673236972, 378099.5051999901 3334543.366979459, 378105.74236183026 3334532.435723287, 378107.76324054546 3334523.5463075684, 378111.47700361116 3334519.6258064895, 378116.3663670513 3334517.4656698895, 378121.758263713 3334517.184200657, 378129.0209416395 3334520.5396275115)"
passenger_flow_mpp.4003,4003,134.0,"LINESTRING (298520.0826041118 3316929.2372127846, 298530.29725416587 3316906.9857853637, 298589.6488671338 3316824.2021654933)"
passenger_flow_mpp.4004,4004,134.0,"LINESTRING (318757.71961208794 3327417.5940902787, 318913.25211218325 3327427.6453269133)"
passenger_flow_mpp.4005,4005,134.0,"LINESTRING (327827.09360076545 3319739.5794677194, 327762.77676511847 3319878.826734506, 327756.06244964805 3319899.9951899783, 327744.885890632 3319950.6116724443, 327747.2141418496 3320007.115063445, 327756.8016881227 3320058.849087154, 327824.2913521807 3320333.843920903, 327833.9306591966 3320357.9725173144, 327852.72978541814 3320394.042366858, 327876.117846807 3320427.380057817, 327919.81652775325 3320482.352117051, 328017.96172206954 3320588.581777323, 328027.25392803235 3320602.8491917066, 328044.9910596011 3320645.1441223584, 328137.5143664819 3320849.1316514486, 328150.77199647867 3320888.83572221, 328154.8548212076 3320909.3925417764, 328167.17310112296 3321037.5791401393, 328172.1963045598 3321168.2073471434, 328167.4501713094 3321241.4501444823, 328149.84094340855 3321343.7172379536, 328110.77451786806 3321499.3104363754, 328108.6098741021 3321521.4056953075, 328113.3378180866 3321583.4149136795)"
passenger_flow_mpp.4006,4006,134.0,"LINESTRING (327986.6498145637 3317472.29993968, 328054.31480171415 3317379.5652941186, 328364.1192795107 3316973.9898351766, 328394.30032692873 3316940.928390749, 328481.69696858875 3316825.496821152, 328560.81670862937 3316717.7328880173, 328682.58802168583 3316559.1999226683, 328820.4880310714 3316394.7650998533, 328951.3456543498 3316230.3302886747, 329066.213363701 3316080.3344579777, 329174.28870764 3315934.1032925155, 329303.272506915 3315778.903753881)"
passenger_flow_mpp.4007,4007,134.0,"LINESTRING (330948.240649838 3333745.825972699, 331154.40836176963 3333684.6770092207, 331290.4987577436 3333647.666404717, 331400.0733481803 3333616.052887987)"
passenger_flow_mpp.4008,4008,134.0,"LINESTRING (332547.76280106034 3311181.159880443, 332785.25171495735 3309876.440443866)"
passenger_flow_mpp.4009,4009,134.0,"LINESTRING (332906.3210919911 3309174.7737746346, 332944.5589614379 3308943.171539615, 332940.78572200716 3308929.9254989605, 332942.3000630945 3308908.6181235155, 332947.914620606 3308870.9530112436, 332966.11419251945 3308777.2353102006)"
passenger_flow_mpp.4010,4010,134.0,"LINESTRING (337699.36974327895 3329941.24530049, 337700.9459877973 3329940.53031247, 337747.9818529041 3329913.7854926554, 337811.2772066147 3329871.7247218927, 337910.5064909209 3329799.351182064)"
passenger_flow_mpp.4011,4011,134.0,"LINESTRING (339211.5258160655 3337068.5555737126, 339231.37832166464 3337055.8488237592, 339234.8609793896 3337050.254941452)"
passenger_flow_mpp.4012,4012,134.0,"LINESTRING (340463.5139880205 3317790.315255901, 340477.3744504737 3317789.256183775, 340558.83156588214 3317789.6333817434, 340600.8629945586 3317786.4778040415, 340661.97551318473 3317774.7333854623, 340715.2976575657 3317761.081761187)"
passenger_flow_mpp.4013,4013,134.0,"LINESTRING (342005.9770849229 3328859.3883339, 342004.71447278815 3328868.149580376, 342006.5136676161 3328879.3201268543, 342016.8258909994 3328899.2369596525, 342027.3710244978 3328908.5083796354, 342037.19214124646 3328914.353687961, 342048.42252119526 3328917.629128922, 342060.3858595458 3328918.233550515, 342071.64268940076 3328916.631016205, 342085.0735589828 3328912.004237904, 342096.3378028914 3328904.19374523, 342103.2439025721 3328895.0046290504, 342105.8159764989 3328889.415030937)"
passenger_flow_mpp.4014,4014,134.0,"LINESTRING (347272.96310642594 3317935.386805216, 347274.9825142692 3317957.997867461, 347278.2995233772 3317981.5631652544, 347281.25216436596 3317985.73469565, 347287.57862560026 3317989.63793016, 347353.3259696354 3317991.8339029057, 347366.1396627831 3317997.3103801827, 347380.10031230346 3318008.9786539073, 347377.0004305508 3318022.101769299, 347377.67416859214 3318028.9651847454, 347381.17494786176 3318037.8957337844, 347387.9919295827 3318105.3094417816, 347390.17984283366 3318161.260838048)"
passenger_flow_mpp.4015,4015,134.0,"LINESTRING (351745.2297284659 3346967.355489395, 351746.9429905017 3346963.598764352, 351757.2744383166 3346930.5356025184, 351761.99212103116 3346873.8260811963, 351754.14314529626 3346813.0744206747, 351653.583527398 3346345.7530269353, 351648.125816553 3346305.2550176927, 351633.4849331276 3345913.9228041917, 351626.59931987873 3345810.701732728, 351624.74102774356 3345673.602567776, 351605.1768767737 3345160.51073174, 351602.0268155979 3345134.059735013, 351598.24199430994 3345117.59404623, 351580.2467526211 3345061.192456723, 351571.01530900196 3345026.3991311183, 351554.35712035594 3344933.7307629525, 351528.1057136362 3344694.4241157644, 351525.30741229246 3344658.4350809664, 351526.4718593566 3344616.517152671, 351531.5793237219 3344588.5131490985, 351558.0878779122 3344498.8069304028, 351565.31458570046 3344463.790542849, 351570.1306084871 3344428.474279549, 351572.72842293186 3344392.855527585, 351573.01476205885 3344357.1572525795, 351569.64660626696 3344321.7302108174, 351558.04374802514 3344239.856874311, 351556.9994316604 3344184.112402237, 351560.0320102612 3344145.0513524357, 351565.0994322882 3344106.9603997553, 351566.09313951194 3344045.3131587245, 351540.8434720774 3343368.460081291, 351525.1961913323 3342881.5885101845, 351515.03005335643 3342664.2347715595, 351492.32853867125 3342026.257288035, 351495.8587195949 3341974.109105992, 351504.59811286256 3341922.6663245754, 351518.4550206591 3341872.26275733, 351537.24446826056 3341823.455190968, 351548.4789414776 3341799.802472597, 351574.4408734403 3341754.4451179975, 351589.1683410299 3341732.740490312, 351910.66934965504 3341304.053102391, 352278.5805686515 3340772.9900391297, 352295.17748688324 3340739.7328287065, 352324.6577462406 3340654.867217605, 352334.63682506967 3340637.8834718405, 352357.7029799669 3340605.8694922803, 352384.4712835804 3340577.0204209182, 352460.04023902677 3340460.49672466, 352529.3811423032 3340389.173748321, 352574.284034092 3340333.8097042735, 352586.91659582546 3340313.575887869, 352632.0786429274 3340227.2812270215, 352729.44560951536 3340026.7744877734, 352755.47374390054 3339964.126910168, 352880.72280864866 3339608.9434523, 352919.84244274703 3339502.5565478657, 352981.49308738677 3339323.8150183903, 352985.3352247786 3339301.482568732, 352984.15705599997 3339242.3041447313, 352986.02663126716 3339194.9459008365, 352994.386180575 3339135.9722531056, 353000.72469370544 3339113.052122828, 353011.3237945143 3339084.6432482908, 353028.12875226414 3339052.160647103, 353097.0995816655 3338937.8370424286, 353159.5562681955 3338826.0398371248, 353203.890880618 3338720.2496811673, 353222.75320057705 3338661.46840043)"
passenger_flow_mpp.4016,4016,134.0,"LINESTRING (351924.42249645205 3337470.633928797, 351973.673038965 3337486.9299919326, 352639.5598023451 3337686.0389150404, 352733.96123023995 3337722.1288151387, 352854.9700912188 3337774.2686951286, 352932.4882528407 3337815.685653762, 353308.48281307216 3337926.9369056732)"
passenger_flow_mpp.4017,4017,134.0,"LINESTRING (353322.5916420497 3338312.396282185, 353325.8883886882 3338263.5781206973)"
