id,Feature_ID,Passengers_Per_Hour,geometry
passenger_flow_mpp.1298,1298,30.0,"LINESTRING (313139.839828935 3308343.400539949, 313142.88047544035 3308346.1210845094, 313150.40999409754 3308368.722601457, 313030.1005288351 3308406.8925360697, 312955.9519381342 3308432.5334606036, 312927.863390523 3308445.424371212, 312901.67158318957 3308461.9420849024, 312852.247881391 3308504.3517418513, 312851.89957768365 3308512.3402538616, 312854.68229872244 3308516.94986138, 312860.23963504034 3308519.9604967427, 312866.61010226817 3308519.6313231313, 312920.50760339195 3308473.2658567163, 312948.1630449684 3308457.6104748114, 312972.92360494996 3308447.880060772, 313859.1663426714 3308164.120767637, 313948.16420504556 3308142.3393517705, 314399.3739123962 3308000.7438573544, 314420.6519714812 3307996.396770503, 314442.258707793 3307994.3724754406, 314463.9099181446 3307995.0083305696, 314468.470190548 3307995.6616141517, 314485.4087162886 3307998.0858885115, 314506.3706103166 3308003.7224423294, 314526.5987174646 3308011.6995408065, 314545.7048453108 3308021.9127971283, 314563.39923929225 3308034.367046333, 314579.6763392776 3308048.729768109, 314594.0513814769 3308064.898185744, 314606.42223191424 3308082.5413920414, 314616.6904631004 3308101.5501561463, 314645.9682552968 3308175.9119265894, 314719.29237056454 3308362.1520409896, 314734.92242929316 3308407.236378766, 314740.32315623877 3308441.404637151, 314729.8323830904 3308455.3275014916, 314726.7041579376 3308464.69270081, 314725.8046452557 3308474.464164779, 314727.319593797 3308484.1953163766, 314730.95000962075 3308493.336804658, 314741.88855000655 3308506.2366862902, 314754.465552727 3308513.1223154822, 314768.5137802619 3308515.548651918, 314782.7647826667 3308512.76079369, 314789.2839929415 3308509.7693954785, 314800.3390643867 3308500.7153904433, 314804.5888922688 3308494.8792927926, 314809.9573609445 3308480.8202485247, 314809.99368157436 3308465.6306382776, 314804.6382496635 3308451.5288282055, 314794.5948445364 3308440.1661084467, 314788.245080872 3308435.948209854, 314773.7734435189 3308431.311536517, 314749.58872955584 3308388.8090711744, 314732.07708229974 3308346.74958335, 314737.19281746354 3308334.9120983887, 314735.48691906064 3308319.5298325173, 314695.57970154413 3308214.870883552, 314701.9506746396 3308208.777597951, 314710.00424090365 3308205.095334328, 314718.8785709892 3308204.2819591695, 314727.41468871664 3308206.3568224977, 314914.4212841962 3308702.921052963, 314932.55101508927 3308758.939901094, 314947.32862392697 3308810.912540335, 314963.5871021723 3308876.386466728, 314982.2269834791 3308980.402972908, 314990.251398857 3309032.931747608, 315017.80453690526 3309283.3679850535, 315023.3492751196 3309314.6513518947, 315031.8784410834 3309345.3306147936, 315042.2835348133 3309372.652545402, 315053.89040550974 3309396.739256583, 315097.5143482289 3309458.2093159114, 315154.5614627983 3309513.6906610117, 315180.04934942524 3309541.870050296, 315192.6138486972 3309548.0910858084, 315203.9469434323 3309555.7739407434, 315210.6262576665 3309562.4256482916, 315229.0483352763 3309583.959868293, 315252.95698089886 3309615.9352412648, 315264.361380687 3309633.705999446, 315296.79008326575 3309701.6826921357, 315330.93323695613 3309762.4244616902, 315717.92431643704 3310799.2589409654, 315952.9237509706 3311433.9569614306, 316027.49331045366 3311626.6277874303, 316088.0039099288 3311792.813011027, 316135.4247379148 3311950.124438105, 316179.14707050775 3312123.240663545, 316270.6298896361 3312503.5539744603, 316287.9440878143 3312592.626758093, 316301.6114293579 3312694.7316201488, 316319.9169742722 3312890.2216161904, 316350.2839124653 3313411.3538999683, 316364.05515988986 3313508.135449089, 316376.8245367636 3313567.7926989244, 316402.4985112463 3313654.509672343, 316423.4921722318 3313709.3741603135, 316461.1492977136 3313790.9035432185, 316490.0682035466 3313840.4259798275, 316696.722377926 3314139.2306396775, 316729.04426112014 3314196.125440334, 317033.76997944165 3314803.8545440338, 317060.4485753179 3314864.169434905, 317082.8982843732 3314925.662929829, 317099.4919041381 3314977.496810313, 317141.7476134511 3315139.220615204, 317192.76676321425 3315317.2082941085, 317207.5973317055 3315355.8780992995, 317236.2531453512 3315413.278086763, 317254.5973677925 3315442.5770000964, 317376.69546026515 3315610.5225588963, 317389.90868793754 3315633.1433701306, 317413.3631547136 3315679.6536100577, 317444.09592385683 3315751.876092659, 317461.13952702185 3315819.4462269126, 317468.3664045965 3315865.448147152, 317506.71868431475 3316475.8097430672, 317507.71868383756 3316536.438129274, 317502.17245724134 3316621.565496031, 317479.12315882865 3316769.1786935786, 317475.19213211455 3316823.4581091497, 317474.60996482696 3316881.784404089, 317477.8897960066 3316940.157852271, 317483.26216683106 3316979.0948356264, 317498.722647266 3317056.114930397, 317511.4207554698 3317106.1287593413, 317533.49524309504 3317174.502924163, 317595.30597715755 3317328.698998435, 317653.77397026867 3317450.0225890866)"
passenger_flow_mpp.1299,1299,30.0,"LINESTRING (320632.6355741862 3318903.774495838, 320655.7570813684 3318859.6070999466)"
passenger_flow_mpp.1300,1300,30.0,"LINESTRING (320934.25363921677 3321429.966860296, 321004.2153624772 3321442.358503286, 321093.31597290863 3321456.8795955195)"
passenger_flow_mpp.1301,1301,30.0,"LINESTRING (324209.1417460751 3328282.813386497, 324251.73995604843 3328390.227795874, 324264.2355821484 3328417.9666109346, 324284.2865453212 3328453.8998484015, 324301.8248632872 3328483.4429810797)"
passenger_flow_mpp.1302,1302,30.0,"LINESTRING (326255.48571669566 3325560.7857333603, 326266.25071404735 3325552.3013351946, 326283.135474918 3325552.7005236857, 326290.30016764125 3325560.5698660845, 326286.23074044916 3325565.511983028, 326284.6666033758 3325570.303772247, 326286.55763211485 3325580.1408751025, 326430.0445959438 3325749.942242539, 326598.96341040486 3325954.932545615, 326623.59608108166 3325975.831037988, 326629.57825289597 3325988.264583244)"
passenger_flow_mpp.1303,1303,30.0,"LINESTRING (327300.0500872021 3326831.169372264, 327311.84189874993 3326845.175154963)"
passenger_flow_mpp.1304,1304,30.0,"LINESTRING (327413.0339286152 3332512.2835470876, 327463.74475294724 3332531.4435947645, 327522.7182503529 3332548.9222017755, 327526.68398521363 3332555.9553343602, 327518.5468469341 3332602.535072959, 327584.11244759394 3332622.4604911613)"
passenger_flow_mpp.1305,1305,30.0,"LINESTRING (327659.9913339289 3332371.7160153333, 327685.46110344253 3332287.0602514218, 327716.21239146043 3332188.7964448174)"
passenger_flow_mpp.1306,1306,30.0,"LINESTRING (327579.0785473575 3321970.2279674294, 327585.40875657514 3321881.32822558, 327589.43240541965 3321862.448703675)"
passenger_flow_mpp.1307,1307,30.0,"LINESTRING (327925.40119708393 3328946.527689551, 327934.01433145313 3328942.4020437887)"
passenger_flow_mpp.1308,1308,30.0,"LINESTRING (328192.4585501035 3329130.4083258356, 328265.02081233356 3329106.832323484)"
passenger_flow_mpp.1309,1309,30.0,"LINESTRING (328216.63110390195 3328801.2961119786, 328200.479089187 3328791.9029248427, 328227.5822680774 3328773.963826943)"
passenger_flow_mpp.1310,1310,30.0,"LINESTRING (329030.6330662611 3329971.205095665, 329033.02719877276 3329957.753502357)"
passenger_flow_mpp.1311,1311,30.0,"LINESTRING (330921.31544212566 3328987.9320438025, 330963.63346025406 3328987.393340592, 330968.5698907151 3328988.6479179813, 330971.2099101149 3328991.0463561765, 330971.86707464734 3329002.4550141175, 330925.252293404 3329005.720327914)"
passenger_flow_mpp.1312,1312,30.0,"LINESTRING (331167.655484164 3333681.2585833673, 331233.98245388566 3333663.832712136)"
passenger_flow_mpp.1313,1313,30.0,"LINESTRING (331442.5574385914 3333350.884740753, 331463.18139092135 3333495.4652623055)"
passenger_flow_mpp.1314,1314,30.0,"LINESTRING (331433.0816705092 3330920.7173672086, 331543.2333232749 3330912.3791641276, 331691.4076159541 3330900.467295375)"
passenger_flow_mpp.1315,1315,30.0,"LINESTRING (331843.0028143098 3330897.9283874254, 331906.33828434953 3330891.7504194872)"
passenger_flow_mpp.1316,1316,30.0,"LINESTRING (331925.99549295526 3330891.22849638, 331934.37827511225 3330878.351437359, 331936.009796262 3330871.5639848015)"
passenger_flow_mpp.1317,1317,30.0,"LINESTRING (331952.63258970296 3322790.7892643632, 331976.117969275 3322793.6466950015)"
passenger_flow_mpp.1318,1318,30.0,"LINESTRING (332798.7532665508 3330673.729820061, 332808.0025599925 3330717.822758133, 332821.4757171549 3330791.3471554215)"
passenger_flow_mpp.1319,1319,30.0,"LINESTRING (333956.86630774173 3324887.8424782236, 334205.4807524502 3325155.2637901353)"
passenger_flow_mpp.1320,1320,30.0,"LINESTRING (334859.53762847895 3318449.845608272, 334874.73679484526 3318407.825307942)"
passenger_flow_mpp.1321,1321,30.0,"LINESTRING (336360.1620903268 3334156.1050790604, 336394.7668386251 3334145.780089656, 336401.5214875003 3334172.2857577647, 336398.6443350266 3334173.2154493546)"
passenger_flow_mpp.1322,1322,30.0,"LINESTRING (338969.6617005231 3335698.0149680325, 339075.920803721 3335696.9015067453)"
passenger_flow_mpp.1323,1323,30.0,"LINESTRING (339301.34747172677 3329687.6244527996, 339415.688468462 3329619.5099179014)"
passenger_flow_mpp.1324,1324,30.0,"LINESTRING (339843.7889910643 3329796.4096068777, 340038.4511189881 3329917.627972417, 340039.19230402325 3329918.082800288)"
passenger_flow_mpp.1325,1325,30.0,"LINESTRING (340238.9095936705 3337070.411069583, 340256.6394025055 3337083.89945269, 340238.2709516515 3337099.3541290727, 340205.79707743844 3337118.672381473, 340216.60050467524 3337139.4672212433, 340220.97204575595 3337168.448243663, 340224.58545900404 3337310.8474033247)"
passenger_flow_mpp.1326,1326,30.0,"LINESTRING (340227.3738715759 3337045.635998314, 340231.9484597169 3337062.087186819)"
passenger_flow_mpp.1327,1327,30.0,"LINESTRING (340234.79432395415 3336522.6141391196, 340248.5592102133 3336554.895100583, 340275.07151169574 3336629.0055863964)"
passenger_flow_mpp.1328,1328,30.0,"LINESTRING (340701.1395611274 3327911.679205725, 340452.4738605495 3327893.0451755836, 340450.46564498305 3327887.5314688566, 340450.5765892551 3327881.8762191846, 340452.6203192889 3327876.5255486174, 340456.6080718284 3327872.2552858554, 340461.7782880097 3327869.7415946643, 340622.94965915545 3327886.9196393043, 340650.269695051 3327675.898813788, 340568.83271994087 3327665.2152761808)"
passenger_flow_mpp.1329,1329,30.0,"LINESTRING (340897.4526421897 3329895.758332216, 341317.3089799424 3329422.9972645147, 341319.11106037337 3329407.562382979, 341315.7690517191 3329396.414137474, 341234.9210167305 3329318.6503410223, 341480.06163078384 3329042.747204221)"
passenger_flow_mpp.1330,1330,30.0,"LINESTRING (341485.304619372 3329031.918772938, 341485.42217744124 3329013.2933852263, 341649.2971396651 3328991.868869798)"
passenger_flow_mpp.1331,1331,30.0,"LINESTRING (342412.3695840891 3332909.9615067653, 342434.70797104156 3332848.005837742, 342443.2851761433 3332827.8181323484)"
passenger_flow_mpp.1332,1332,30.0,"LINESTRING (343396.02408629295 3326408.049745177, 343429.0896769743 3326447.416485648)"
passenger_flow_mpp.1333,1333,30.0,"LINESTRING (343664.6669133436 3326570.517182483, 343814.46796931385 3326750.8587022987, 343825.6832172971 3326746.1547906077, 343832.2809709871 3326735.419362273, 343868.36090298754 3326702.53898342)"
passenger_flow_mpp.1334,1334,30.0,"LINESTRING (343796.0614218387 3328621.99904426, 343830.09470829385 3328628.0191566213)"
passenger_flow_mpp.1335,1335,30.0,"LINESTRING (343838.46893111314 3326729.78901096, 343875.6900926082 3326695.7839542874)"
passenger_flow_mpp.1336,1336,30.0,"LINESTRING (343846.44391654094 3326360.201031905, 343853.8618972604 3326352.890478237)"
passenger_flow_mpp.1337,1337,30.0,"LINESTRING (343993.401379237 3335519.5552880997, 344200.4122627428 3335720.2582907253, 344427.2579179877 3335913.810923654, 344579.80241766316 3336048.3100873036, 344606.187922881 3336071.5743584675, 344695.52886230545 3336155.4472859306, 344773.23559699487 3336220.1344937254, 344815.7342297166 3336255.512978816, 344981.66393714113 3336400.828242321, 345086.5117738883 3336484.817790109, 345238.508661178 3336612.7072620294, 345351.2636098853 3336704.347523, 345587.5348515529 3336879.165849455, 345658.62718400185 3336933.704444313, 345918.6014241087 3337150.7642484456, 345938.7504373292 3337186.176561521, 346021.5968935804 3337256.3391392804)"
passenger_flow_mpp.1338,1338,30.0,"LINESTRING (344095.2459002044 3331169.7297909018, 344165.2573443969 3331240.673630253)"
passenger_flow_mpp.1339,1339,30.0,"LINESTRING (344157.94576031703 3331257.1680690325, 344365.48123108305 3331464.3548152098)"
passenger_flow_mpp.1340,1340,30.0,"LINESTRING (345145.366467284 3317109.1195858642, 345142.56036867737 3317074.1298484774, 345152.6841834929 3317073.433861499, 345159.2055069965 3317166.582953178, 345176.5674666151 3317414.568239485)"
passenger_flow_mpp.1341,1341,30.0,"LINESTRING (345672.8904163022 3332810.293645977, 345676.0515508484 3332822.664887294, 345683.0465889842 3332833.5412376923, 345693.1808346523 3332841.4913546466, 345705.29027714534 3332845.9773093457)"
passenger_flow_mpp.1342,1342,30.0,"LINESTRING (346354.43249439506 3337537.9603805384, 346486.0558554447 3337739.7644361868, 346558.12571045815 3337844.289782684, 346567.2731783006 3337892.2725093598)"
passenger_flow_mpp.1343,1343,30.0,"LINESTRING (346942.5310092106 3338345.85757244, 346988.49399716186 3338416.163107446, 347005.12569073704 3338448.4113983684, 347010.8760737858 3338467.065520189)"
passenger_flow_mpp.1344,1344,30.0,"LINESTRING (347188.58666490077 3339850.0397238093, 347188.6237179339 3339852.6996997865)"
passenger_flow_mpp.1345,1345,30.0,"LINESTRING (348694.5747858797 3319603.185032023, 348754.267617963 3319497.4297849885, 348754.19177888276 3319491.8883370217, 348759.07316500996 3319481.955908008)"
passenger_flow_mpp.1346,1346,30.0,"LINESTRING (349794.8945722865 3317972.1430624044, 349796.5260742246 3318035.4156275513)"
passenger_flow_mpp.1347,1347,30.0,"LINESTRING (354022.0678353319 3325706.0428312044, 354124.7906500675 3325677.1343460185, 354155.9668289162 3325672.066332938, 354274.4729349579 3325669.0618181117)"
passenger_flow_mpp.1348,1348,31.0,"LINESTRING (300191.78566683794 3316311.919367807, 300252.63994685654 3316350.95930152, 300281.6654354339 3316370.39380098)"
passenger_flow_mpp.1349,1349,31.0,"LINESTRING (330971.33652344235 3327239.544450063, 330993.34110309725 3327215.5935278847, 331015.09114728967 3327225.348385476)"
passenger_flow_mpp.1350,1350,31.0,"LINESTRING (338401.3128229695 3316570.709466616, 338726.76934615034 3316554.0047116596)"
passenger_flow_mpp.1351,1351,31.0,"LINESTRING (338832.6071552734 3316557.6725794775, 338849.9045211382 3316559.083434047)"
passenger_flow_mpp.1352,1352,31.0,"LINESTRING (341076.0442133325 3334976.1536027254, 341094.5024624907 3334966.574741473)"
passenger_flow_mpp.1353,1353,31.0,"LINESTRING (341707.27658204443 3334414.425589826, 341683.8112470782 3334471.1892860546, 341656.8555857871 3334526.451346627, 341634.8805646984 3334566.232726003, 341846.58696478105 3334673.70789129, 341857.295827547 3334681.313722011, 341863.1813803143 3334688.545535864, 342049.6927751398 3334585.3172522164, 342057.2016729594 3334591.5281329714, 342057.81078207237 3334600.387851858, 342018.0045676532 3334619.8054465586)"
passenger_flow_mpp.1354,1354,31.0,"LINESTRING (341768.26558394317 3334166.2276926255, 341823.9338859837 3334184.27205351, 341816.29468841164 3334209.213715175)"
passenger_flow_mpp.1355,1355,31.0,"LINESTRING (341792.545933728 3334078.967142718, 342079.23266281176 3334139.695700731)"
passenger_flow_mpp.1356,1356,31.0,"LINESTRING (344596.94862815423 3336030.993677027, 344605.1443318972 3336038.665281242, 344608.97489546996 3336057.4563907585, 344675.0882200106 3336120.2628075094, 344731.9661625067 3336170.4518403374, 344781.1457879576 3336211.2330533145, 344825.55221264483 3336248.0578754586, 344991.4506053858 3336391.1566361943, 345094.74480091693 3336474.2813528264, 345248.78943525406 3336603.9157568724, 345359.50450315664 3336694.36544661, 345500.4160589597 3336801.6845839485, 345593.6646067429 3336869.767905908, 345686.57655277406 3336941.4040256874, 345871.86412824 3337094.7736942656, 346038.4076025394 3337235.2185101374)"
passenger_flow_mpp.1357,1357,32.0,"LINESTRING (325819.58827052533 3325076.111252197, 325856.6515959708 3324881.492722945)"
passenger_flow_mpp.1358,1358,32.0,"LINESTRING (326911.94940324436 3321756.278745935, 326939.9579355999 3321727.348000183)"
passenger_flow_mpp.1359,1359,32.0,"LINESTRING (327560.87887665315 3321984.813441946, 327562.1518267754 3321918.0543002607)"
passenger_flow_mpp.1360,1360,32.0,"LINESTRING (327577.28903188 3321855.624037895, 327579.19530583 3321872.667103221)"
passenger_flow_mpp.1361,1361,32.0,"LINESTRING (328073.1825847182 3327060.0994076836, 328098.8823180655 3327050.8295010366, 328617.1796388506 3326781.8980152635)"
passenger_flow_mpp.1362,1362,32.0,"LINESTRING (328123.95995349303 3328837.5528777163, 328169.81067059585 3328803.800232177, 328180.4335744089 3328835.784871377, 328185.3237839175 3328834.0456388015)"
passenger_flow_mpp.1363,1363,32.0,"LINESTRING (329612.7907796396 3335921.7352401083, 329638.1975336921 3335739.5250647054)"
passenger_flow_mpp.1364,1364,32.0,"LINESTRING (329544.7547371796 3325581.62402366, 329547.8607975939 3325539.2267632214)"
passenger_flow_mpp.1365,1365,32.0,"LINESTRING (329692.2629531163 3325634.3323923713, 329764.9446807727 3325669.3510595327)"
passenger_flow_mpp.1366,1366,32.0,"LINESTRING (329717.4382726181 3325684.496596945, 329721.8132005858 3325686.757137277)"
passenger_flow_mpp.1367,1367,32.0,"LINESTRING (330183.15955686686 3326153.465105893, 330264.37227001484 3326239.6720959404)"
passenger_flow_mpp.1368,1368,32.0,"LINESTRING (330583.89660626336 3326814.1314041736, 330610.32765003643 3326915.0525685316, 330627.3875072914 3326964.678062333, 330645.1350566271 3327008.860798009)"
passenger_flow_mpp.1369,1369,32.0,"LINESTRING (330939.49704432173 3331383.376417061, 330955.33943507686 3331385.572002093)"
passenger_flow_mpp.1370,1370,32.0,"LINESTRING (331653.48679019295 3315427.30757137, 331643.4853779519 3315399.281561205, 331689.2122386135 3315384.6178876557)"
passenger_flow_mpp.1371,1371,32.0,"LINESTRING (332020.0131506936 3333449.6950804996, 332073.9674298016 3333435.3325580396)"
passenger_flow_mpp.1372,1372,32.0,"LINESTRING (334752.122928591 3325475.5863309433, 334756.6621670426 3325476.4639373575, 334789.6398249478 3325488.940305811, 334803.9152030946 3325489.059025528)"
passenger_flow_mpp.1373,1373,32.0,"LINESTRING (336224.6650863865 3334196.5367299756, 336360.1620903268 3334156.1050790604)"
passenger_flow_mpp.1374,1374,32.0,"LINESTRING (338005.73178030015 3334620.1718102326, 338094.0957662427 3334597.9763553212, 338129.20946710586 3334594.022566208, 338219.41170375526 3334614.2009820156, 338229.61812449544 3334616.874313255, 338286.73855274956 3334631.834353152, 338332.9308362597 3334647.3400951154, 338443.0787446741 3334687.1813753136, 338471.7112492062 3334702.062266728, 338510.0790998894 3334722.003853517)"
passenger_flow_mpp.1375,1375,32.0,"LINESTRING (338123.20795557543 3316584.990467571, 338145.63557163347 3316583.838677335, 338401.3128229695 3316570.709466616)"
passenger_flow_mpp.1376,1376,32.0,"LINESTRING (338244.358241864 3316599.5141917705, 338265.3443727543 3316608.962631681, 338270.6281645335 3316613.8738726843, 338275.04418490035 3316625.4491137816, 338280.33054563636 3316729.1134714303)"
passenger_flow_mpp.1377,1377,32.0,"LINESTRING (338433.5038526479 3327409.753348483, 338433.45771432575 3327409.6974879415, 338502.3661533326 3327417.3907798994)"
passenger_flow_mpp.1378,1378,32.0,"LINESTRING (338956.5883235759 3324582.909736342, 338973.387889409 3324485.0002966025)"
passenger_flow_mpp.1379,1379,32.0,"LINESTRING (340302.4503401031 3331674.0128531377, 340529.13119983213 3331548.0104870484, 340616.2447444714 3331499.5900528636, 340730.3867513027 3331432.1076038443)"
