Stop_Name,board_daily_int_cta_morning,board_daily_int_p_o_14_morning,board_daily_int_cta_m_morning,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_cta_evening,board_daily_int_p_o_14_evening,board_daily_int_cta_m_evening,board_daily_int_coop_evening,board_daily_int_p_b_8_evening,Total_Morning_Boarding,Total_Evening_Boarding
Al Torgoman,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
Al Wafaa Wal Amal City,123.0,0.0,46.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,169.0,84.0
Al Wagih Center (6th of October),207.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,207.0,112.0
Al Waha Compound (Shorouq City),0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0
Al Wahab Mosque St. (Marg),0.0,400.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,400.0,336.0
Al Ward St & Mansoureyya Rd.,0.0,35.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,35.0,48.0
Al Warraq Central Hospital,864.0,0.0,0.0,0.0,0.0,576.0,0.0,0.0,0.0,0.0,864.0,576.0
Al Warraq Exit (Ring Rd.),0.0,19.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,19.0,48.0
Al Warraq Ferry,26.0,93.0,54.0,132.0,0.0,0.0,0.0,104.0,240.0,0.0,305.0,344.0
Al Warraq Station,104.0,4494.0,711.0,2295.0,0.0,60.0,1076.0,464.0,4872.0,0.0,7604.0,6472.0
Al Warraq Water Station,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Wehda (Imbaba),106.0,3981.0,0.0,0.0,0.0,64.0,2304.0,0.0,0.0,0.0,4087.0,2368.0
Al Wehda Square,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0
Al Wekala (Nile Courniche),44.0,2056.0,0.0,0.0,0.0,300.0,1568.0,156.0,0.0,0.0,2100.0,2024.0
Al Yasmin Compound North,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Al Yasmine Compound (6th of October),0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0
Al Yasmine Compound Gate 3 (Sheikh Zayed),10.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,12.0
Al Zaeem (Rashah),0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
Al Zahraa & Al Bewehy St. (Alf Maskan),0.0,6856.0,0.0,0.0,0.0,0.0,1852.0,0.0,0.0,0.0,6856.0,1852.0
Al Zawya Al Hamra,553.0,3346.0,5081.0,0.0,0.0,552.0,892.0,2032.0,0.0,0.0,8980.0,3476.0
Al Zohour Nursery (Sheikh Zayed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Bank (Al Hegaz),38.0,0.0,104.0,0.0,0.0,144.0,0.0,108.0,0.0,0.0,142.0,252.0
Alex Bank (Gameat Al Dowal St.),32.0,324.0,18.0,0.0,0.0,392.0,0.0,80.0,0.0,0.0,374.0,472.0
Alexandria Desert Rd. Steps (26th of July Corrdior),149.0,23.0,0.0,0.0,0.0,284.0,228.0,0.0,0.0,0.0,172.0,512.0
Alf Maskan,226.0,27819.0,791.0,0.0,0.0,280.0,12172.0,260.0,0.0,0.0,28836.0,12712.0
Alf Masnaa,138.0,0.0,0.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,138.0,520.0
Alfa Lab (Al Manial),115.0,0.0,36.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,151.0,164.0
Alfa Market (Nile Corniche),0.0,261.0,0.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,261.0,332.0
Ali Abdel Halim St. & Tahrir St.,89.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,89.0,172.0
Ali Al Sheikh Tower (Abboud),0.0,564.0,0.0,0.0,0.0,24.0,576.0,0.0,0.0,0.0,564.0,600.0
Ali Basha St. & Al Qalaa St.,836.0,240.0,27.0,0.0,0.0,358.9778126885315,56.0,80.0,0.0,0.0,1103.0,494.9778126885315
Almaza Bridge Entrance,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0
Almaza Bridge Exit,109.0,0.0,123.0,0.0,0.0,64.0,0.0,148.0,0.0,0.0,232.0,212.0
American University in Cairo (AUC) Gate 1 (New Cairo),37.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,37.0,64.0
Americana Plaza Mall,284.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,284.0,276.0
Amin Hamada St & Petroleum St.,0.0,0.0,143.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,143.0,72.0
Amir Al Shoaraa School (Al Giza),341.0,0.0,0.0,0.0,0.0,168.0,0.0,64.0,0.0,0.0,341.0,232.0
Amir Mall (Khaloussi),77.0,0.0,417.0,0.0,0.0,176.0,0.0,144.0,0.0,0.0,494.0,320.0
Amiriyyah,1463.0,0.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,1463.0,348.0
Ammar Bin Yasser School (Al Moqattam),384.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,384.0,168.0
Amoun Fountain (Obour),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Amr Ibn Al Aas School (Sheikh Zayed),5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,12.0
Anas Al Wogood Borg (Badrasheen),0.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0
Antidote and Vacince (Mohandeseen),0.0,0.0,0.0,106.0,0.0,12.0,0.0,40.0,84.0,0.0,106.0,136.0
Arab African Bank (Haram St.),156.0,0.0,0.0,0.0,0.0,24.0,0.0,48.0,0.0,0.0,156.0,72.0
Arab Contractors Sporting Club - Nasr Road,127.0,1137.0,0.0,0.0,0.0,48.0,88.0,0.0,0.0,0.0,1264.0,136.0
Arab Contractors Sporting Club (Nasr Rd.),103.0,0.0,89.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,192.0,100.0
Arab Engineering & Construction Company (Shubra Al Kheima),813.0,854.0,715.0,265.0,0.0,132.0,768.0,412.0,116.0,0.0,2647.0,1428.0
Arab Investment Bank (Faisal St.),0.0,0.0,41.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,41.0,80.0
Arab Maadi,18.0,6168.0,270.0,0.0,0.0,222.8928709529526,3572.0,360.0,0.0,0.0,6456.0,4154.892870952953
Arab Specialized Hospital (Gesr Al Suez),251.0,5686.0,470.0,0.0,0.0,396.0,532.0,188.0,0.0,0.0,6407.0,1116.0
Arab Tuweila,0.0,2668.0,242.0,0.0,567.0,0.0,792.0,0.0,0.0,448.0,3477.0,1240.0
Arabella Square,346.0,0.0,90.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,436.0,264.0
Aramex (10th of Ramadan),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arayes (Maadi),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ard El Lewaa,0.0,1532.0,0.0,0.0,0.0,0.0,2224.0,0.0,0.0,0.0,1532.0,2224.0
Ard Khedr Pedestrian Bridge (Shubra Al Kheima),391.0,4289.0,0.0,1639.0,0.0,360.0,2536.0,0.0,228.0,0.0,6319.0,3124.0
Arkadia Mall,36.0,59.0,22.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,117.0,32.0
Armed Forces Medical Complex (Kobry Al Qobba),204.0,608.0,692.0,0.0,0.0,0.0,152.0,280.0,0.0,0.0,1504.0,432.0
Arts Academy (Al Omraneyya ),0.0,0.0,81.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,81.0,240.0
Asfour Mosque ( Ibrahim Bek ),240.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,240.0,168.0
Ashrafco Tyres (Nasr City),306.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,306.0,220.0
Asmarat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aswan Pedestrian Bridge (Shubra Al Kheima),967.0,103.0,578.0,0.0,0.0,468.0,112.0,196.0,0.0,0.0,1648.0,776.0
Ataba,345.0,1664.0,120.0,0.0,0.0,652.0,1960.0,68.0,0.0,0.0,2129.0,2680.0
Atfal Misr Hospital ( Abou Al Reesh ),0.0,0.0,0.0,0.0,0.0,16.0,52.0,0.0,0.0,0.0,0.0,68.0
AUC Bus Station,368.0,0.0,0.0,0.0,0.0,1348.0,0.0,0.0,0.0,0.0,368.0,1348.0
Audi Bank ( Salah Salem St. ),36.0,0.0,0.0,0.0,0.0,192.0,120.0,72.0,0.0,0.0,36.0,384.0
Audi Bank (Salah Salem),0.0,0.0,315.0,0.0,0.0,0.0,128.0,240.0,0.0,0.0,315.0,368.0
Autostrad & Al Moneeb Axis,414.0,1661.0,54.0,0.0,0.0,272.0,1564.0,20.0,0.0,0.0,2129.0,1856.0
Autostrad Entrance from Al Abageyya,168.0,0.0,0.0,0.0,0.0,116.0,88.0,0.0,0.0,0.0,168.0,204.0
Autostrad Entrance from Al Maasra,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,284.0
Autostrad Pedestrian Al Shaq,0.0,947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,0.0
Autostrad Tunnel,0.0,67.0,27.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,94.0,36.0
Awlad Ragab Plumbing (6th of October),0.0,129.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,129.0,40.0
Awlad Sokkar St. & Bigam Rd.,0.0,1044.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,1044.0,696.0
Awwal Abbas Al Akkad,58.0,4269.0,975.0,0.0,0.0,108.0,4974.540913896487,1820.0,0.0,0.0,5302.0,6902.540913896487
Awwal Makram Ebeid,17.0,3148.7372238461962,3030.0,0.0,0.0,156.0,2068.9103938889393,3036.0,0.0,0.0,6195.737223846196,5260.910393888939
Awwel Al Eshreen (Zenin),0.0,5676.0,826.0,0.0,0.0,0.0,2064.0,500.0,0.0,0.0,6502.0,2564.0
Awwel Al Zawya,119.0,0.0,54.0,0.0,0.0,136.0,0.0,84.0,0.0,0.0,173.0,220.0
Awwel Al Zawya Bus Station,26.0,1876.0,22.0,0.0,0.0,20.0,1288.0,32.0,0.0,0.0,1924.0,1340.0
Awwel El Zawya Station,268.0,0.0,44.0,0.0,0.0,220.0,0.0,136.0,0.0,0.0,312.0,356.0
Azhar University City for Boys,1344.0,0.0,0.0,0.0,0.0,776.0,0.0,0.0,0.0,0.0,1344.0,776.0
Azhari Institute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azhari Institute (Ahmed Helmy St.),1024.0,1454.0,0.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,2478.0,384.0
B Tech (Ahmed Oraby St),92.0,492.0,882.0,0.0,0.0,68.0,0.0,92.0,0.0,0.0,1466.0,160.0
Bab Al Fotouh ( Al Gamalia ),23.0,0.0,27.0,0.0,0.0,0.0,76.0,24.0,0.0,0.0,50.0,100.0
Bab Al Karim Mosque - Nahya,0.0,85.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,85.0,240.0
Bab Al Karim Mosque (Nahya),0.0,2669.0,0.0,0.0,0.0,0.0,3456.0,0.0,0.0,0.0,2669.0,3456.0
Bab Al Khalq ( Qalaa St. ),318.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,318.0,100.0
Bab Al Nasr ( Al Gamalia ),0.0,0.0,168.0,0.0,0.0,0.0,76.0,48.0,0.0,0.0,168.0,124.0
Bab Al Shaaria Square,2297.0,0.0,956.0,0.0,0.0,1532.3863178974445,0.0,1464.0,0.0,0.0,3253.0,2996.3863178974443
Bab Al Shaereyya Girls Elementary School,587.0,0.0,144.0,0.0,0.0,511.23734954485553,0.0,184.0,0.0,0.0,731.0,695.2373495448555
Bab Al Shaereyya Hospital,388.0,0.0,98.0,0.0,0.0,424.45423916108786,0.0,56.0,0.0,0.0,486.0,480.45423916108786
Bab Al Sheareyya Metro,41.0,0.0,0.0,0.0,0.0,220.0,0.0,120.0,0.0,0.0,41.0,340.0
Badr,136.0,455.0,0.0,0.0,0.0,288.0,416.0,0.0,0.0,0.0,591.0,704.0
Badr Land,132.0,207.0,23.0,0.0,0.0,96.0,184.0,60.0,0.0,0.0,362.0,340.0
Badr Pharmacy (Helwan Corniche),0.0,265.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,265.0,268.0
Badr Station (Sheikh Zayed),126.0,0.0,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,126.0,372.0
Badrasheen Bus Station,0.0,0.0,0.0,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,840.0
Bahteem,116.0,130.0,0.0,0.0,0.0,192.0,192.0,0.0,0.0,0.0,246.0,384.0
Bahteem Specialized Hospital For Surgery,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,1276.0,648.0
Bahteem Square,0.0,0.0,923.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,923.0,244.0
Bank Al Etihad (South Teseen St.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0
Banque Misr (Abbas Al Akkad),9.0,0.0,115.0,0.0,0.0,28.0,0.0,284.0,0.0,0.0,124.0,312.0
Banque Misr (Aghakhan),437.0,0.0,0.0,2016.0,0.0,352.0,216.0,0.0,1856.0,0.0,2453.0,2424.0
Barageel St.,0.0,518.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,518.0,256.0
Barageel St. (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baron Mall Pedestrian Bridge (Ring Rd.),0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Basateen,872.0,938.0,156.0,0.0,0.0,312.9882005799212,0.0,56.0,0.0,0.0,1966.0,368.9882005799212
Basateen Police Station,24.0,0.0,108.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,132.0,24.0
Basateen Steps (Ring Rd.),0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0
Basha Square (Manial),510.0,0.0,90.0,0.0,0.0,348.0,0.0,48.0,0.0,0.0,600.0,396.0
Bashayer,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0
Bashayer Entrance (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0
Bashteel (Ring Rd.),0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0
Bashtil,0.0,1232.0,526.0,0.0,0.0,0.0,1400.0,816.0,0.0,0.0,1758.0,2216.0
Bashtil El Balad,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0
Basrawy,0.0,4942.0,0.0,0.0,0.0,0.0,4424.0,0.0,0.0,0.0,4942.0,4424.0
Batrawy (Abbas Al Akkad),9.0,0.0,239.0,0.0,0.0,68.0,0.0,600.0,0.0,0.0,248.0,668.0
Bayt Al Karam Al Shamy (Haram St.),77.0,2331.0,116.0,56.0,0.0,60.0,0.0,88.0,72.0,0.0,2580.0,220.0
Bein Al Sarayat Youth Center,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beirut Square (  Korba ),0.0,0.0,118.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,118.0,112.0
Berm Al Tounsi St ( Abou Al Reesh ),45.0,0.0,106.0,0.0,0.0,52.0,0.0,20.0,0.0,0.0,151.0,72.0
Bigam,0.0,2652.0,0.0,0.0,0.0,0.0,1720.0,0.0,0.0,0.0,2652.0,1720.0
Bisco Misr (Al Zaytoun),300.0,3341.0,372.0,0.0,0.0,208.0,3360.0,40.0,0.0,0.0,4013.0,3608.0
Bloom Bank (South Teseen St.),84.0,0.0,36.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,120.0,228.0
Board of Trustees (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bohooth,126.0,1022.0,0.0,0.0,0.0,348.0,728.0,0.0,0.0,0.0,1148.0,1076.0
Bonook (5th Settlement),149.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,149.0,292.0
Brazil St. & 26th of July,62.0,0.0,687.0,0.0,0.0,168.0,0.0,904.0,0.0,0.0,749.0,1072.0
Btech (Masr Wal Sudan St.),955.0,0.0,252.0,0.0,0.0,456.0,0.0,320.0,0.0,0.0,1207.0,776.0
Bulaq Dakrur,669.0,1667.0,772.0,0.0,0.0,368.0,1224.0,992.0,0.0,0.0,3108.0,2584.0
Cairo Airport,2361.0,0.0,115.0,0.0,0.0,1260.0,0.0,60.0,0.0,0.0,2476.0,1320.0
Cairo Airport Station,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0
Cairo Alexandria Agriculture Road Pedestrian Mit Nama,110.0,0.0,0.0,72.0,0.0,136.0,168.0,0.0,192.0,0.0,182.0,496.0
Cairo Club (Opera St.),5.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,5.0,120.0
Cairo Economic Court  (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cairo Economic Court (Ring Rd.),40.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,40.0,16.0
Cairo Fair Metro,89.0,108.0,696.0,0.0,0.0,152.0,92.0,556.0,0.0,0.0,893.0,800.0
Cairo Festival City (South Teseen St.),0.0,0.0,0.0,0.0,0.0,380.0,0.0,48.0,0.0,0.0,0.0,428.0
Cairo Security Directorate,2173.0,0.0,1144.0,0.0,0.0,1270.9537862113264,0.0,1172.0,0.0,0.0,3317.0,2442.9537862113266
Cairo Stadium,0.0,0.0,160.0,0.0,0.0,8.0,0.0,76.0,0.0,0.0,160.0,84.0
Cairo University (Sheikh Zayed),14.0,0.0,0.0,0.0,861.0,0.0,0.0,0.0,0.0,1064.0,875.0,1064.0
Cairo University Bridge,1614.0,0.0,458.0,0.0,0.0,936.0,260.0,396.0,0.0,0.0,2072.0,1592.0
Cairo University Main Gate,1349.0,0.0,451.0,356.0,0.0,924.0,0.0,540.0,0.0,0.0,2156.0,1464.0
Cairo University Metro,9.0,2296.0,595.0,0.0,0.0,12.0,4684.0,360.0,0.0,0.0,2900.0,5056.0
Car Market (Nasr City),0.0,59.0,344.0,0.0,0.0,0.0,36.0,840.0,0.0,0.0,403.0,876.0
Carrefour (Al Gazaer St.),100.0,86.0,0.0,0.0,0.0,102.77729711995931,180.0,0.0,0.0,0.0,186.0,282.7772971199593
Carrefour (Obour),0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0
Carrefour (Ring Rd.),247.0,80.0,0.0,0.0,380.0,220.0,20.0,0.0,0.0,600.0,707.0,840.0
Carrefour (Shorouq City),91.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,91.0,32.0
Carrefour (Tora),0.0,79.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,79.0,524.0
Carrefour Maadi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catholic Cemetery ( Misr Al Qadima ),8.0,0.0,52.0,0.0,0.0,16.0,0.0,32.0,0.0,0.0,60.0,48.0
Cemeteries (Maadi),0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,96.0
Center Cairo Governorate Information Networks,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0
Centeral Al Fustat,0.0,83.0,0.0,0.0,0.0,60.0,0.0,20.0,0.0,0.0,83.0,80.0
Centeral Al Matariya,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,588.0,0.0,298.0,588.0
Centeral Heliopolis (Gesr Al Suez),0.0,156.0,0.0,0.0,0.0,0.0,192.0,16.0,0.0,0.0,156.0,208.0
Central Agency for Public Mobilization and Statistics,53.0,458.0,356.0,0.0,0.0,96.0,92.0,296.0,0.0,0.0,867.0,484.0
Central Agency for Public Moblization and Statistics,180.0,324.0,376.0,0.0,0.0,240.0,0.0,160.0,0.0,0.0,880.0,400.0
Central Bank (Ataba),0.0,0.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,336.0
Central Park (Badr),17.0,24.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,41.0,60.0
Ceramica Cleopatra (Sheikh Zayed),0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0
Child Care Club Association - Al Sayeda Zeinab,292.0,0.0,160.0,0.0,0.0,212.0,0.0,216.0,0.0,0.0,452.0,428.0
CIB (Al Hegaz),0.0,0.0,258.0,0.0,0.0,104.0,100.0,156.0,0.0,0.0,258.0,360.0
CIB (South Teseen St.),71.0,1022.0,18.0,0.0,0.0,76.0,952.0,0.0,0.0,0.0,1111.0,1028.0
CIC - Sheikh Zayed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City Mall (Shorouq City),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
City Stars Mall,222.0,560.0,839.0,0.0,0.0,812.0,728.0,812.0,0.0,0.0,1621.0,2352.0
Civil Registry (Haram),143.0,1704.0,124.0,147.0,0.0,144.0,2420.0,0.0,0.0,0.0,2118.0,2564.0
Civil Registry (Imbaba),200.0,0.0,282.0,0.0,0.0,160.0,0.0,36.0,0.0,0.0,482.0,196.0
Concord Al Salam Hotel (Gesr Al Suez),0.0,0.0,36.0,0.0,0.0,20.0,132.0,32.0,0.0,0.0,36.0,184.0
Concord Plaza (5th Settlement),20.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,20.0,60.0
Conrad Hotel,126.0,0.0,44.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,170.0,8.0
Constitutional Court,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coop (Nasr Al Islam Square),0.0,0.0,116.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,116.0,108.0
Coop Gas Station (Cairo Airport),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coop Gas Station (Helwan Corniche),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coop Gas Station (Om Bayoumi),20.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,20.0,12.0
Coptic Hospital,129.0,0.0,704.0,0.0,0.0,680.0,0.0,328.0,0.0,0.0,833.0,1008.0
Cottonil Factory - Gesr Al Suez,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Credit Agricole (Al Mansoreya Rd.),0.0,0.0,44.0,0.0,0.0,24.0,0.0,20.0,0.0,0.0,44.0,44.0
Criminal Evidence Registery (Abbaseya),73.0,1976.0,659.0,0.0,0.0,16.0,1344.0,172.0,0.0,0.0,2708.0,1532.0
Criminal Investigation Department  (Al Maadi Company St.),9.0,0.0,0.0,0.0,0.0,16.0,180.0,0.0,0.0,0.0,9.0,196.0
Criminal Investigation Department (Al Maadi Company St.),62.0,0.0,0.0,0.0,0.0,148.0,0.0,16.0,0.0,0.0,62.0,164.0
Crystal Asfour ( Masaken Al Wehda ),649.0,0.0,1209.0,553.0,0.0,696.0,0.0,624.0,320.0,0.0,2411.0,1640.0
CTA Garage (Heliopolis),0.0,840.0,90.0,0.0,0.0,0.0,952.0,0.0,0.0,0.0,930.0,952.0
Czesch Republic Embassy (Dokki),309.0,0.0,22.0,640.0,0.0,48.0,0.0,36.0,72.0,0.0,971.0,156.0
Dabsha ( Al Zaytoun),392.0,1471.0,1641.0,23.0,0.0,324.0,636.0,332.0,0.0,0.0,3527.0,1292.0
Dabsha (Al Zaytoun),442.0,177.0,81.0,0.0,0.0,244.0,0.0,264.0,0.0,0.0,700.0,508.0
Dandy Mall,0.0,404.0,0.0,0.0,0.0,0.0,912.0,0.0,0.0,0.0,404.0,912.0
Dar Al Foad Hospital (6th of October),56.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0
Dar Al Mohandeseen Club (Helwan),0.0,254.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0,0.0,254.0,456.0
Dar Al Mona (Alexandria Desert Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dar Al Salam,0.0,942.0,0.0,0.0,0.0,0.0,784.0,0.0,0.0,0.0,942.0,784.0
Dar Al Salam Police Station,576.0,0.0,207.0,0.0,0.0,147.36082664053552,0.0,24.0,0.0,0.0,783.0,171.36082664053552
Dar El Salam,0.0,4095.0,0.0,0.0,0.0,0.0,1792.0,0.0,0.0,0.0,4095.0,1792.0
Dar Misr Square (Shorouq City),0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0
Darb 1718,690.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,0.0
Darb Al Saqia ( Manshiyat Nasser ),94.0,276.0,117.0,0.0,0.0,40.0,672.0,20.0,0.0,0.0,487.0,732.0
Dawaran Shubra,56.0,0.0,319.0,0.0,0.0,64.0,0.0,168.0,0.0,0.0,375.0,232.0
Degla Azhari Language School (Zahraa Al Maadi),0.0,0.0,46.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,46.0,16.0
Diamonds Mall (6th of October),0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
Didi Mall (1st Settlement),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctors Tower (Nasr City),1248.0,187.0,1179.0,0.0,0.0,736.0,336.0,1908.0,0.0,0.0,2614.0,2980.0
Documentation Center (Bolak),148.0,0.0,57.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,205.0,56.0
Dokki,201.0,0.0,0.0,0.0,0.0,48.0,0.0,72.0,0.0,0.0,201.0,120.0
Dokki Metro,912.0,0.0,0.0,0.0,0.0,292.0,0.0,48.0,0.0,0.0,912.0,340.0
Dokki Square,1182.0,0.0,0.0,0.0,0.0,648.0,0.0,0.0,0.0,0.0,1182.0,648.0
Dolce,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Dolphin Mall,0.0,0.0,0.0,0.0,0.0,88.0,8.0,0.0,0.0,0.0,0.0,96.0
Dorat Al Karaz Mall,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,252.0
Downtown Mall,345.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,345.0,136.0
Dreamland,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,0.0,1020.0
