Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
KFC (Gameat Al Dowal St.),725.0,1733.0,1333.0,2525.0,2458.0,3858.0,POINT (326804.3868561252 3326281.323862945),0.2949552481692433,0.34551581130119235,0.2949552481692433,0.34551581130119235,Informal,Informal,False
Khair Zaman (Autostrad Zahraa Al Maadi),69.0,0.0,133.0,0.0,69.0,133.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Khalafawi Square,772.0,3537.0,1088.0,5285.0,4309.0,6373.0,POINT (331296.06226058304 3330912.7183916494),0.1791598978881411,0.17072022595324024,0.1791598978881411,0.17072022595324024,Informal,Informal,False
Khalil Agha Military School,395.0,0.0,555.0,0.0,395.0,555.0,POINT (332491.065107821 3326603.870800458),1.0,1.0,1.0,1.0,Formal,Formal,False
Khedr Al Touny (Al Tayaran),375.0,0.0,1031.0,0.0,375.0,1031.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Khedr Al Touny Exit to Al Tayaran,1095.0,66.0,1619.0,162.0,1161.0,1781.0,,0.9431524547803618,0.9090398652442448,0.9431524547803618,0.9090398652442448,Formal,Formal,False
Kheir Zaman (Ahmed Al Zomor),384.0,0.0,648.0,0.0,384.0,648.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Kheir Zaman Al Mehwar Al Markazi (6th of October),0.0,623.0,0.0,1143.0,623.0,1143.0,POINT (301025.2290404321 3317497.3065246036),0.0,0.0,0.0,0.0,Informal,Informal,False
Khosous,282.0,476.0,466.0,1168.0,758.0,1634.0,POINT (338552.75821674155 3338056.879051679),0.3720316622691293,0.28518971848225216,0.3720316622691293,0.28518971848225216,Informal,Informal,False
Kia Motors (Joseph Tito St.),90.0,0.0,90.0,0.0,90.0,90.0,POINT (345122.3577448465 3334982.6251242207),1.0,1.0,1.0,1.0,Formal,Formal,False
Kids Land (Mostafa Al Nahas),953.0,656.0,1413.0,784.0,1609.0,2197.0,,0.5922933499067744,0.6431497496586254,0.5922933499067744,0.6431497496586254,Formal,Formal,False
Kilo 4 & Half Bus Station,5608.0,2180.0,10768.0,4624.0,7788.0,15392.0,POINT (344003.868119364 3328659.072297451),0.7200821777092964,0.6995841995841996,0.7200821777092964,0.6995841995841996,Formal,Formal,False
Kit Kat District,1168.0,56.0,2484.0,56.0,1224.0,2540.0,POINT (328203.2124385714 3327996.024345597),0.954248366013072,0.9779527559055118,0.954248366013072,0.9779527559055118,Formal,Formal,False
Kit Kat Square,4868.0,4336.0,8036.0,6120.0,9204.0,14156.0,POINT (327801.71897558926 3327411.1730712573),0.5289004780530204,0.5676744843176038,0.5289004780530204,0.5676744843176038,Formal,Formal,False
Kobry Al Qobba,4571.0,2001.0,7967.0,4753.0,6572.0,12720.0,POINT (335437.9228704699 3329601.719843752),0.6955264759586123,0.6263364779874214,0.6955264759586123,0.6263364779874214,Formal,Formal,False
Kobry Orabi,10188.0,12884.0,17676.0,19328.0,23072.0,37004.0,POINT (331414.5668603637 3333599.4430274353),0.4415742024965326,0.47767808885525886,0.4415742024965326,0.47767808885525886,Informal,Informal,False
Koleyet Al Banat (Azhar University),696.0,0.0,912.0,0.0,696.0,912.0,POINT (338504.5987173725 3325811.732106701),1.0,1.0,1.0,1.0,Formal,Formal,False
Konayyesa (Moneeb),1271.0,823.0,1431.0,1251.0,2094.0,2682.0,POINT (326091.2854036296 3318519.519512567),0.6069723018147087,0.5335570469798657,0.6069723018147087,0.5335570469798657,Formal,Formal,False
Korba District,2264.0,4537.0,3556.0,6237.0,6801.0,9793.0,POINT (338414.04191262124 3330219.4044532184),0.3328922217320982,0.3631165117941387,0.3328922217320982,0.3631165117941387,Informal,Informal,False
Koshary Abu Hanafy (Al Moqattam),298.0,0.0,906.0,0.0,298.0,906.0,POINT (339005.82833052764 3319920.547654274),1.0,1.0,1.0,1.0,Formal,Formal,False
Koshary Al Tahrir (Nasr St.),0.0,524.0,0.0,956.0,524.0,956.0,POINT (334512.8037118878 3317366.998938304),0.0,0.0,0.0,0.0,Informal,Informal,False
Koshary Aladin (Shobra),1922.0,0.0,3914.0,0.0,1922.0,3914.0,POINT (331052.9719532791 3327944.412715284),1.0,1.0,1.0,1.0,Formal,Formal,False
Koshary Hend ( Masaken Al Wehda),961.0,0.0,2385.0,0.0,961.0,2385.0,POINT (332474.9913825131 3334325.011668787),1.0,1.0,1.0,1.0,Formal,Formal,False
Language Institute (Al Qobba),1516.0,0.0,2932.0,0.0,1516.0,2932.0,POINT (336110.7259556211 3329035.485992841),1.0,1.0,1.0,1.0,Formal,Formal,False
Laylat Al Qadr Station,350.0,93.0,718.0,93.0,443.0,811.0,POINT (297736.4930064696 3314651.7854264723),0.7900677200902935,0.8853267570900123,0.7900677200902935,0.8853267570900123,Formal,Formal,False
Leather and Tanning Company (Autostrad),220.0,78.0,252.0,134.0,298.0,386.0,POINT (333750.98970112647 3320040.1731520565),0.738255033557047,0.6528497409326425,0.738255033557047,0.6528497409326425,Formal,Formal,False
Lebanon Square,46.0,102.0,158.0,102.0,148.0,260.0,POINT (325838.1429005988 3326748.2404165417),0.3108108108108108,0.6076923076923076,0.3108108108108108,0.6076923076923076,Informal,Formal,True
Lebanon Square (Medan Lebnan),0.0,0.0,0.0,680.0,0.0,680.0,,,0.0,,0.0,Informal,Informal,False
Lebanon Square Station,2797.0,1276.0,5649.0,2856.0,4073.0,8505.0,,0.6867174073164743,0.6641975308641975,0.6867174073164743,0.6641975308641975,Formal,Formal,False
Libya St,422.0,0.0,782.0,0.0,422.0,782.0,POINT (331528.5135676286 3334988.4028539318),1.0,1.0,1.0,1.0,Formal,Formal,False
Lotfy Al Sayed St & Masr Wal Sudan St,1504.0,61.0,3800.0,801.0,1565.0,4601.0,POINT (333535.31564849336 3328306.5070239753),0.9610223642172524,0.8259074114322973,0.9610223642172524,0.8259074114322973,Formal,Formal,False
Lux School (Al Marg),569.0,0.0,1169.0,0.0,569.0,1169.0,POINT (339058.4104325955 3337507.1104200077),1.0,1.0,1.0,1.0,Formal,Formal,False
Maadi Corniche Exit to Ring Rd.,0.0,265.0,24.0,265.0,265.0,289.0,,0.0,0.08304498269896193,0.0,0.08304498269896193,Informal,Informal,False
Maadi Metro Station,0.0,1610.0,0.0,2858.0,1610.0,2858.0,POINT (331835.3307236105 3315650.553445633),0.0,0.0,0.0,0.0,Informal,Informal,False
Maadi Military Hospital,699.0,1124.0,1227.0,1884.0,1823.0,3111.0,POINT (330136.3612447324 3316535.010521787),0.3834339001645639,0.3944069431051109,0.3834339001645639,0.3944069431051109,Informal,Informal,False
Maasara Autostrad,0.0,546.0,0.0,1014.0,546.0,1014.0,POINT (335699.2680061938 3310379.976177167),0.0,0.0,0.0,0.0,Informal,Informal,False
Macdonald's (Mergheny St.),712.0,0.0,1252.0,40.0,712.0,1292.0,POINT (339514.87575053936 3329607.0058797556),1.0,0.9690402476780186,1.0,0.9690402476780186,Formal,Formal,False
Madbah ( Magra Al Oyoun),841.0,0.0,1333.0,52.0,841.0,1385.0,POINT (330291.1046690845 3322404.8005108694),1.0,0.9624548736462094,1.0,0.9624548736462094,Formal,Formal,False
Madbah Steps (Ring Rd.),224.0,183.0,288.0,183.0,407.0,471.0,POINT (331218.11536137236 3336681.8337764996),0.5503685503685504,0.6114649681528662,0.5503685503685504,0.6114649681528662,Formal,Formal,False
Madinat Al Bo'oth Al Eslamyya,124.0,0.0,172.0,0.0,124.0,172.0,POINT (333905.13722875377 3325842.717834923),1.0,1.0,1.0,1.0,Formal,Formal,False
Madinat Al Talaba,1134.0,2263.0,2426.0,2206.8898608578984,3397.0,3963.134190786282,POINT (326534.1648127758 3328066.603317287),0.33382396231969386,0.6121417754766169,0.33382396231969386,0.6121417754766169,Informal,Formal,True
Magda Square,327.0,233.0,635.0,433.0,560.0,1068.0,POINT (301458.56709753023 3317866.8756298767),0.5839285714285715,0.5945692883895131,0.5839285714285715,0.5945692883895131,Formal,Formal,False
Magra Al Oyoun (Salah Salem),2445.0,14108.0,3633.0,29636.0,16553.0,33269.0,POINT (331403.8493586143 3322066.7812571786),0.14770736422400774,0.10920075746190147,0.14770736422400774,0.10920075746190147,Informal,Informal,False
Mahmoudeya Housing (Al Moqattam),54.0,0.0,174.0,0.0,54.0,174.0,POINT (339589.8375226697 3320567.1929618465),1.0,1.0,1.0,1.0,Formal,Formal,False
Mahmoudeya Station,402.0,2143.0,602.0,5383.0,2545.0,5985.0,POINT (345348.9552375355 3317071.6789688915),0.15795677799607072,0.10058479532163743,0.15795677799607072,0.10058479532163743,Informal,Informal,False
Makram Ebeid and Mostafa Al Nahas,217.0,889.0,725.0,889.0,1106.0,1614.0,,0.1962025316455696,0.44919454770755884,0.1962025316455696,0.44919454770755884,Informal,Informal,False
Mall of Arabia,153.0,487.0,365.0,727.0,640.0,1092.0,POINT (304459.019408121 3320784.880747281),0.2390625,0.3342490842490842,0.2390625,0.3342490842490842,Informal,Informal,False
Mall of Egypt,0.0,224.0,0.0,600.0,224.0,600.0,POINT (308316.61318398966 3317174.0306841545),0.0,0.0,0.0,0.0,Informal,Informal,False
Manial Shiha Elementary School,0.0,1034.0,0.0,1670.0,1034.0,1670.0,POINT (330486.6083100269 3314620.2041829564),0.0,0.0,0.0,0.0,Informal,Informal,False
Manial Shiha Post Office,0.0,1914.0,0.0,2570.0,1914.0,2570.0,POINT (329423.6283070485 3315664.0590979825),0.0,0.0,0.0,0.0,Informal,Informal,False
Manshiyat Al Bakri Steps (Ring Rd.),0.0,9.0,0.0,161.0,9.0,161.0,POINT (321159.499465216 3321483.8502717004),0.0,0.0,0.0,0.0,Informal,Informal,False
Manshiyat Al Bakry General Hospital,128.0,80.0,200.0,96.0,208.0,296.0,POINT (336863.52246018837 3330253.7106792135),0.6153846153846154,0.6756756756756757,0.6153846153846154,0.6756756756756757,Formal,Formal,False
Manshiyat Al Gamal,1384.0,0.0,2540.0,0.0,1384.0,2540.0,POINT (333519.4454461363 3330484.979252727),1.0,1.0,1.0,1.0,Formal,Formal,False
Manshiyat Nasser,648.0,3590.0,1368.0,5566.0,4238.0,6934.0,POINT (333356.49085450737 3324285.1655019154),0.15290231241151486,0.1972887222382463,0.15290231241151486,0.1972887222382463,Informal,Informal,False
Manshiyat Nasser Bus Station - North,316.0,760.0,604.0,2716.0,1076.0,3320.0,,0.2936802973977695,0.1819277108433735,0.2936802973977695,0.1819277108433735,Informal,Informal,False
Marioteya Rd. & Faisal St.,533.0,1477.0,773.0,2401.0,2010.0,3174.0,POINT (321275.1973958967 3319520.458103213),0.2651741293532338,0.24354127284183996,0.2651741293532338,0.24354127284183996,Informal,Informal,False
Marioteya Tunnel Entrance,0.0,1754.0,0.0,2990.0,1754.0,2990.0,POINT (321055.0644678284 3319643.16927109),0.0,0.0,0.0,0.0,Informal,Informal,False
Marioteya Tunnel Exit,0.0,6480.0,0.0,9800.0,6480.0,9800.0,POINT (321060.6858630873 3319656.9409781643),0.0,0.0,0.0,0.0,Informal,Informal,False
Marioteyya,0.0,185.0,0.0,269.0,185.0,269.0,POINT (320747.5553481258 3321392.0124068316),0.0,0.0,0.0,0.0,Informal,Informal,False
Markaz Al Nakheel (6th of October),23.0,635.0,23.0,1427.0,658.0,1450.0,POINT (297687.2257181102 3316624.6547744432),0.034954407294832825,0.015862068965517243,0.034954407294832825,0.015862068965517243,Informal,Informal,False
Maryam Pharmacy ( Faisal St.),625.0,560.0,1769.0,1936.0,1185.0,3705.0,,0.5274261603375527,0.4774628879892038,0.5274261603375527,0.4774628879892038,Formal,Informal,True
Masaken Ain Shams,709.0,7039.0,1549.0,13603.0,7748.0,15152.0,POINT (341217.1067944082 3335035.9724624683),0.09150748580278782,0.10223072861668427,0.09150748580278782,0.10223072861668427,Informal,Informal,False
Masaken Ain Shams Station,3343.0,0.0,5063.0,0.0,3343.0,5063.0,POINT (341048.22521831933 3334991.4107124666),1.0,1.0,1.0,1.0,Formal,Formal,False
Masaken Al Abd (Al Salam),521.0,0.0,777.0,96.0,521.0,873.0,POINT (346789.00888758927 3338700.6322026826),1.0,0.8900343642611683,1.0,0.8900343642611683,Formal,Formal,False
Masaken Al Kendy,121.0,2044.0,313.0,2388.0,2165.0,2701.0,POINT (335340.7287610724 3319136.1751917927),0.0558891454965358,0.1158830062939652,0.0558891454965358,0.1158830062939652,Informal,Informal,False
Masaken Al Shrouq,868.0,0.0,1844.0,0.0,868.0,1844.0,POINT (342748.24794418033 3327682.0520676905),1.0,1.0,1.0,1.0,Formal,Formal,False
Masaken Al Wadi Al Qadeem (Al Salam),255.0,0.0,475.0,0.0,255.0,475.0,POINT (347161.2959491907 3339193.278582522),1.0,1.0,1.0,1.0,Formal,Formal,False
Masaken Al Wehda,403.0,0.0,595.0,0.0,403.0,595.0,POINT (332217.0505658911 3333307.6265326687),1.0,1.0,1.0,1.0,Formal,Formal,False
Masaken Almaza,542.0,564.0,1102.0,964.0,1106.0,2066.0,POINT (340861.63441811636 3329925.6694199173),0.49005424954792043,0.5333978702807357,0.49005424954792043,0.5333978702807357,Informal,Formal,True
Masaken Betcho Bus Station,520.0,505.0,688.0,1537.0,1025.0,2225.0,,0.5073170731707317,0.3092134831460674,0.5073170731707317,0.3092134831460674,Formal,Informal,True
Masaken Helmeyet Al Zatoun,0.0,69.0,0.0,69.0,69.0,69.0,POINT (338964.7645319548 3332975.9771320834),0.0,0.0,0.0,0.0,Informal,Informal,False
Masaken Isbiko St.,117.0,0.0,221.0,96.0,117.0,317.0,POINT (346962.80775248446 3339478.189313097),1.0,0.6971608832807571,1.0,0.6971608832807571,Formal,Formal,False
Masaken Sheraton,828.0,0.0,884.0,0.0,828.0,884.0,POINT (344432.9243237694 3331568.637068443),1.0,1.0,1.0,1.0,Formal,Formal,False
Masaken Zainhom Station,2999.0,0.0,4103.0,0.0,2999.0,4103.0,POINT (330670.9468314713 3322602.2900206945),1.0,1.0,1.0,1.0,Formal,Formal,False
Mashyakhet Al Azhar Al Sharif,1375.0,1132.0,2251.0,1492.0,2507.0,3743.0,POINT (333331.9896575223 3325098.1974782078),0.5484642999601117,0.6013892599519103,0.5484642999601117,0.6013892599519103,Formal,Formal,False
Maspero Exit (15th of May Bridge),924.0,868.0,1724.0,1100.0,1792.0,2824.0,POINT (329286.8522171367 3326217.9289701874),0.515625,0.6104815864022662,0.515625,0.6104815864022662,Formal,Formal,False
Masraweya,415.0,0.0,783.0,0.0,415.0,783.0,POINT (352996.8252074601 3322566.7175443843),1.0,1.0,1.0,1.0,Formal,Formal,False
Massalah Gadeeda (Al Matareyya),726.0,55.0,1278.0,55.0,781.0,1333.0,POINT (336331.93466528214 3334165.1179974554),0.9295774647887324,0.9587396849212303,0.9295774647887324,0.9587396849212303,Formal,Formal,False
Mastoura Mosque (Al Moqattam),0.0,520.0,0.0,808.0,520.0,808.0,POINT (337544.3714994429 3320914.452717671),0.0,0.0,0.0,0.0,Informal,Informal,False
Matbaa Station,5903.0,8659.0,9703.0,14663.0,14562.0,24366.0,,0.4053701414640846,0.3982188295165394,0.4053701414640846,0.3982188295165394,Informal,Informal,False
Mazallat,2424.0,1022.0,3412.0,2102.0,3446.0,5514.0,POINT (331064.98348279134 3331711.519626264),0.7034242600116076,0.6187885382662314,0.7034242600116076,0.6187885382662314,Formal,Formal,False
Mazallat Station,639.0,0.0,1915.0,0.0,639.0,1915.0,POINT (331007.0937492256 3331387.4710306274),1.0,1.0,1.0,1.0,Formal,Formal,False
Mazar Mall,15.0,0.0,111.0,0.0,15.0,111.0,POINT (303535.8976458956 3326446.6514544133),1.0,1.0,1.0,1.0,Formal,Formal,False
Mazlaqan Ain Shams,1307.0,609.0,2531.0,1165.0,1916.0,3696.0,POINT (338470.5127504518 3334653.099492556),0.6821503131524008,0.6847943722943723,0.6821503131524008,0.6847943722943723,Formal,Formal,False
Mazlaqan Al Deweqa,1193.0,848.0,2209.0,1916.0,2041.0,4125.0,POINT (334805.182472219 3325512.81590594),0.5845173934345909,0.5355151515151515,0.5845173934345909,0.5355151515151515,Formal,Formal,False
Mazlaqan Om Khinan (Al Hawamdeyya),0.0,522.0,0.0,910.0,522.0,910.0,POINT (332720.93342057924 3310302.6973264115),0.0,0.0,0.0,0.0,Informal,Informal,False
MCS Oil (Zahraa Al Maadi ),759.0,0.0,1687.0,0.0,759.0,1687.0,POINT (337869.5414254551 3316031.77524732),1.0,1.0,1.0,1.0,Formal,Formal,False
MCS Oil (Zahraa Al Maadi),69.0,0.0,117.0,0.0,69.0,117.0,POINT (337889.9428357942 3316011.8882094696),1.0,1.0,1.0,1.0,Formal,Formal,False
Mechanical Kharaata Workshop,151.0,0.0,443.0,0.0,151.0,443.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Metro (Misr Helwan Rd.),118.0,0.0,217.34896918326976,0.0,118.0,235.61364227398383,POINT (331048.876257707 3316178.6242013993),1.0,0.9224804093921057,1.0,0.9224804093921057,Formal,Formal,False
Mffco Helwan (Helwan Corniche),39.0,369.0,51.0,597.0,408.0,648.0,POINT (335654.39342923823 3301590.677155796),0.09558823529411764,0.0787037037037037,0.09558823529411764,0.0787037037037037,Informal,Informal,False
Military Academy Stadium (Sheraton),1217.0,229.0,1809.0,589.0,1446.0,2398.0,POINT (342792.2958716551 3332378.8489330607),0.8416320885200553,0.7543786488740617,0.8416320885200553,0.7543786488740617,Formal,Formal,False
Ministry of Agriculture (Dokki),130.0,1601.0,178.0,2333.0,1731.0,2511.0,POINT (327601.96370174363 3324959.9839958046),0.07510109763142692,0.07088809239346874,0.07510109763142692,0.07088809239346874,Informal,Informal,False
Ministry Of Higher Education,1067.0,0.0,1719.0,0.0,1067.0,1719.0,POINT (339996.83079375525 3324154.0598585233),1.0,1.0,1.0,1.0,Formal,Formal,False
Ministry of Irrigation (Warraq),271.0,2188.0,403.0,5872.0,2459.0,6275.0,POINT (328956.7326887838 3330247.725553564),0.11020740138267589,0.06422310756972112,0.11020740138267589,0.06422310756972112,Informal,Informal,False
Ministry Of Youth And Sports,89.0,1890.0,505.0,4510.0,1979.0,5015.0,POINT (326968.54239541397 3326894.0796127524),0.0449722081859525,0.10069790628115653,0.0449722081859525,0.10069790628115653,Informal,Informal,False
Misr 2000,0.0,948.0,0.0,948.0,948.0,948.0,POINT (349490.9119566394 3324084.3555551064),0.0,0.0,0.0,0.0,Informal,Informal,False
Misr Al Gadida Military Hospital,343.0,1356.0,543.0,1608.0,1699.0,2151.0,POINT (339357.5663972689 3332515.7036897843),0.201883460859329,0.2524407252440725,0.201883460859329,0.2524407252440725,Informal,Informal,False
Misr Al Qadima Police Department,161.0,0.0,161.0,36.0,161.0,197.0,POINT (331574.13494970603 3320835.5365778888),1.0,0.817258883248731,1.0,0.817258883248731,Formal,Formal,False
Misr Al Qadimah,48.0,0.0,48.0,0.0,48.0,48.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Misr Al Qadmina Post Office,221.0,578.0,281.0,650.0,799.0,931.0,,0.2765957446808511,0.30182599355531686,0.2765957446808511,0.30182599355531686,Informal,Informal,False
Misr Al Wosta Electricity Company (Al Bahr Al Aazam St.),0.0,55.0,56.0,127.0,55.0,183.0,POINT (327840.21252867335 3319475.010210729),0.0,0.30601092896174864,0.0,0.30601092896174864,Informal,Informal,False
Misr El Qadima District Presidency,222.0,664.0,250.0,1448.0,886.0,1698.0,POINT (330165.06998035754 3321830.830293656),0.2505643340857788,0.14723203769140164,0.2505643340857788,0.14723203769140164,Informal,Informal,False
Misr El Qadima Police Department,0.0,164.0,20.0,164.0,164.0,184.0,POINT (331627.5833938214 3320918.4631043547),0.0,0.10869565217391304,0.0,0.10869565217391304,Informal,Informal,False
Misr Gas Station (Giza Square),2009.0,4296.0,3249.0,8876.0,6305.0,12125.0,POINT (327215.76521833456 3321739.4479053435),0.3186360031720856,0.2679587628865979,0.3186360031720856,0.2679587628865979,Informal,Informal,False
Misr Petroleum - Masaken Al Wehda,186.0,0.0,522.0,0.0,186.0,522.0,POINT (332217.52028583165 3333196.3498835946),1.0,1.0,1.0,1.0,Formal,Formal,False
Misr Petroleum (Port Said St.),648.0,0.0,1004.0,0.0,648.0,1004.0,POINT (333463.832626418 3329303.4153922964),1.0,1.0,1.0,1.0,Formal,Formal,False
Misr Petroleum Gas Station (Badrasheen),0.0,264.0,0.0,552.0,264.0,552.0,POINT (332216.7882934434 3303446.116786606),0.0,0.0,0.0,0.0,Informal,Informal,False
Misr Public Library (Port Said St.),934.0,0.0,2042.0,0.0,934.0,2042.0,POINT (333641.46017540706 3329758.376438134),1.0,1.0,1.0,1.0,Formal,Formal,False
Misr Sudan (7th District Nasr City),592.0,0.0,912.0,160.0,592.0,1072.0,,1.0,0.8507462686567164,1.0,0.8507462686567164,Formal,Formal,False
Misr University for Sciences and Technology (MUST),0.0,93.0,32.0,93.0,93.0,125.0,POINT (303707.8129749813 3320243.3610298824),0.0,0.256,0.0,0.256,Informal,Informal,False
Mit Halfa - Cairo Alexandria Agriculture Road,52.0,174.0,196.0,510.0,226.0,706.0,POINT (329356.93469296227 3338135.1925333496),0.23008849557522124,0.2776203966005666,0.23008849557522124,0.2776203966005666,Informal,Informal,False
Mit Halfa ( Cairo Alexandria Agriculture Rd. ),170.0,965.0,378.0,1265.0,1135.0,1643.0,POINT (329340.70975596656 3338160.042173492),0.14977973568281938,0.23006695069993913,0.14977973568281938,0.23006695069993913,Informal,Informal,False
Mit Nama Steps (Cairo Alexandria Agriculture Rd.),78.0,45.0,206.0,193.0,123.0,399.0,POINT (329612.03503564215 3335946.938485393),0.6341463414634146,0.5162907268170426,0.6341463414634146,0.5162907268170426,Formal,Formal,False
MIU (Obour),0.0,184.0,16.0,696.0,184.0,712.0,POINT (354703.7777262804 3338176.0187715827),0.0,0.02247191011235955,0.0,0.02247191011235955,Informal,Informal,False
Moasasset Al Zakah,208.0,0.0,208.0,0.0,208.0,208.0,POINT (344308.9618126212 3338340.662032172),1.0,1.0,1.0,1.0,Formal,Formal,False
Moassasa,962.0,9315.0,2166.0,18495.0,10277.0,20661.0,POINT (330603.1645356283 3333698.7024603784),0.09360708377931302,0.10483519674749528,0.09360708377931302,0.10483519674749528,Informal,Informal,False
Moassasa Pedestrian Bridge,78.0,193.0,114.0,341.0,271.0,455.0,POINT (329799.7590523247 3335219.5697004166),0.2878228782287823,0.25054945054945055,0.2878228782287823,0.25054945054945055,Informal,Informal,False
