Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
Faculty of Agriculture (Cairo University),889.0,178.0,1465.0,178.0,1067.0,1643.0,POINT (327546.7185101669 3322286.422332933),0.8331771321462043,0.891661594643944,0.8331771321462043,0.891661594643944,Formal,Formal,False
Faculty of Commerce (Cairo University),59.0,270.0,91.0,382.0,329.0,473.0,POINT (326964.3507098651 3323287.8307037894),0.17933130699088146,0.19238900634249473,0.17933130699088146,0.19238900634249473,Informal,Informal,False
Faculty of Dentistry - Modern Academy,265.0,0.0,441.0,0.0,265.0,441.0,POINT (337724.5848270423 3319662.5339754964),1.0,1.0,1.0,1.0,Formal,Formal,False
Faculty of Engineering - Cairo University (Sheikh Zayed),0.0,123.0,0.0,123.0,123.0,123.0,POINT (308151.75850284036 3324227.9599061897),0.0,0.0,0.0,0.0,Informal,Informal,False
Faculty of Engineering (Al Azhar University),69.0,216.0,69.0,216.0,285.0,285.0,POINT (334849.3780442828 3327131.6690879934),0.24210526315789474,0.24210526315789474,0.24210526315789474,0.24210526315789474,Informal,Informal,False
Faculty of Engineering (Cairo University),809.0,105.0,1297.0,105.0,914.0,1402.0,POINT (327487.7532129489 3322900.1316148164),0.8851203501094091,0.9251069900142653,0.8851203501094091,0.9251069900142653,Formal,Formal,False
Faculty of Medicine - Ain Shams University,478.0,0.0,602.0,0.0,478.0,602.0,POINT (334339.22354034043 3328580.682286436),1.0,1.0,1.0,1.0,Formal,Formal,False
Faculty of Pharmacy - Modern Academy,128.0,0.0,500.0,0.0,128.0,500.0,POINT (337784.04377877177 3319423.8040287197),1.0,1.0,1.0,1.0,Formal,Formal,False
Faisal,82.0,0.0,82.0,0.0,82.0,82.0,POINT (321269.83514517295 3319531.11147432),1.0,1.0,1.0,1.0,Formal,Formal,False
Faisal Bank (Othman Bin Affan St.),1071.0,0.0,1643.0,0.0,1071.0,1643.0,POINT (340154.54591204756 3330949.352297504),1.0,1.0,1.0,1.0,Formal,Formal,False
Faisal Islamic Bank ( Tahrir St),547.0,0.0,963.0,0.0,547.0,963.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Faisal Islamic Bank (Tahrir St.),321.0,280.0,473.0,280.0,601.0,753.0,POINT (328196.54171395244 3324529.426668098),0.5341098169717138,0.6281540504648074,0.5341098169717138,0.6281540504648074,Formal,Formal,False
Faisal St.,492.0,0.0,1092.0,0.0,492.0,1092.0,POINT (320124.9256677172 3319193.9806845537),1.0,1.0,1.0,1.0,Formal,Formal,False
Faisal Tawabek,123.0,522.0,763.0,2290.0,645.0,3053.0,POINT (322449.6575809254 3320026.0968288295),0.19069767441860466,0.2499181133311497,0.19069767441860466,0.2499181133311497,Informal,Informal,False
Falcon School (Shorouq City),0.0,0.0,32.0,0.0,0.0,32.0,POINT (371246.4521170418 3334533.1749173077),,1.0,,1.0,Informal,Formal,True
Family Land (6th of October),0.0,89.0,0.0,89.0,89.0,89.0,POINT (300103.261746014 3318123.7029351695),0.0,0.0,0.0,0.0,Informal,Informal,False
Farghali Realestate in Bashayer,299.0,0.0,755.0,0.0,299.0,755.0,POINT (298242.246618405 3316962.0209868546),1.0,1.0,1.0,1.0,Formal,Formal,False
Farhety Hall (Port Said St.),945.0,0.0,1653.0,0.0,945.0,1653.0,POINT (333254.3691674309 3328789.687112634),1.0,1.0,1.0,1.0,Formal,Formal,False
Farouq Corner Musuem (Helwan),78.0,787.0,162.0,2111.0,865.0,2273.0,POINT (335351.96030705364 3303035.513724298),0.09017341040462427,0.07127144742630884,0.09017341040462427,0.07127144742630884,Informal,Informal,False
Farouq Square (Maadi),177.0,1634.0,257.0,4070.0,1811.0,4327.0,POINT (331705.554912591 3315347.8934679436),0.097736057426836,0.0593944996533395,0.097736057426836,0.0593944996533395,Informal,Informal,False
Fatma Al Sharbatly Mosque,184.0,0.0,256.0,0.0,184.0,256.0,POINT (350142.56096948916 3320488.975924079),1.0,1.0,1.0,1.0,Formal,Formal,False
Fayda Kamel,0.0,13005.0,0.0,19493.0,13005.0,19493.0,POINT (331961.9806076001 3317407.0702668666),0.0,0.0,0.0,0.0,Informal,Informal,False
Ferdous (Rod Al Farag),1055.0,0.0,1887.0,0.0,1055.0,1887.0,POINT (329972.99560223706 3328823.4509181227),1.0,1.0,1.0,1.0,Formal,Formal,False
Fiat Service Center (Obour),0.0,172.0,80.0,172.0,172.0,252.0,POINT (352880.0388941264 3339617.193263988),0.0,0.31746031746031744,0.0,0.31746031746031744,Informal,Informal,False
Filfil Mosque (Bashtil),0.0,216.0,0.0,216.0,216.0,216.0,POINT (325853.5751802564 3329313.7143880995),0.0,0.0,0.0,0.0,Informal,Informal,False
Fom Al Khalig,2716.0,821.0,3556.0,1081.0,3537.0,4637.0,POINT (329399.91627226106 3322637.631411948),0.7678823862029969,0.7668751347854216,0.7678823862029969,0.7668751347854216,Formal,Formal,False
Fom Al Khalig Police Station,62.0,346.0,78.0,450.0,408.0,528.0,POINT (329554.1107454316 3322778.08235215),0.15196078431372548,0.14772727272727273,0.15196078431372548,0.14772727272727273,Informal,Informal,False
Free Zone (Nasr City),1541.0,0.0,2865.0,0.0,1541.0,2865.0,POINT (340636.97940754786 3323813.5599628096),1.0,1.0,1.0,1.0,Formal,Formal,False
Fustat Market,2024.0,0.0,2692.0,0.0,2024.0,2692.0,POINT (329417.67849784665 3321131.565391051),1.0,1.0,1.0,1.0,Formal,Formal,False
Future University in Egypt (FUE),311.0,110.0,427.0,254.0,421.0,681.0,POINT (354497.5820867263 3322571.467761579),0.7387173396674585,0.6270190895741556,0.7387173396674585,0.6270190895741556,Formal,Formal,False
Galaa Bridge Exit to Dokki,877.0,0.0,1285.0,0.0,877.0,1285.0,POINT (328392.39228306164 3324571.566958889),1.0,1.0,1.0,1.0,Formal,Formal,False
Galal Motors (Basateen),474.0,0.0,850.0,1680.0,474.0,2530.0,POINT (333221.18685564573 3318930.73269933),1.0,0.3359683794466403,1.0,0.3359683794466403,Formal,Informal,True
Galleria 40,56.0,214.0,84.0,294.0,270.0,378.0,POINT (307264.9171109294 3322175.5519214193),0.2074074074074074,0.2222222222222222,0.2074074074074074,0.2222222222222222,Informal,Informal,False
Gamaa St. (Obour),39.0,0.0,55.0,0.0,39.0,55.0,POINT (351532.4979644739 3343160.9750857116),1.0,1.0,1.0,1.0,Formal,Formal,False
Gamal Abd Al Nasser Metro,1054.0,13152.0,1454.0,17952.0,14206.0,19406.0,POINT (330107.79120536725 3326068.342613505),0.0741940025341405,0.07492528084097702,0.0741940025341405,0.07492528084097702,Informal,Informal,False
Gamal Abd Al Nasser Square (5th Settlement),108.0,0.0,252.0,32.0,108.0,284.0,POINT (348719.3632286666 3318834.39568693),1.0,0.8873239436619719,1.0,0.8873239436619719,Formal,Formal,False
Gamal Abd Al Nasser Steps (Ring Rd.),0.0,438.94258488384173,72.0,767.141355230867,438.94258488384173,822.6433447034813,POINT (324182.2345447494 3328191.9681281867),0.0,0.08752274052123053,0.0,0.08752274052123053,Informal,Informal,False
Gamal Al Din Al Banna St. & Al Checheeny St.,0.0,1874.0,0.0,2586.0,1874.0,2586.0,POINT (320807.80585060595 3319986.4582325937),0.0,0.0,0.0,0.0,Informal,Informal,False
Gardenia (Cairo Suez Rd.),278.0,0.0,430.0,0.0,278.0,430.0,POINT (345748.542876846 3328861.7322141514),1.0,1.0,1.0,1.0,Formal,Formal,False
Gardenia Heights (5th Settlement),414.0,0.0,510.0,0.0,414.0,510.0,POINT (352289.98242963187 3318206.820974713),1.0,1.0,1.0,1.0,Formal,Formal,False
Gas (5th Settlement),400.0,456.0,656.0,648.0,856.0,1304.0,POINT (347261.68502220785 3321482.612450633),0.4672897196261682,0.5030674846625767,0.4672897196261682,0.5030674846625767,Informal,Formal,True
Gas Tech Gas Station ( Faisal St.),574.0,1120.0,854.0,3700.0,1694.0,4554.0,POINT (322504.80123619456 3320049.3529827115),0.33884297520661155,0.1875274483970136,0.33884297520661155,0.1875274483970136,Informal,Informal,False
General Company for Land Reclamation,0.0,616.0,0.0,1192.0,616.0,1192.0,POINT (331642.33996117825 3318330.194975407),0.0,0.0,0.0,0.0,Informal,Informal,False
Gesr Al Suez - Taha Hussein,171.0,69.0,275.0,197.0,240.0,472.0,POINT (343659.8397360802 3334543.812388149),0.7125,0.5826271186440678,0.7125,0.5826271186440678,Formal,Formal,False
Gesr Al Suez (Al Qobba),1050.0,1575.0,1938.0,2599.0,2625.0,4537.0,,0.4,0.42715450738373373,0.4,0.42715450738373373,Informal,Informal,False
Gesr El Suez Garage Station,1053.0,960.0,1885.0,960.0,2013.0,2845.0,POINT (342162.1650160641 3334211.0043085525),0.5230998509687034,0.6625659050966608,0.5230998509687034,0.6625659050966608,Formal,Formal,False
Ghamra,6170.0,3403.0,11258.0,4171.0,9573.0,15429.0,POINT (332732.95444064937 3327596.8254136955),0.6445210487830356,0.7296649167152764,0.6445210487830356,0.7296649167152764,Formal,Formal,False
Ghamra Bridge Entrance,274.0,0.0,410.0,0.0,274.0,410.0,POINT (332986.288700793 3328157.1048307875),1.0,1.0,1.0,1.0,Formal,Formal,False
Ghamra Bridge Exit to Cairo University,81.0,0.0,457.0,0.0,81.0,457.0,POINT (333003.0404542692 3328164.771856515),1.0,1.0,1.0,1.0,Formal,Formal,False
Girls' College - Ain Shams University,2845.0,336.0,4601.0,692.0,3181.0,5293.0,,0.8943728387299591,0.8692612884942377,0.8943728387299591,0.8692612884942377,Formal,Formal,False
Giza Bridge Exit to Cairo University,3956.0,2649.0,7040.0,3141.0,6605.0,10181.0,POINT (327552.1008223939 3322091.655765823),0.5989401968205904,0.6914841371181613,0.5989401968205904,0.6914841371181613,Formal,Formal,False
Giza Courthouse Complex,2304.0,5394.0,4096.0,10578.0,7698.0,14674.0,POINT (327265.84597692924 3321324.6920923325),0.2992985190958691,0.2791331606923811,0.2992985190958691,0.2791331606923811,Informal,Informal,False
Giza Directorate of Health Affairs,243.0,507.0,383.0,895.0,750.0,1278.0,POINT (325868.7996565717 3327682.620816884),0.324,0.2996870109546166,0.324,0.2996870109546166,Informal,Informal,False
Giza Governorate Authority,173.0,237.0,217.0,237.0,410.0,454.0,POINT (326377.06442661455 3321115.7543478305),0.4219512195121951,0.4779735682819383,0.4219512195121951,0.4779735682819383,Informal,Informal,False
Giza Helwan Bus Station,384.0,7860.0,592.0,11816.0,8244.0,12408.0,POINT (327879.28462604457 3321845.7653087503),0.046579330422125184,0.04771115409413282,0.046579330422125184,0.04771115409413282,Informal,Informal,False
Giza Metro,0.0,480.0,0.0,1536.0,480.0,1536.0,POINT (327004.06520939583 3321699.2807933325),0.0,0.0,0.0,0.0,Informal,Informal,False
Giza Park (Bashtil),0.0,3254.0,0.0,5686.0,3254.0,5686.0,POINT (325844.8163304972 3328668.425841365),0.0,0.0,0.0,0.0,Informal,Informal,False
Giza Square,5618.0,13117.0,8670.0,24825.0,18735.0,33495.0,POINT (327608.18342135195 3321843.5498947273),0.2998665599145983,0.25884460367218987,0.2998665599145983,0.25884460367218987,Informal,Informal,False
Gladios Garden Compound,0.0,113.0,0.0,113.0,113.0,113.0,POINT (317182.6556060466 3321359.834067143),0.0,0.0,0.0,0.0,Informal,Informal,False
Golf Square (5th Settlement),0.0,0.0,16.0,0.0,0.0,16.0,POINT (346245.4297192006 3319736.3254697747),,1.0,,1.0,Informal,Formal,True
Greek Hospital,1677.0,0.0,2449.0,0.0,1677.0,2449.0,POINT (334292.4682610681 3327430.4997230223),1.0,1.0,1.0,1.0,Formal,Formal,False
Green Hills Club,26.0,0.0,90.0,0.0,26.0,90.0,POINT (368477.6197417653 3337683.458800649),1.0,1.0,1.0,1.0,Formal,Formal,False
Hadaba Wosta (Moqattam),796.0,0.0,1220.0,0.0,796.0,1220.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Hadayek Al Ahram Gate 3,0.0,0.0,0.0,44.0,0.0,44.0,POINT (316183.06572708633 3314608.525297095),,0.0,,0.0,Informal,Informal,False
Hadayek Al Qobba,854.0,2653.0,1462.0,4641.0,3507.0,6103.0,POINT (335247.66389458184 3329662.682779531),0.2435129740518962,0.2395543175487465,0.2435129740518962,0.2395543175487465,Informal,Informal,False
Hadayek Al Qobba Police Station,5048.0,1892.0,6820.0,4104.0,6940.0,10924.0,POINT (334874.20636504795 3330441.8537967936),0.7273775216138328,0.6243134383009886,0.7273775216138328,0.6243134383009886,Formal,Formal,False
Hadayek Al Qobba Youth Center,2521.0,73.0,4605.0,413.0,2594.0,5018.0,POINT (334794.06412710715 3329946.4912678916),0.9718581341557441,0.9176962933439617,0.9718581341557441,0.9176962933439617,Formal,Formal,False
Hadayeq Al Qobba Police Station,995.0,0.0,1423.0,172.0,995.0,1595.0,POINT (335023.4373867119 3330303.826841571),1.0,0.8921630094043888,1.0,0.8921630094043888,Formal,Formal,False
Hadayeq Al Zaytoun School (Al Matareyya St.),2069.0,4060.0,3193.0,6452.0,6129.0,9645.0,POINT (336585.88745054684 3332155.2113562156),0.33757546092347857,0.3310523587350959,0.33757546092347857,0.3310523587350959,Informal,Informal,False
Hall 3 - Cairo Airport,990.0,0.0,1646.0,0.0,990.0,1646.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Hall 4 - Cairo Airport,301.0,0.0,501.0,0.0,301.0,501.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Haram & Marioteya,649.0,2530.0,801.0,4690.0,3179.0,5491.0,POINT (321483.96432520763 3319089.27542655),0.2041522491349481,0.1458750682935713,0.2041522491349481,0.1458750682935713,Informal,Informal,False
Haram Mashaal,237.0,2456.0,1089.0,4744.0,2693.0,5833.0,POINT (320602.2014439022 3318878.525149701),0.08800594132937245,0.18669638265043717,0.08800594132937245,0.18669638265043717,Informal,Informal,False
Haram Mashaal (Al Mansoreya Rd.),492.0,140.0,740.0,224.0,632.0,964.0,POINT (320712.171847812 3318779.5333778947),0.7784810126582279,0.7676348547717843,0.7784810126582279,0.7676348547717843,Formal,Formal,False
Haram St. & Talbeya,132.0,474.0,224.0,558.0,606.0,782.0,POINT (324592.1469824534 3320376.1487209513),0.21782178217821782,0.2864450127877238,0.21782178217821782,0.2864450127877238,Informal,Informal,False
Haram Talbeya,195.0,5392.0,507.0,8236.0,5587.0,8743.0,POINT (324590.26698881225 3320396.127469727),0.034902452120995166,0.0579892485416905,0.034902452120995166,0.0579892485416905,Informal,Informal,False
Haram Tunnel (Al Lebeny St.),338.0,1879.0,490.0,2667.0,2217.0,3157.0,POINT (321440.29696578684 3318897.6504272204),0.15245827695083447,0.15521064301552107,0.15245827695083447,0.15521064301552107,Informal,Informal,False
Hareer St. (Helwan),0.0,1180.0,0.0,1820.0,1180.0,1820.0,POINT (336538.087199236 3302417.0720504844),0.0,0.0,0.0,0.0,Informal,Informal,False
Hazem Hassan Consulting (Alexandria Desert Rd.),0.0,0.0,0.0,216.0,0.0,216.0,POINT (314074.11388173624 3322773.8855594834),,0.0,,0.0,Informal,Informal,False
Health Affairs Directorate - 6th of October,24.0,0.0,60.0,0.0,24.0,60.0,POINT (304286.11686100066 3325617.977469074),1.0,1.0,1.0,1.0,Formal,Formal,False
Health Insurance Hospital (Nasr City),1121.0,0.0,1329.0,0.0,1121.0,1329.0,POINT (338653.8999126897 3326559.1504283184),1.0,1.0,1.0,1.0,Formal,Formal,False
Hearing and Speech Institute (Imbaba),824.0,387.0,1408.0,715.0,1211.0,2123.0,POINT (328955.21881692787 3329129.3027075473),0.6804293971924029,0.6632124352331606,0.6804293971924029,0.6632124352331606,Formal,Formal,False
Heliopolis Courthouse Complex,5180.0,1579.0,7264.0,1739.0,6759.0,9003.0,POINT (338892.76727709547 3331508.0607796656),0.766385559994082,0.8068421637232034,0.766385559994082,0.8068421637232034,Formal,Formal,False
Heliopolis Hospital,625.0,777.0,1177.0,777.0,1402.0,1954.0,POINT (339714.7556617954 3331811.998225849),0.4457917261055635,0.6023541453428863,0.4457917261055635,0.6023541453428863,Informal,Formal,True
Heliopolis Sporting Club,371.0,0.0,499.0,0.0,371.0,499.0,POINT (337848.0503844211 3329845.624863221),1.0,1.0,1.0,1.0,Formal,Formal,False
Heliopolis Square,1249.0,399.0,1769.0,767.0,1648.0,2536.0,POINT (339955.9147134685 3331926.7328465),0.7578883495145631,0.6975552050473186,0.7578883495145631,0.6975552050473186,Formal,Formal,False
Helmeyet El Zaitoun Metro,13.0,4446.0,25.0,5694.0,4459.0,5719.0,,0.0029154518950437317,0.004371393600279769,0.0029154518950437317,0.004371393600279769,Informal,Informal,False
Helwan Post Office,0.0,2284.0,0.0,4740.0,2284.0,4740.0,POINT (339066.1649944285 3302931.0029677064),0.0,0.0,0.0,0.0,Informal,Informal,False
Helwan Station,0.0,12305.0,0.0,19441.0,12305.0,19441.0,POINT (338839.39573262515 3303789.798227387),0.0,0.0,0.0,0.0,Informal,Informal,False
Helwan University,0.0,0.0,0.0,96.0,0.0,96.0,POINT (337811.7103510336 3305498.147902153),,0.0,,0.0,Informal,Informal,False
Herafyeen Bridge Exit,152.0,97.0,208.0,177.0,249.0,385.0,POINT (345603.5574028014 3335236.193421392),0.6104417670682731,0.5402597402597402,0.6104417670682731,0.5402597402597402,Formal,Formal,False
Higher Institute For Hotels & Tourism (Sheraton),1304.0,0.0,3476.0,0.0,1304.0,3476.0,POINT (343924.00244027376 3331283.0147618703),1.0,1.0,1.0,1.0,Formal,Formal,False
Higher Institute Of Marketing Commerce & Information Systems,3329.0,0.0,7553.0,0.0,3329.0,7553.0,POINT (350601.7510874205 3327138.0534774866),1.0,1.0,1.0,1.0,Formal,Formal,False
Hikestep Bridge Entrance,358.0,560.1439453604189,546.0,1018.2357717247581,729.1597236051132,1372.5472331454948,POINT (346274.8004780024 3335718.5735645425),0.49097610360316607,0.39780051776340003,0.49097610360316607,0.39780051776340003,Informal,Informal,False
Hilton Pyramids Golf (Dreamland),0.0,71.0,0.0,311.0,71.0,311.0,POINT (311024.86581759655 3316223.5689505977),0.0,0.0,0.0,0.0,Informal,Informal,False
Holding Company For Water & Wastewater (HCWW),170.0,525.0,226.0,525.0,695.0,751.0,POINT (329480.0437074777 3328978.6372268647),0.2446043165467626,0.3009320905459387,0.2446043165467626,0.3009320905459387,Informal,Informal,False
Hospital 57357 (  Magra Al Oyoun ),219.0,0.0,267.0,0.0,219.0,267.0,POINT (330117.81142425735 3322883.905657575),1.0,1.0,1.0,1.0,Formal,Formal,False
Hossary Station,171.0,1330.0,491.0,2594.0,1501.0,3085.0,POINT (301610.3076461085 3317626.815340222),0.11392405063291139,0.15915721231766614,0.11392405063291139,0.15915721231766614,Informal,Informal,False
Housing & Utilities Directorate (Giza),62.0,0.0,122.0,0.0,62.0,122.0,POINT (326823.6610631428 3320241.412520014),1.0,1.0,1.0,1.0,Formal,Formal,False
Housing And Development Bank (6th of October),28.0,0.0,156.0,68.0,28.0,224.0,POINT (299889.46766968886 3316091.151000839),1.0,0.6964285714285714,1.0,0.6964285714285714,Formal,Formal,False
Huckstep,0.0,77.0,0.0,77.0,77.0,77.0,POINT (352545.33335385943 3337468.0150997574),0.0,0.0,0.0,0.0,Informal,Informal,False
Huckstep Bridge Entrance,81.0,368.0,341.0,1340.0,449.0,1681.0,POINT (346248.73658904154 3335732.0511697726),0.18040089086859687,0.20285544318857823,0.18040089086859687,0.20285544318857823,Informal,Informal,False
Hussein Sedqy Mosque (Maadi),36.0,490.0,52.0,606.0,526.0,658.0,POINT (331252.93365954276 3315530.2405619086),0.06844106463878327,0.0790273556231003,0.06844106463878327,0.0790273556231003,Informal,Informal,False
Hyper One (Sheikh Zayed),536.0,7924.0,1312.0,16664.0,8460.0,17976.0,POINT (309457.8161682312 3323762.116921312),0.06335697399527186,0.07298620382732532,0.06335697399527186,0.07298620382732532,Informal,Informal,False
Ibn Al Hakam Square (Heliopolis),548.0,0.0,1280.0,0.0,548.0,1280.0,POINT (338163.4065290573 3332139.689017082),1.0,1.0,1.0,1.0,Formal,Formal,False
Ibrahim Abdel Raziq St. & Ain Shams St.,1100.0,0.0,1848.0,0.0,1100.0,1848.0,POINT (338164.7226756748 3333985.768784087),1.0,1.0,1.0,1.0,Formal,Formal,False
Ibrahim Al Afifi Alley (Mansoureyya Rd.),0.0,140.0,0.0,140.0,140.0,140.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Ibrahim Al Rifaie School (1st Settlement),948.0,0.0,2124.0,0.0,948.0,2124.0,POINT (351200.12932019884 3327548.5760837677),1.0,1.0,1.0,1.0,Formal,Formal,False
Ibrahim Anwar Mosque (Al Zaytoun),2507.0,1692.0,4003.0,2064.0,4199.0,6067.0,POINT (336254.18896463164 3331434.447171221),0.5970469159323648,0.6597989121476842,0.5970469159323648,0.6597989121476842,Formal,Formal,False
Ibrahim Bek Youth Center,414.0,0.0,1390.0,0.0,414.0,1390.0,POINT (332595.6717715399 3334825.893461162),1.0,1.0,1.0,1.0,Formal,Formal,False
Ibrahim Mosque (Marg Axis),91.0,1977.0,507.0,6401.0,2068.0,6908.0,POINT (343568.1316259046 3336991.779544852),0.044003868471953575,0.07339316734221193,0.044003868471953575,0.07339316734221193,Informal,Informal,False
Icon for Construction And Development,0.0,647.0,0.0,1071.0,647.0,1071.0,POINT (337355.9054857752 3308209.135712704),0.0,0.0,0.0,0.0,Informal,Informal,False
Ideal Standard (Nasr Rd.),0.0,1175.0,0.0,1472.9462166602477,1175.0,1623.3522226548118,POINT (343170.69804192206 3329997.2666928913),0.0,0.0,0.0,0.0,Informal,Informal,False
Ikea - CFC,90.0,886.0,170.0,1350.0,976.0,1520.0,,0.09221311475409837,0.1118421052631579,0.09221311475409837,0.1118421052631579,Informal,Informal,False
Imam Al Shafei Mosque (Basateen Rd.),2839.0,2751.0,3047.772197185625,5591.0,5590.0,8037.537398789349,POINT (332398.691507207 3321424.8545076526),0.507871198568873,0.3791922881310256,0.507871198568873,0.3791922881310256,Formal,Informal,True
Imbaba,2476.0,9871.0,3888.0,17071.0,12347.0,20959.0,POINT (328291.34153123235 3328799.7764249514),0.20053454280391997,0.185505033637101,0.20053454280391997,0.185505033637101,Informal,Informal,False
Imbaba Fevers Hospital,839.0,0.0,1339.0,856.0,839.0,2195.0,POINT (329060.57020702155 3329397.907322124),1.0,0.6100227790432802,1.0,0.6100227790432802,Formal,Formal,False
Imbaba Police Station,390.0,0.0,638.0,0.0,390.0,638.0,POINT (328639.58529694437 3328422.3280378133),1.0,1.0,1.0,1.0,Formal,Formal,False
Imbaba Station,1789.0,6931.0,3001.0,13047.0,8720.0,16048.0,POINT (328619.2090167933 3328713.3942510434),0.2051605504587156,0.18700149551345963,0.2051605504587156,0.18700149551345963,Informal,Informal,False
Industrial Technical Institute (Al Azhar),104.0,137.0,208.0,137.0,241.0,345.0,POINT (333412.56064362044 3326265.264865818),0.4315352697095436,0.6028985507246377,0.4315352697095436,0.6028985507246377,Informal,Formal,True
International Garden,93.0,0.0,397.0,0.0,93.0,397.0,POINT (339840.5916087724 3325664.301401643),1.0,1.0,1.0,1.0,Formal,Formal,False
Isaaf,6249.0,3251.0,10401.0,9259.0,9500.0,19660.0,POINT (329922.3656703016 3326155.3898269227),0.6577894736842105,0.5290437436419125,0.6577894736842105,0.5290437436419125,Formal,Formal,False
Isbiko Station,1921.0,0.0,3181.0,0.0,1921.0,3181.0,POINT (347151.31583905185 3339850.1155480724),1.0,1.0,1.0,1.0,Formal,Formal,False
Isko,4146.0,0.0,5650.0,0.0,4146.0,5650.0,POINT (334089.66683104757 3336785.052796643),1.0,1.0,1.0,1.0,Formal,Formal,False
Islamic Center (Sheikh Zayed),5.0,0.0,29.0,0.0,5.0,29.0,POINT (305126.50034640206 3325967.9865571996),1.0,1.0,1.0,1.0,Formal,Formal,False
Islamic Studies Institute( Waili ),653.0,0.0,841.0,236.0,653.0,1077.0,,1.0,0.7808727948003714,1.0,0.7808727948003714,Formal,Formal,False
Ismailiya Desert Rd. & Belbeis Desert Rd.,39.0,802.0,39.0,1718.0,841.0,1757.0,POINT (348754.8538763651 3336469.3606306976),0.04637336504161712,0.0221969265793967,0.04637336504161712,0.0221969265793967,Informal,Informal,False
Jazirat Mohamed,70.0,0.0,278.0,0.0,70.0,278.0,POINT (327009.44427726127 3332603.102098735),1.0,1.0,1.0,1.0,Formal,Formal,False
Journalists Club (Al Bahr Al Aazam),0.0,636.0,0.0,1852.0,636.0,1852.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Judges Club (Al Dokki),347.0,365.0,499.0,537.0,712.0,1036.0,POINT (328304.8203758303 3324874.0444545327),0.48735955056179775,0.48166023166023164,0.48735955056179775,0.48166023166023164,Informal,Informal,False
Juhayna Square,278.0,722.0,658.0,902.0,1000.0,1560.0,POINT (305402.719554618 3321432.084753668),0.278,0.4217948717948718,0.278,0.4217948717948718,Informal,Informal,False
Kabdet Al Prince (Imbaba),167.0,2234.0,579.0,3354.0,2401.0,3933.0,POINT (328381.1830856998 3329069.4810612444),0.06955435235318617,0.14721586575133486,0.06955435235318617,0.14721586575133486,Informal,Informal,False
Kafr AL Shurafa,117.0,1659.0,125.0,2571.0,1776.0,2696.0,POINT (341908.64132356783 3335792.1290223277),0.06587837837837837,0.046364985163204746,0.06587837837837837,0.046364985163204746,Informal,Informal,False
Kafr Tohormos Steps (Ring Rd.),0.0,70.0,0.0,782.0,70.0,782.0,POINT (323174.7789484117 3322219.6404775665),0.0,0.0,0.0,0.0,Informal,Informal,False
Kafr Tuhurmis,1733.0,4815.0,4133.0,9507.0,6548.0,13640.0,POINT (323972.46533133456 3322002.0015751217),0.2646609651802077,0.30300586510263927,0.2646609651802077,0.30300586510263927,Informal,Informal,False
Kahraba Club (Rod Al Farag),636.0,0.0,708.0,256.0,636.0,964.0,POINT (329658.2305531924 3329527.0391954333),1.0,0.7344398340248963,1.0,0.7344398340248963,Formal,Formal,False
Kan Kan 12th District (6th of October),621.0,0.0,1493.0,0.0,621.0,1493.0,POINT (297008.97381532047 3315751.8086506343),1.0,1.0,1.0,1.0,Formal,Formal,False
Kattameya Church,462.0,201.0,666.0,537.0,663.0,1203.0,POINT (347272.61710104183 3317869.951120966),0.6968325791855203,0.5536159600997507,0.6968325791855203,0.5536159600997507,Formal,Formal,False
Kawkab Al Sharq Cafe - Bashayer,23.0,267.0,383.0,267.0,290.0,650.0,POINT (298759.7842404493 3317136.2174932975),0.07931034482758621,0.5892307692307692,0.07931034482758621,0.5892307692307692,Informal,Formal,True
Kempinski Hotel (Ring Rd.),0.0,0.0,192.0,96.0,0.0,288.0,POINT (347491.4684510691 3326563.690654666),,0.6666666666666666,,0.6666666666666666,Informal,Formal,True
Kempinski Nile Hotel (Qasr Al Nile),4279.0,174.0,5919.0,190.0,4453.0,6109.0,POINT (329312.5704956063 3324293.413120258),0.9609252189535145,0.9688983467015878,0.9609252189535145,0.9688983467015878,Formal,Formal,False
Kerdasa Saft Al Laban Rd.,0.0,0.0,0.0,440.0,0.0,440.0,POINT (320267.3568665062 3323809.336106881),,0.0,,0.0,Informal,Informal,False
Kerdasa Station,0.0,2463.0,0.0,4175.0,2463.0,4175.0,POINT (318424.1052349929 3324171.2052735304),0.0,0.0,0.0,0.0,Informal,Informal,False
KFC ( Faisal St. ),123.0,700.0,203.0,872.0,823.0,1075.0,POINT (323616.22656021675 3320489.8354888977),0.14945321992709598,0.1888372093023256,0.14945321992709598,0.1888372093023256,Informal,Informal,False
KFC (Al Lebeny St.),0.0,2057.0,0.0,3677.0,2057.0,3677.0,POINT (321558.3954086178 3318734.745137027),0.0,0.0,0.0,0.0,Informal,Informal,False
