Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
82,82,217,883e620213fffff,2083,1098,985,109,0.0,"MULTIPOLYGON (((332157.542751492 3293536.1246599867, 332732.89031415456 3293574.7092021876, 333055.31165965414 3293094.2538940823, 332802.39751002396 3292575.206895785, 332227.05031944555 3292536.6079407637, 331904.6168986397 3293017.0703963754, 332157.542751492 3293536.1246599867)))"
83,83,5247,883e620217fffff,3353,1748,1604,329,0.1,"MULTIPOLYGON (((331329.2480625298 3292978.477041807, 331904.6168986397 3293017.0703963754, 332227.05031944555 3292536.6079407637, 331974.1269941614 3292017.5449793264, 331398.758559437 3291978.9383052248, 331076.3120737654 3292459.407926249, 331329.2480625298 3292978.477041807)))"
84,84,414,883e62021bfffff,3663,1918,1744,156,0.0,"MULTIPOLYGON (((332088.0388948384 3294535.6384182773, 332663.38682313217 3294574.2096533217, 332985.8060032072 3294093.747522863, 332732.89031415456 3293574.7092021876, 332157.542751492 3293536.1246599867, 331835.11148806964 3294016.592838907, 332088.0388948384 3294535.6384182773)))"
85,85,160,883e620281fffff,2635,1390,1244,115,0.0,"MULTIPOLYGON (((334920.26563377073 3291211.1112610223, 335495.54603296786 3291249.7269353746, 335817.93864805595 3290769.3157928227, 335565.06289860397 3290250.281875023, 334989.7829426775 3290211.652951535, 334667.3782687914 3290692.0700862105, 334920.26563377073 3291211.1112610223)))"
86,86,77,883e620283fffff,2536,1325,1210,32,0.0,"MULTIPOLYGON (((335817.93864805595 3290769.3157928227, 336393.19648748904 3290807.937007881, 336715.5791150099 3290327.5386312506, 336462.71594020666 3289808.513059554, 335887.45757101936 3289769.87751884, 335565.06289860397 3290250.281875023, 335817.93864805595 3290769.3157928227)))"
87,87,55,883e620287fffff,2655,1398,1257,14,0.0,"MULTIPOLYGON (((334989.7829426775 3290211.652951535, 335565.06289860397 3290250.281875023, 335887.45757101936 3289769.87751884, 335634.5843144618 3289250.8360392703, 335059.3048086086 3289212.1927609527, 334736.89808513375 3289692.604208263, 334989.7829426775 3290211.652951535)))"
88,88,269,883e620289fffff,4871,2577,2293,102,0.0,"MULTIPOLYGON (((334850.7519244263 3292210.56770437, 335426.0327274518 3292249.169018661, 335748.4232851112 3291768.7521963776, 335495.54603296786 3291249.7269353746, 334920.26563377073 3291211.1112610223, 334597.86207511264 3291691.5352072986, 334850.7519244263 3292210.56770437)))"
89,89,269,883e62028bfffff,2706,1423,1282,78,0.0,"MULTIPOLYGON (((335748.4232851112 3291768.7521963776, 336323.6815389801 3291807.359068978, 336646.06213403976 3291326.955023517, 336393.19648748904 3290807.937007881, 335817.93864805595 3290769.3157928227, 335495.54603296786 3291249.7269353746, 335748.4232851112 3291768.7521963776)))"
90,90,18,883e620291fffff,2535,1325,1210,20,0.0,"MULTIPOLYGON (((337543.66847324383 3290885.1761437077, 338118.8826516458 3290923.795171369, 338441.2423207837 3290443.4166231537, 338188.4007794943 3289924.4130691513, 337613.18705277797 3289885.780842507, 337290.8153751332 3290366.165354318, 337543.66847324383 3290885.1761437077)))"
91,91,85,883e620295fffff,2535,1325,1210,32,0.0,"MULTIPOLYGON (((336715.5791150099 3290327.5386312506, 337290.8153751332 3290366.165354318, 337613.18705277797 3289885.780842507, 337360.3354285059 3289366.7614095565, 336785.0996164604 3289328.120364266, 336462.71594020666 3289808.513059554, 336715.5791150099 3290327.5386312506)))"
92,92,69,883e620299fffff,2075,1090,984,51,0.0,"MULTIPOLYGON (((337474.1543677979 3291884.5706607755, 338049.3689586478 3291923.1753785815, 338371.7266129247 3291442.7900734446, 338118.8826516458 3290923.795171369, 337543.66847324383 3290885.1761437077, 337221.2988191198 3291365.5674217204, 337474.1543677979 3291884.5706607755)))"
93,93,149,883e62029dfffff,2538,1326,1211,33,0.0,"MULTIPOLYGON (((336646.06213403976 3291326.955023517, 337221.2988191198 3291365.5674217204, 337543.66847324383 3290885.1761437077, 337290.8153751332 3290366.165354318, 336715.5791150099 3290327.5386312506, 336393.19648748904 3290807.937007881, 336646.06213403976 3291326.955023517)))"
94,94,52,883e6202b9fffff,2230,1165,1065,21,0.0,"MULTIPOLYGON (((335887.45757101936 3289769.87751884, 336462.71594020666 3289808.513059554, 336785.0996164604 3289328.120364266, 336532.2389038772 3288809.086129215, 335956.9810115009 3288770.4373595505, 335634.5843144618 3289250.8360392703, 335887.45757101936 3289769.87751884)))"
95,95,42,883e6202bbfffff,2275,1189,1086,17,0.0,"MULTIPOLYGON (((336785.0996164604 3289328.120364266, 337360.3354285059 3289366.7614095565, 337682.7100645278 3288886.382539964, 337429.8609042105 3288367.3555586115, 336854.625563372 3288328.7001936412, 336532.2389038772 3288809.086129215, 336785.0996164604 3289328.120364266)))"
96,96,284,883e6202c1fffff,6294,3326,2968,104,0.0,"MULTIPOLYGON (((333883.54062930646 3293651.875117351, 334458.84438126656 3293690.4575827653, 334781.2427751714 3293210.021159644, 334528.3514153276 3292690.9973269487, 333953.0480499535 3292652.4015895743, 333630.63663353684 3293132.8440503464, 333883.54062930646 3293651.875117351)))"
97,97,294,883e6202c7fffff,5613,2968,2645,135,0.0,"MULTIPOLYGON (((333953.0480499535 3292652.4015895743, 334528.3514153276 3292690.9973269487, 334850.7519244263 3292210.56770437, 334597.86207511264 3291691.5352072986, 334022.56007011724 3291652.925077929, 333700.14654623903 3292133.36183716, 333953.0480499535 3292652.4015895743)))"
98,98,150,883e6202cbfffff,6513,3441,3071,111,0.0,"MULTIPOLYGON (((334711.73822846747 3294209.473844077, 335287.0197861651 3294248.047538768, 335609.40616349597 3293767.6182438796, 335356.5239753008 3293248.6092195767, 334781.2427751714 3293210.021159644, 334458.84438126656 3293690.4575827653, 334711.73822846747 3294209.473844077)))"
99,99,98,883e6202d1fffff,2317,1221,1095,85,0.0,"MULTIPOLYGON (((336507.0416579392 3293325.781035814, 337082.27817277686 3293364.3658989165, 337404.6447299687 3292883.963286082, 337151.7867374546 3292364.967598329, 336576.5496505478 3292326.369527584, 336254.1711043244 3292806.779243495, 336507.0416579392 3293325.781035814)))"
100,100,186,883e6202d5fffff,3297,1749,1547,148,0.0,"MULTIPOLYGON (((335678.9124591515 3292768.1867159447, 336254.1711043244 3292806.779243495, 336576.5496505478 3292326.369527584, 336323.6815389801 3291807.359068978, 335748.4232851112 3291768.7521963776, 335426.0327274518 3292249.169018661, 335678.9124591515 3292768.1867159447)))"
101,101,296,883e6202d7fffff,2983,1584,1399,153,0.0,"MULTIPOLYGON (((336576.5496505478 3292326.369527584, 337151.7867374546 3292364.967598329, 337474.1543677979 3291884.5706607755, 337221.2988191198 3291365.5674217204, 336646.06213403976 3291326.955023517, 336323.6815389801 3291807.359068978, 336576.5496505478 3292326.369527584)))"
102,102,50,883e6202dbfffff,2189,1151,1037,101,0.0,"MULTIPOLYGON (((337335.13858627924 3293883.3529260927, 337910.35393269884 3293921.9290163605, 338232.7075562689 3293441.5335173304, 337979.85874309926 3292922.55370548, 337404.6447299687 3292883.963286082, 337082.27817277686 3293364.3658989165, 337335.13858627924 3293883.3529260927)))"
103,103,308,883e6202ebfffff,5112,2704,2407,143,0.0,"MULTIPOLYGON (((333124.8209879248 3292094.757300092, 333700.14654623903 3292133.36183716, 334022.56007011724 3291652.925077929, 333769.6600979798 3291133.8766554766, 333194.33592912497 3291095.2588196183, 332871.91031858034 3291575.7015961925, 333124.8209879248 3292094.757300092)))"
104,104,8876,883e6202edfffff,3390,1767,1623,341,0.2,"MULTIPOLYGON (((331398.758559437 3291978.9383052248, 331974.1269941614 3292017.5449793264, 332296.5635398215 3291537.0893391822, 332043.64179834595 3291018.0188037213, 331468.2728042201 3290979.3977189693, 331145.8251193536 3291459.8604861028, 331398.758559437 3291978.9383052248)))"
105,105,223,883e62108bfffff,2444,1286,1158,161,0.0,"MULTIPOLYGON (((328977.6469738327 3301858.8218226414, 329553.06223465095 3301897.291432842, 329875.50028830935 3301416.7571361545, 329622.53414689924 3300897.7448849077, 329047.1190816448 3300859.2618991192, 328724.6699374893 3301339.8034313163, 328977.6469738327 3301858.8218226414)))"
106,106,520,883e6210c3fffff,2343,1233,1110,233,0.0,"MULTIPOLYGON (((328010.29735881055 3303300.4847786096, 328585.7353321203 3303338.934073056, 328908.180731209 3302858.380989573, 328655.2001941657 3302339.370230568, 328079.76236564515 3302300.9064320237, 327757.30587070825 3302781.4667728087, 328010.29735881055 3303300.4847786096)))"
107,107,521,883e6210d5fffff,2435,1281,1153,167,0.0,"MULTIPOLYGON (((328908.180731209 3302858.380989573, 329483.5951811813 3302896.83612815, 329806.030878947 3302416.294965008, 329553.06223465095 3301897.291432842, 328977.6469738327 3301858.8218226414, 328655.2001941657 3302339.370230568, 328908.180731209 3302858.380989573)))"
108,108,73781,883e6210d9fffff,3310,1726,1583,208,1.3,"MULTIPOLYGON (((329667.1056599037 3304415.3650773643, 330242.4988117613 3304453.7981745107, 330564.9201370466 3303973.2585172346, 330311.9593537318 3303454.278511503, 329736.56632160797 3303415.8309402624, 329414.1329791674 3303896.3778631464, 329667.1056599037 3304415.3650773643)))"
109,109,26509,883e6210dbfffff,4695,2431,2264,664,0.5,"MULTIPOLYGON (((330564.9201370466 3303973.2585172346, 331140.2907625275 3304011.6963333, 331462.7014651318 3303531.169694178, 331209.75352089456 3303012.196877276, 330634.3820595783 3302973.7446194347, 330311.9593537318 3303454.278511503, 330564.9201370466 3303973.2585172346)))"
110,110,60011,883e6210ddfffff,2435,1281,1153,272,1.1,"MULTIPOLYGON (((328838.71741366375 3303857.9361201823, 329414.1329791674 3303896.3778631464, 329736.56632160797 3303415.8309402624, 329483.5951811813 3302896.83612815, 328908.180731209 3302858.380989573, 328585.7353321203 3303338.934073056, 328838.71741366375 3303857.9361201823)))"
111,111,124,883e62121bfffff,1040,540,499,116,0.0,"MULTIPOLYGON (((324830.37270850036 3311624.295246023, 325405.87671433337 3311662.629433132, 325728.3364977689 3311181.998636566, 325475.3042938502 3310663.0251689116, 324899.80023921083 3310624.6764066415, 324577.3284295617 3311105.315686713, 324830.37270850036 3311624.295246023)))"
112,112,1020,883e621253fffff,2561,1325,1235,673,0.0,"MULTIPOLYGON (((323862.9581150614 3313066.246281669, 324438.48362678895 3313104.5609701066, 324760.9512443344 3312623.911133605, 324507.903460618 3312104.939241703, 323932.37788398814 3312066.6110662897, 323609.899165194 3312547.267176194, 323862.9581150614 3313066.246281669)))"
113,113,337,883e621259fffff,2487,1291,1196,97,0.0,"MULTIPOLYGON (((322895.52015295177 3314508.2512624194, 323471.06810517213 3314546.546380447, 323793.54253125394 3314065.8785806634, 323540.4810516987 3313546.908243385, 322964.93300094537 3313508.5996181644, 322642.44652051927 3313989.2748369426, 322895.52015295177 3314508.2512624194)))"
114,114,4316,883e62125bfffff,2596,1345,1250,636,0.1,"MULTIPOLYGON (((323793.54253125394 3314065.8785806634, 324369.0689026348 3314104.178655848, 324691.5329602492 3313623.5241158167, 324438.48362678895 3313104.5609701066, 323862.9581150614 3313066.246281669, 323540.4810516987 3313546.908243385, 323793.54253125394 3314065.8785806634)))"
115,115,63,883e62125dfffff,2487,1291,1196,79,0.0,"MULTIPOLYGON (((322066.87589971395 3313950.9711852507, 322642.44652051927 3313989.2748369426, 322964.93300094537 3313508.5996181644, 322711.8619127072 3312989.6144177723, 322136.2911882016 3312951.296135491, 321813.79263092624 3313431.978776597, 322066.87589971395 3313950.9711852507)))"
116,116,2576,883e621293fffff,7065,3701,3364,534,0.0,"MULTIPOLYGON (((331184.8880988748 3307529.1193242366, 331760.2375601839 3307567.5073694433, 332082.63021032745 3307086.9707647334, 331829.68436373863 3306568.037743136, 331254.33496763813 3306529.636356981, 330931.9313283538 3307010.180224523, 331184.8880988748 3307529.1193242366)))"
117,117,145812,883e621297fffff,5128,2708,2419,346,2.6,"MULTIPOLYGON (((330356.55945094576 3306971.7835915224, 330931.9313283538 3307010.180224523, 331254.33496763813 3306529.636356981, 331001.379665027 3306010.6885604486, 330426.00881444436 3305972.277448462, 330103.5922318164 3306452.8286115355, 330356.55945094576 3306971.7835915224)))"
118,118,8866,883e62129bfffff,12233,6349,5884,2817,0.2,"MULTIPOLYGON (((331115.4460613256 3308528.6004333757, 331690.79554787674 3308566.974026735, 332013.1848535619 3308086.431699862, 331760.2375601839 3307567.5073694433, 331184.8880988748 3307529.1193242366, 330862.48588107724 3308009.6689525438, 331115.4460613256 3308528.6004333757)))"
119,119,473,883e6212b7fffff,2435,1281,1153,200,0.0,"MULTIPOLYGON (((328769.25901464804 3304857.4905103585, 329344.6746892451 3304895.917761627, 329667.1056599037 3304415.3650773643, 329414.1329791674 3303896.3778631464, 328838.71741366375 3303857.9361201823, 328516.2744120185 3304338.496082651, 328769.25901464804 3304857.4905103585)))"
120,120,466,883e621345fffff,246,126,120,147,0.0,"MULTIPOLYGON (((313709.2551337736 3309376.749407473, 314285.0453006831 3309415.122295789, 314607.65088818513 3308934.371196101, 314354.4795603681 3308415.2397266272, 313778.68939282035 3308376.8520548, 313456.0715116791 3308857.6106192963, 313709.2551337736 3309376.749407473)))"
121,121,240,883e62134dfffff,246,126,120,105,0.0,"MULTIPOLYGON (((313639.82641236496 3310376.643872689, 314215.61560842715 3310415.0030994895, 314538.2193967363 3309934.2460402497, 314285.0453006831 3309415.122295789, 313709.2551337736 3309376.749407473, 313386.64000739704 3309857.5128162564, 313639.82641236496 3310376.643872689)))"
122,122,217,883e621361fffff,246,126,120,147,0.0,"MULTIPOLYGON (((312949.6965471418 3307819.308050914, 313525.5075758264 3307857.704443697, 313848.12821389886 3307376.951830254, 313594.94919304084 3306857.796489361, 313019.1382182861 3306819.386409016, 312696.50523675 3307300.1453728955, 312949.6965471418 3307819.308050914)))"
123,123,155,883e621363fffff,160,82,78,95,0.0,"MULTIPOLYGON (((313848.12821389886 3307376.951830254, 314423.9183404023 3307415.3531746008, 314746.5284422124 3306934.6139729805, 314493.36166787834 3306415.4648558213, 313917.57255299727 3306377.0487170033, 313594.94919304084 3306857.796489361, 313848.12821389886 3307376.951830254)))"
124,124,366,883e621369fffff,246,126,120,147,0.0,"MULTIPOLYGON (((312880.2594864921 3308819.2279329277, 313456.0715116791 3308857.6106192963, 313778.68939282035 3308376.8520548, 313525.5075758264 3307857.704443697, 312949.6965471418 3307819.308050914, 312627.06634980213 3308300.074083529, 312880.2594864921 3308819.2279329277)))"
125,125,264,883e62136bfffff,246,126,120,147,0.0,"MULTIPOLYGON (((313778.68939282035 3308376.8520548, 314354.4795603681 3308415.2397266272, 314677.08691186586 3307934.493476473, 314423.9183404023 3307415.3531746008, 313848.12821389886 3307376.951830254, 313525.5075758264 3307857.704443697, 313778.68939282035 3308376.8520548)))"
126,126,262,883e62136dfffff,246,126,120,147,0.0,"MULTIPOLYGON (((312051.2324924492 3308261.683801672, 312627.06634980213 3308300.074083529, 312949.6965471418 3307819.308050914, 312696.50523675 3307300.1453728955, 312120.6714227807 3307261.741385842, 311798.0298338601 3307742.513765153, 312051.2324924492 3308261.683801672)))"
127,127,46056,883e621401fffff,13432,6800,6631,4843,0.8,"MULTIPOLYGON (((340230.3201492009 3302109.1675282298, 340805.4485104481 3302147.6253545335, 341127.7411508225 3301667.221186974, 340874.91917977284 3301148.352022929, 340299.7919465009 3301109.878803741, 339977.48651472176 3301590.2901271647, 340230.3201492009 3302109.1675282298)))"
128,128,4289,883e621403fffff,2568,1323,1244,1888,0.1,"MULTIPOLYGON (((341127.7411508225 3301667.221186974, 341702.84624255274 3301705.685792101, 342025.12916691 3301225.2943785153, 341772.3197694808 3300706.431216183, 341197.2139154636 3300667.953479947, 340874.91917977284 3301148.352022929, 341127.7411508225 3301667.221186974)))"
129,129,8877,883e621405fffff,7532,3816,3715,2556,0.2,"MULTIPOLYGON (((339402.33695443487 3301551.823673993, 339977.48651472176 3301590.2901271647, 340299.7919465009 3301109.878803741, 340046.95965776616 3300590.9938812954, 339471.81028758106 3300552.5131424107, 339149.4930082549 3301032.9316111994, 339402.33695443487 3301551.823673993)))"
130,130,3227,883e621407fffff,11781,5975,5806,4546,0.1,"MULTIPOLYGON (((340299.7919465009 3301109.878803741, 340874.91917977284 3301148.352022929, 341197.2139154636 3300667.953479947, 340944.394226117 3300149.0756790442, 340369.26719359704 3300110.588191729, 340046.95965776616 3300590.9938812954, 340299.7919465009 3301109.878803741)))"
131,131,13589,883e621409fffff,13433,6801,6632,4843,0.2,"MULTIPOLYGON (((340160.85372795287 3303108.453229805, 340735.9812933517 3303146.8979049255, 341058.27277229604 3302666.4869890404, 340805.4485104481 3302147.6253545335, 340230.3201492009 3302109.1675282298, 339908.0168378933 3302589.5844871625, 340160.85372795287 3303108.453229805)))"
132,132,45619,883e62140bfffff,6427,3258,3169,2536,0.8,"MULTIPOLYGON (((341058.27277229604 3302666.4869890404, 341633.37802918337 3302704.9373384435, 341955.6588668403 3302224.54030955, 341702.84624255274 3301705.685792101, 341127.7411508225 3301667.221186974, 340805.4485104481 3302147.6253545335, 341058.27277229604 3302666.4869890404)))"
133,133,19279,883e62140dfffff,20025,10101,9924,5373,0.3,"MULTIPOLYGON (((339332.8670946346 3302551.1312140482, 339908.0168378933 3302589.5844871625, 340230.3201492009 3302109.1675282298, 339977.48651472176 3301590.2901271647, 339402.33695443487 3301551.823673993, 339080.02083791 3302032.2478015115, 339332.8670946346 3302551.1312140482)))"
134,134,4271,883e621411fffff,1641,878,763,308,0.1,"MULTIPOLYGON (((342853.01294809644 3301782.610918815, 343428.07362739404 3301821.0725608775, 343750.33406757365 3301340.699896639, 343497.54562694696 3300821.860692975, 342922.4851340895 3300783.384830347, 342600.2129032132 3301263.7634997396, 342853.01294809644 3301782.610918815)))"
135,135,312,883e621413fffff,1646,880,766,166,0.0,"MULTIPOLYGON (((343750.33406757365 3301340.699896639, 344325.3724778436 3301379.1671570837, 344647.62320891494 3300898.808295518, 344394.84728333243 3300379.975072181, 343819.80810377584 3300341.4936222597, 343497.54562694696 3300821.860692975, 343750.33406757365 3301340.699896639)))"
