Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
834,834,21,883e628b57fffff,1690,867,822,11,0.0,"MULTIPOLYGON (((309973.06844355713 3325702.9642785736, 310548.9230506 3325741.110295179, 310871.5197558768 3325260.2389227278, 310618.2750561563 3324741.2160909926, 310042.4210529445 3324703.0562908775, 309719.81212115183 3325183.93419734, 309973.06844355713 3325702.9642785736)))"
835,835,45937,883e628b61fffff,1824,937,887,691,0.8,"MULTIPOLYGON (((305688.3747162946 3324916.840667712, 306264.3382811112 3324954.999240192, 306586.99101314787 3324474.081944228, 306333.6915115196 3323954.9984145137, 305757.72854861256 3323916.824869274, 305435.0635131351 3324397.7498429692, 305688.3747162946 3324916.840667712)))"
836,836,317,883e628b63fffff,1824,937,887,1170,0.0,"MULTIPOLYGON (((306586.99101314787 3324474.081944228, 307162.93181607005 3324512.2469864436, 307485.5753673208 3324031.341186962, 307232.2885070322 3323512.264930303, 306656.34737152694 3323474.086058358, 306333.6915115196 3323954.9984145137, 306586.99101314787 3324474.081944228)))"
837,837,28474,883e628b65fffff,1824,937,887,87,0.5,"MULTIPOLYGON (((304859.07870918943 3324359.581642942, 305435.0635131351 3324397.7498429692, 305757.72854861256 3323916.824869274, 305504.4191890086 3323397.725156504, 304928.4340743954 3323359.544202497, 304605.7576577724 3323840.475731751, 304859.07870918943 3324359.581642942)))"
838,838,328,883e628b67fffff,1824,937,887,248,0.0,"MULTIPOLYGON (((305757.72854861256 3323916.824869274, 306333.6915115196 3323954.9984145137, 306656.34737152694 3323474.086058358, 306403.0506632691 3322954.9936303804, 305827.0864159679 3322916.8062573094, 305504.4191890086 3323397.725156504, 305757.72854861256 3323916.824869274)))"
839,839,4604,883e628b69fffff,1825,937,887,3282,0.1,"MULTIPOLYGON (((305619.02683837665 3325916.852510853, 306194.9890726586 3325954.9972503325, 306517.639624518 3325474.074996016, 306264.3382811112 3324954.999240192, 305688.3747162946 3324916.840667712, 305365.7128338361 3325397.7705921084, 305619.02683837665 3325916.852510853)))"
840,840,65550,883e628b6bfffff,1824,937,887,744,1.2,"MULTIPOLYGON (((306517.639624518 3325474.074996016, 307093.58101662365 3325512.2250806107, 307416.2214484338 3325031.314350615, 307162.93181607005 3324512.2469864436, 306586.99101314787 3324474.081944228, 306264.3382811112 3324954.999240192, 306517.639624518 3325474.074996016)))"
841,841,98413,883e628b6dfffff,1825,937,887,2118,1.8,"MULTIPOLYGON (((304789.7274385339 3325359.617382593, 305365.7128338361 3325397.7705921084, 305688.3747162946 3324916.840667712, 305435.0635131351 3324397.7498429692, 304859.07870918943 3324359.581642942, 304536.4045091879 3324840.5192576745, 304789.7274385339 3325359.617382593)))"
842,842,875915,883e628c01fffff,45214,23573,21640,5848,15.7,"MULTIPOLYGON (((332975.52257188107 3319194.982181917, 333550.8056694444 3319233.2036581417, 333873.13930441 3318752.632797351, 333620.2025834619 3318233.831976655, 333044.91926537023 3318195.596070175, 332722.5738290638 3318676.174291289, 332975.52257188107 3319194.982181917)))"
843,843,637367,883e628c03fffff,4261,2374,1886,3424,11.4,"MULTIPOLYGON (((333873.13930441 3318752.632797351, 334448.4001390657 3318790.860307059, 334770.7235056221 3318310.301423643, 334517.79878197704 3317791.5076679145, 333942.5377540571 3317753.2668539095, 333620.2025834619 3318233.831976655, 333873.13930441 3318752.632797351)))"
844,844,227335,883e628c05fffff,67202,34952,32249,7259,4.1,"MULTIPOLYGON (((332147.2691890298 3318637.9444047105, 332722.5738290638 3318676.174291289, 333044.91926537023 3318195.596070175, 332791.9718608876 3317676.779490023, 332216.6670128686 3317638.5351582426, 331894.30975273234 3318119.120743006, 332147.2691890298 3318637.9444047105)))"
845,845,657096,883e628c07fffff,38984,20304,18680,7197,11.8,"MULTIPOLYGON (((333044.91926537023 3318195.596070175, 333620.2025834619 3318233.831976655, 333942.5377540571 3317753.2668539095, 333689.6033218321 3317234.457335817, 333114.3198063508 3317196.207001706, 332791.9718608876 3317676.779490023, 333044.91926537023 3318195.596070175)))"
846,846,967370,883e628c09fffff,25309,13208,12101,2352,17.3,"MULTIPOLYGON (((332906.13164840144 3320194.3642000775, 333481.41355436516 3320232.5723664, 333803.7446724122 3319751.9957804508, 333550.8056694444 3319233.2036581417, 332975.52257188107 3319194.982181917, 332653.17964438477 3319675.565029123, 332906.13164840144 3320194.3642000775)))"
847,847,2135374,883e628c0bfffff,24714,12905,11809,3592,38.2,"MULTIPOLYGON (((333803.7446724122 3319751.9957804508, 334379.00527407986 3319790.2088749097, 334701.32713019225 3319309.6453711153, 334448.4001390657 3318790.860307059, 333873.13930441 3318752.632797351, 333550.8056694444 3319233.2036581417, 333803.7446724122 3319751.9957804508)))"
848,848,1274782,883e628c0dfffff,43064,22388,20675,4667,22.8,"MULTIPOLYGON (((332077.8752354187 3319637.349590369, 332653.17964438477 3319675.565029123, 332975.52257188107 3319194.982181917, 332722.5738290638 3318676.174291289, 332147.2691890298 3318637.9444047105, 331824.9134814708 3319118.534639488, 332077.8752354187 3319637.349590369)))"
849,849,363152,883e628c11fffff,4327,2400,1927,3351,6.5,"MULTIPOLYGON (((335598.8770944569 3318867.312958905, 336174.09323125763 3318905.5380995013, 336496.39456728933 3318424.998501483, 336243.4924910236 3317906.227524756, 335668.2761589568 3317867.9891124344, 335345.9620906048 3318348.534948139, 335598.8770944569 3318867.312958905)))"
850,850,297536,883e628c13fffff,4261,2374,1886,3423,5.3,"MULTIPOLYGON (((336496.39456728933 3318424.998501483, 337071.5894563217 3318463.229622894, 337393.8805319312 3317982.703050645, 337140.99039392493 3317463.9391173385, 336565.79628503893 3317425.6947275563, 336243.4924910236 3317906.227524756, 336496.39456728933 3318424.998501483)))"
851,851,1565160,883e628c15fffff,4261,2374,1886,3423,28.0,"MULTIPOLYGON (((334770.7235056221 3318310.301423643, 335345.9620906048 3318348.534948139, 335668.2761589568 3317867.9891124344, 335415.3634081209 3317349.202416691, 334840.12462391437 3317310.9544971446, 334517.79878197704 3317791.5076679145, 334770.7235056221 3318310.301423643)))"
852,852,4092,883e628c17fffff,4260,2374,1886,3423,0.1,"MULTIPOLYGON (((335668.2761589568 3317867.9891124344, 336243.4924910236 3317906.227524756, 336565.79628503893 3317425.6947275563, 336312.89548245317 3316906.915086833, 335737.6789453685 3316868.661188765, 335415.3634081209 3317349.202416691, 335668.2761589568 3317867.9891124344)))"
853,853,4099,883e628c19fffff,5651,2917,2733,1908,0.1,"MULTIPOLYGON (((335529.4827429262 3319866.633822807, 336104.69864490617 3319904.844580781, 336426.9975393869 3319424.3003969835, 336174.09323125763 3318905.5380995013, 335598.8770944569 3318867.312958905, 335276.56549281057 3319347.8644979894, 335529.4827429262 3319866.633822807)))"
854,854,998534,883e628c1bfffff,5536,2872,2663,2033,17.9,"MULTIPOLYGON (((336426.9975393869 3319424.3003969835, 337002.1922041423 3319462.517153334, 337324.48181168525 3318981.9848836637, 337071.5894563217 3318463.229622894, 336496.39456728933 3318424.998501483, 336174.09323125763 3318905.5380995013, 336426.9975393869 3319424.3003969835)))"
855,855,1681750,883e628c1dfffff,4417,2435,1981,3254,30.1,"MULTIPOLYGON (((334701.32713019225 3319309.6453711153, 335276.56549281057 3319347.8644979894, 335598.8770944569 3318867.312958905, 335345.9620906048 3318348.534948139, 334770.7235056221 3318310.301423643, 334448.4001390657 3318790.860307059, 334701.32713019225 3319309.6453711153)))"
856,856,1103310,883e628c21fffff,63950,33659,30290,15049,19.7,"MULTIPOLYGON (((331388.38256359816 3317081.451138535, 331963.7099177382 3317119.7038950417, 332286.0696956671 3316639.124052345, 332033.1149147993 3316120.282971947, 331457.7874051642 3316082.016866135, 331135.4157722812 3316562.6040665377, 331388.38256359816 3317081.451138535)))"
857,857,923903,883e628c23fffff,18220,9319,8900,6689,16.5,"MULTIPOLYGON (((332286.0696956671 3316639.124052345, 332861.3747284694 3316677.3828267534, 333183.72514995094 3316196.8149612998, 332930.7823719295 3315677.980975853, 332355.4771941595 3315639.7088697175, 332033.1149147993 3316120.282971947, 332286.0696956671 3316639.124052345)))"
858,858,1422048,883e628c25fffff,12775,6353,6422,12604,25.4,"MULTIPOLYGON (((330560.0658836503 3316524.341763021, 331135.4157722812 3316562.6040665377, 331457.7874051642 3316082.016866135, 331204.8220010585 3315563.1610942665, 330629.4729346479 3315524.885411714, 330307.0884592588 3316005.47998795, 330560.0658836503 3316524.341763021)))"
859,859,2114702,883e628c27fffff,13363,6594,6768,13765,37.8,"MULTIPOLYGON (((331457.7874051642 3316082.016866135, 332033.1149147993 3316120.282971947, 332355.4771941595 3315639.7088697175, 332102.52380279463 3315120.8602044014, 331527.19709223474 3315082.578520551, 331204.8220010585 3315563.1610942665, 331457.7874051642 3316082.016866135)))"
860,860,434706,883e628c29fffff,119559,63799,55760,12573,7.8,"MULTIPOLYGON (((331318.9825940547 3318080.8824467137, 331894.30975273234 3318119.120743006, 332216.6670128686 3317638.5351582426, 331963.7099177382 3317119.7038950417, 331388.38256359816 3317081.451138535, 331066.0124922535 3317562.0441050185, 331318.9825940547 3318080.8824467137)))"
861,861,465181,883e628c2bfffff,76440,39601,36838,14046,8.3,"MULTIPOLYGON (((332216.6670128686 3317638.5351582426, 332791.9718608876 3317676.779490023, 333114.3198063508 3317196.207001706, 332861.3747284694 3316677.3828267534, 332286.0696956671 3316639.124052345, 331963.7099177382 3317119.7038950417, 332216.6670128686 3317638.5351582426)))"
862,862,1536340,883e628c2dfffff,62356,32699,29656,12405,27.5,"MULTIPOLYGON (((330490.66375152767 3317523.796261987, 331066.0124922535 3317562.0441050185, 331388.38256359816 3317081.451138535, 331135.4157722812 3316562.6040665377, 330560.0658836503 3316524.341763021, 330237.6839434415 3317004.9420998814, 330490.66375152767 3317523.796261987)))"
863,863,30797,883e628c31fffff,4938,2640,2297,3798,0.6,"MULTIPOLYGON (((334011.94095980236 3316753.896826657, 334587.20219107415 3316792.1531590424, 334909.5295104127 3316311.604605387, 334656.60935849755 3315792.794577575, 334081.34796359215 3315754.5238377615, 333759.00785800064 3316235.0786266383, 334011.94095980236 3316753.896826657)))"
864,864,940981,883e628c33fffff,2862,1577,1284,2704,16.8,"MULTIPOLYGON (((334909.5295104127 3316311.604605387, 335484.7684542319 3316349.865809034, 335807.0864417779 3315869.331389561, 335554.1782171134 3315350.5273268153, 334978.9391203258 3315312.2517333194, 334656.60935849755 3315792.794577575, 334909.5295104127 3316311.604605387)))"
865,865,12971,883e628c35fffff,6455,3237,3217,4639,0.2,"MULTIPOLYGON (((333183.72514995094 3316196.8149612998, 333759.00785800064 3316235.0786266383, 334081.34796359215 3315754.5238377615, 333828.4171804962 3315235.6980506247, 333253.134304708 3315197.4188545337, 332930.7823719295 3315677.980975853, 333183.72514995094 3316196.8149612998)))"
866,866,1082047,883e628c37fffff,4700,2417,2283,2102,19.4,"MULTIPOLYGON (((334081.34796359215 3315754.5238377615, 334656.60935849755 3315792.794577575, 334978.9391203258 3315312.2517333194, 334726.0212395379 3314793.4319084426, 334150.75972068205 3314755.1478721006, 333828.4171804962 3315235.6980506247, 334081.34796359215 3315754.5238377615)))"
867,867,549604,883e628c39fffff,4261,2374,1886,3423,9.8,"MULTIPOLYGON (((333942.5377540571 3317753.2668539095, 334517.79878197704 3317791.5076679145, 334840.12462391437 3317310.9544971446, 334587.20219107415 3316792.1531590424, 334011.94095980236 3316753.896826657, 333689.6033218321 3317234.457335817, 333942.5377540571 3317753.2668539095)))"
868,868,966175,883e628c3bfffff,4260,2374,1886,3423,17.3,"MULTIPOLYGON (((334840.12462391437 3317310.9544971446, 335415.3634081209 3317349.202416691, 335737.6789453685 3316868.661188765, 335484.7684542319 3316349.865809034, 334909.5295104127 3316311.604605387, 334587.20219107415 3316792.1531590424, 334840.12462391437 3317310.9544971446)))"
869,869,598269,883e628c3dfffff,9966,5212,4753,4624,10.7,"MULTIPOLYGON (((333114.3198063508 3317196.207001706, 333689.6033218321 3317234.457335817, 334011.94095980236 3316753.896826657, 333759.00785800064 3316235.0786266383, 333183.72514995094 3316196.8149612998, 332861.3747284694 3316677.3828267534, 333114.3198063508 3317196.207001706)))"
870,870,1442792,883e628c41fffff,4388,2281,2107,460,25.8,"MULTIPOLYGON (((331939.0999766706 3321636.149983877, 332514.4048354867 3321674.3376128795, 332836.74362725613 3321193.743277388, 332583.7903149587 3320674.9539062385, 332008.4851619082 3320636.7507158723, 331686.13457216515 3321117.352442893, 331939.0999766706 3321636.149983877)))"
871,871,1127157,883e628c43fffff,8761,4619,4142,441,20.2,"MULTIPOLYGON (((332836.74362725613 3321193.743277388, 333412.02623115375 3321231.936993727, 333734.35481592006 3320751.354681017, 333481.41355436516 3320232.5723664, 332906.13164840144 3320194.3642000775, 332583.7903149587 3320674.9539062385, 332836.74362725613 3321193.743277388)))"
872,872,928753,883e628c45fffff,13589,7060,6528,1139,16.6,"MULTIPOLYGON (((331110.8081217413 3321079.1564345234, 331686.13457216515 3321117.352442893, 332008.4851619082 3320636.7507158723, 331755.5220785642 3320117.9455704535, 331180.1943986082 3320079.735108799, 330857.8319884306 3320560.3442306854, 331110.8081217413 3321079.1564345234)))"
873,873,516749,883e628c47fffff,3754,1938,1816,483,9.2,"MULTIPOLYGON (((332008.4851619082 3320636.7507158723, 332583.7903149587 3320674.9539062385, 332906.13164840144 3320194.3642000775, 332653.17964438477 3319675.565029123, 332077.8752354187 3319637.349590369, 331755.5220785642 3320117.9455704535, 332008.4851619082 3320636.7507158723)))"
874,874,1583519,883e628c49fffff,9454,4944,4510,1124,28.3,"MULTIPOLYGON (((331869.7196556386 3322635.545178333, 332445.0242139199 3322673.718351741, 332767.36044764065 3322193.119385323, 332514.4048354867 3321674.3376128795, 331939.0999766706 3321636.149983877, 331616.75195357495 3322116.7563510938, 331869.7196556386 3322635.545178333)))"
875,875,848,883e628c4bfffff,6808,3523,3284,511,0.0,"MULTIPOLYGON (((332767.36044764065 3322193.119385323, 333342.64276163885 3322231.2986636423, 333664.96977792913 3321750.7117163483, 333412.02623115375 3321231.936993727, 332836.74362725613 3321193.743277388, 332514.4048354867 3321674.3376128795, 332767.36044764065 3322193.119385323)))"
876,876,1659058,883e628c4dfffff,8578,4450,4127,1121,29.7,"MULTIPOLYGON (((331041.42480964586 3322078.5737197325, 331616.75195357495 3322116.7563510938, 331939.0999766706 3321636.149983877, 331686.13457216515 3321117.352442893, 331110.8081217413 3321079.1564345234, 330788.4473221567 3321559.770220623, 331041.42480964586 3322078.5737197325)))"
877,877,2602,883e628c51fffff,2677,1360,1316,1181,0.0,"MULTIPOLYGON (((334562.5466841083 3321308.3221437493, 335137.78454923455 3321346.513575891, 335460.09213287313 3320865.950610812, 335207.17265971017 3320347.1910812617, 334631.9345260054 3320308.985246304, 334309.6151781354 3320789.554465988, 334562.5466841083 3321308.3221437493)))"
878,878,3119,883e628c53fffff,5662,2878,2783,1755,0.1,"MULTIPOLYGON (((335460.09213287313 3320865.950610812, 336035.30779340526 3320904.1480918676, 336357.6051781681 3320423.598198047, 336104.69864490617 3319904.844580781, 335529.4827429262 3319866.633822807, 335207.17265971017 3320347.1910812617, 335460.09213287313 3320865.950610812)))"
879,879,1762516,883e628c55fffff,4835,2517,2318,896,31.5,"MULTIPOLYGON (((333734.35481592006 3320751.354681017, 334309.6151781354 3320789.554465988, 334631.9345260054 3320308.985246304, 334379.00527407986 3319790.2088749097, 333803.7446724122 3319751.9957804508, 333481.41355436516 3320232.5723664, 333734.35481592006 3320751.354681017)))"
880,880,3623,883e628c57fffff,5367,2765,2601,1778,0.1,"MULTIPOLYGON (((334631.9345260054 3320308.985246304, 335207.17265971017 3320347.1910812617, 335529.4827429262 3319866.633822807, 335276.56549281057 3319347.8644979894, 334701.32713019225 3319309.6453711153, 334379.00527407986 3319790.2088749097, 334631.9345260054 3320308.985246304)))"
881,881,43211,883e628c59fffff,2576,1307,1268,957,0.8,"MULTIPOLYGON (((334493.1636141416 3322307.656064087, 335068.4011875425 3322345.8330908357, 335390.706271732 3321865.265525863, 335137.78454923455 3321346.513575891, 334562.5466841083 3321308.3221437493, 334240.22986087564 3321788.8970809276, 334493.1636141416 3322307.656064087)))"
882,882,28017,883e628c5bfffff,3872,1959,1912,1809,0.5,"MULTIPOLYGON (((335390.706271732 3321865.265525863, 335965.92163471034 3321903.4475107677, 336288.21654509206 3321422.8930279287, 336035.30779340526 3320904.1480918676, 335460.09213287313 3320865.950610812, 335137.78454923455 3321346.513575891, 335390.706271732 3321865.265525863)))"
883,883,26797,883e628c5dfffff,3342,1717,1624,1069,0.5,"MULTIPOLYGON (((333664.96977792913 3321750.7117163483, 334240.22986087564 3321788.8970809276, 334562.5466841083 3321308.3221437493, 334309.6151781354 3320789.554465988, 333734.35481592006 3320751.354681017, 333412.02623115375 3321231.936993727, 333664.96977792913 3321750.7117163483)))"
884,884,1769239,883e628c61fffff,72964,37434,35529,5792,31.7,"MULTIPOLYGON (((330351.8722681144 3319522.6941933325, 330927.2205906857 3319560.914186463, 331249.58652447734 3319080.309697688, 330996.61504871526 3318561.480057809, 330421.26554913365 3318523.246707361, 330098.88774673094 3319003.8574767876, 330351.8722681144 3319522.6941933325)))"
885,885,706516,883e628c63fffff,71402,36913,34489,6634,12.6,"MULTIPOLYGON (((331249.58652447734 3319080.309697688, 331824.9134814708 3319118.534639488, 332147.2691890298 3318637.9444047105, 331894.30975273234 3318119.120743006, 331318.9825940547 3318080.8824467137, 330996.61504871526 3318561.480057809, 331249.58652447734 3319080.309697688)))"
886,886,1635485,883e628c65fffff,43428,22133,21294,8125,29.3,"MULTIPOLYGON (((329523.5168747116 3318965.630184349, 330098.88774673094 3319003.8574767876, 330421.26554913365 3318523.246707361, 330168.28338102583 3318004.40126755, 329592.9122923455 3317966.1594796903, 329270.52261579165 3318446.777641439, 329523.5168747116 3318965.630184349)))"
887,887,448647,883e628c67fffff,77149,39745,37403,7098,8.0,"MULTIPOLYGON (((330421.26554913365 3318523.246707361, 330996.61504871526 3318561.480057809, 331318.9825940547 3318080.8824467137, 331066.0124922535 3317562.0441050185, 330490.66375152767 3317523.796261987, 330168.28338102583 3318004.40126755, 330421.26554913365 3318523.246707361)))"
888,888,569741,883e628c69fffff,19626,10214,9412,1525,10.2,"MULTIPOLYGON (((330282.4829534601 3320522.1387353474, 330857.8319884306 3320560.3442306854, 331180.1943986082 3320079.735108799, 330927.2205906857 3319560.914186463, 330351.8722681144 3319522.6941933325, 330029.4970502164 3320003.31072822, 330282.4829534601 3320522.1387353474)))"
889,889,1218884,883e628c6bfffff,43248,22424,20823,4010,21.8,"MULTIPOLYGON (((331180.1943986082 3320079.735108799, 331755.5220785642 3320117.9455704535, 332077.8752354187 3319637.349590369, 331824.9134814708 3319118.534639488, 331249.58652447734 3319080.309697688, 330927.2205906857 3319560.914186463, 331180.1943986082 3320079.735108799)))"
890,890,2230118,883e628c6dfffff,14052,7224,6827,5247,39.9,"MULTIPOLYGON (((329454.1254361836 3319965.096840318, 330029.4970502164 3320003.31072822, 330351.8722681144 3319522.6941933325, 330098.88774673094 3319003.8574767876, 329523.5168747116 3318965.630184349, 329201.1297742042 3319446.253012488, 329454.1254361836 3319965.096840318)))"
891,891,17989,883e628c8dfffff,625,319,306,1153,0.3,"MULTIPOLYGON (((338360.74090994487 3316541.160647586, 338935.8905959411 3316579.4158280296, 339258.1644478694 3316098.9208821766, 339005.3012569073 3315580.161240264, 338430.1504491959 3315541.891749202, 338107.8648791261 3316022.393979529, 338360.74090994487 3316541.160647586)))"
892,892,1502314,883e628cc1fffff,4805,2586,2218,2829,26.9,"MULTIPOLYGON (((338221.93364870537 3318539.6883775527, 338797.0829682403 3318577.916009163, 339119.3530361161 3318097.4097280013, 338866.4844965122 3317578.6674174494, 338291.3349740844 3317540.4254559763, 337969.053205332 3318020.939040213, 338221.93364870537 3318539.6883775527)))"
893,893,629044,883e628cc3fffff,4367,2415,1952,2550,11.3,"MULTIPOLYGON (((339119.3530361161 3318097.4097280013, 339694.4801773145 3318135.6422079518, 340016.7399759884 3317655.1488926928, 339763.8842805294 3317136.413589983, 339188.7569471114 3317098.166797737, 338866.4844965122 3317578.6674174494, 339119.3530361161 3318097.4097280013)))"
894,894,32977,883e628cc5fffff,4260,2373,1886,3423,0.6,"MULTIPOLYGON (((337393.8805319312 3317982.703050645, 337969.053205332 3318020.939040213, 338291.3349740844 3317540.4254559763, 338038.45674982783 3317021.6685611093, 337463.2848509025 3316983.418212497, 337140.99039392493 3317463.9391173385, 337393.8805319312 3317982.703050645)))"
895,895,7244,883e628cc7fffff,4175,2326,1849,3379,0.1,"MULTIPOLYGON (((338291.3349740844 3317540.4254559763, 338866.4844965122 3317578.6674174494, 339188.7569471114 3317098.166797737, 338935.8905959411 3316579.4158280296, 338360.74090994487 3316541.160647586, 338038.45674982783 3317021.6685611093, 338291.3349740844 3317540.4254559763)))"
896,896,36034,883e628cc9fffff,5684,2930,2754,1772,0.6,"MULTIPOLYGON (((338152.53594628326 3319538.9472104446, 338727.68600457127 3319577.1604954903, 339049.95367338293 3319096.6485512718, 338797.0829682403 3318577.916009163, 338221.93364870537 3318539.6883775527, 337899.6533229618 3319020.2076482596, 338152.53594628326 3319538.9472104446)))"
897,897,2674,883e628ccbfffff,6895,3525,3369,1114,0.0,"MULTIPOLYGON (((339049.95367338293 3319096.6485512718, 339625.0806153682 3319134.867824666, 339947.3380400839 3318654.3688572287, 339694.4801773145 3318135.6422079518, 339119.3530361161 3318097.4097280013, 338797.0829682403 3318577.916009163, 339049.95367338293 3319096.6485512718)))"
898,898,404856,883e628ccdfffff,5346,2798,2548,2239,7.2,"MULTIPOLYGON (((337324.48181168525 3318981.9848836637, 337899.6533229618 3319020.2076482596, 338221.93364870537 3318539.6883775527, 337969.053205332 3318020.939040213, 337393.8805319312 3317982.703050645, 337071.5894563217 3318463.229622894, 337324.48181168525 3318981.9848836637)))"
899,899,599845,883e628cd1fffff,3026,1645,1381,2320,10.7,"MULTIPOLYGON (((340844.69192659843 3318212.1069357772, 341419.77460494137 3318250.338101676, 341742.0124564691 3317769.8638948193, 341489.1792725845 3317251.1512471936, 340914.0954353042 3317212.905815432, 340591.84593310155 3317693.3872967134, 340844.69192659843 3318212.1069357772)))"
900,900,1651,883e628cd3fffff,1797,996,801,1466,0.0,"MULTIPOLYGON (((341742.0124564691 3317769.8638948193, 342317.0739718044 3317808.099856895, 342639.30154540157 3317327.6385560427, 342386.48018175806 3316808.9329087753, 341811.418482982 3316770.682684562, 341489.1792725845 3317251.1512471936, 341742.0124564691 3317769.8638948193)))"
901,901,303441,883e628cddfffff,3862,2031,1830,1430,5.4,"MULTIPOLYGON (((339947.3380400839 3318654.3688572287, 340522.4438084346 3318692.594072246, 340844.69192659843 3318212.1069357772, 340591.84593310155 3317693.3872967134, 340016.7399759884 3317655.1488926928, 339694.4801773145 3318135.6422079518, 339947.3380400839 3318654.3688572287)))"
902,902,60247,883e628ce1fffff,1289,694,594,1892,1.1,"MULTIPOLYGON (((336635.2016852364 3316426.386872173, 337210.3959720577 3316464.6456218082, 337532.6918641259 3315984.1304111234, 337279.8061647994 3315465.348027345, 336704.61173946876 3315427.0760287545, 336382.30312788684 3315907.5985541553, 336635.2016852364 3316426.386872173)))"
903,903,9377,883e628ce3fffff,625,319,306,1105,0.2,"MULTIPOLYGON (((337532.6918641259 3315984.1304111234, 338107.8648791261 3316022.393979529, 338430.1504491959 3315541.891749202, 338177.2766509315 3315023.1175255734, 337602.1044405636 3314984.8384950343, 337279.8061647994 3315465.348027345, 337532.6918641259 3315984.1304111234)))"
904,904,66628,883e628ce5fffff,758,394,364,957,1.2,"MULTIPOLYGON (((335807.0864417779 3315869.331389561, 336382.30312788684 3315907.5985541553, 336704.61173946876 3315427.0760287545, 336451.7154341086 3314908.279034412, 335876.49860564957 3314869.9974975446, 335554.1782171134 3315350.5273268153, 335807.0864417779 3315869.331389561)))"
905,905,7695,883e628ce9fffff,4260,2373,1886,3423,0.1,"MULTIPOLYGON (((336565.79628503893 3317425.6947275563, 337140.99039392493 3317463.9391173385, 337463.2848509025 3316983.418212497, 337210.3959720577 3316464.6456218082, 336635.2016852364 3316426.386872173, 336312.89548245317 3316906.915086833, 336565.79628503893 3317425.6947275563)))"
906,906,1571,883e628cebfffff,2331,1283,1048,2429,0.0,"MULTIPOLYGON (((337463.2848509025 3316983.418212497, 338038.45674982783 3317021.6685611093, 338360.74090994487 3316541.160647586, 338107.8648791261 3316022.393979529, 337532.6918641259 3315984.1304111234, 337210.3959720577 3316464.6456218082, 337463.2848509025 3316983.418212497)))"
907,907,3154,883e628cedfffff,4240,2362,1877,3413,0.1,"MULTIPOLYGON (((335737.6789453685 3316868.661188765, 336312.89548245317 3316906.915086833, 336635.2016852364 3316426.386872173, 336382.30312788684 3315907.5985541553, 335807.0864417779 3315869.331389561, 335484.7684542319 3316349.865809034, 335737.6789453685 3316868.661188765)))"
908,908,7202,883e628d03fffff,10724,5556,5167,3124,0.1,"MULTIPOLYGON (((328074.9235927189 3314852.872256325, 328650.3391549522 3314891.158881168, 328972.74746992637 3314410.5506810853, 328719.7521598892 3313891.6484845974, 328144.3364755049 3313853.3473421144, 327821.9162155155 3314333.9629132817, 328074.9235927189 3314852.872256325)))"
909,909,303551,883e628d09fffff,5532,2866,2665,1359,5.4,"MULTIPOLYGON (((327107.66079607897 3316294.7542454437, 327683.0986497818 3316333.0214001304, 328005.5147362023 3315852.39423546, 327752.5049286816 3315333.4936309345, 327177.06693633384 3315295.2130467403, 326854.63888233475 3315775.8464961033, 327107.66079607897 3316294.7542454437)))"
910,910,13070,883e628d0bfffff,8416,4360,4055,3576,0.2,"MULTIPOLYGON (((328005.5147362023 3315852.39423546, 328580.9301703128 3315890.6674483865, 328903.33593278984 3315410.053469129, 328650.3391549522 3314891.158881168, 328074.9235927189 3314852.872256325, 327752.5049286816 3315333.4936309345, 328005.5147362023 3315852.39423546)))"
911,911,21531,883e628d0dfffff,6336,3283,3053,1497,0.4,"MULTIPOLYGON (((326279.1794117174 3315737.571956069, 326854.63888233475 3315775.8464961033, 327177.06693633384 3315295.2130467403, 326924.0474674162 3314776.2965521747, 326348.5878534594 3314738.007459268, 326026.14782660303 3315218.6483049733, 326279.1794117174 3315737.571956069)))"
912,912,134091,883e628d11fffff,4985,2573,2411,588,2.4,"MULTIPOLYGON (((329801.1262839249 3314967.729657711, 330376.497866725 3315006.013807973, 330698.88389574154 3314525.4250055216, 330445.9112079595 3314006.544682439, 329870.53951802955 3313968.247155475, 329548.14158044977 3314448.843313013, 329801.1262839249 3314967.729657711)))"
913,913,971,883e628d13fffff,4997,2584,2412,734,0.0,"MULTIPOLYGON (((330698.88389574154 3314525.4250055216, 331274.2340470733 3314563.714035052, 331596.61068368284 3314083.1383324955, 331343.65000418585 3313564.265134359, 330768.2997392672 3313525.9616373703, 330445.9112079595 3314006.544682439, 330698.88389574154 3314525.4250055216)))"
914,914,229193,883e628d1dfffff,6713,3471,3241,1873,4.1,"MULTIPOLYGON (((328903.33593278984 3315410.053469129, 329478.72990854934 3315448.3315983773, 329801.1262839249 3314967.729657711, 329548.14158044977 3314448.843313013, 328972.74746992637 3314410.5506810853, 328650.3391549522 3314891.158881168, 328903.33593278984 3315410.053469129)))"
915,915,9182,883e628d21fffff,3244,1671,1573,2944,0.2,"MULTIPOLYGON (((325589.49240753247 3313181.187810529, 326164.97374455724 3313219.4988832236, 326487.41894474503 3312738.869653126, 326234.39382993255 3312219.9208755665, 325658.91239103395 3312181.5941318218, 325336.4551956821 3312662.2318513785, 325589.49240753247 3313181.187810529)))"
